用户名,会员,星级,评论,类型1,评论时间1,评论时间2,类型2,评论时间3,评论时间4
肥***哦,PLUS会员,"<div class=""comment-star star1""></div>",这次的面膜快递收到的时候纸箱就是破损的用了几年的京东还是头一次还有那个面膜包装盒有点像被撕开过的痕迹这次的面膜不知道是光线原因还是什么感觉有点泛黄不知道是不是调包了而且这次的精华少得可怜和之前的区别太大了,【光滑弹嫩】胶原蛋白面膜,2021/7/18 2:46,,,,
L***洋,PLUS会员,"<div class=""comment-star star1""></div>",包装被打开了。很不开心,胶原蛋白面膜10片,2017/11/12 12:22,,,,
周***日,,"<div class=""comment-star star1""></div>",是真的吗，包装太简陋了,,,2018/8/1 17:52,胶原蛋白面膜10片,,
****y,,"<div class=""comment-star star1""></div>",没想到京东也能买到假货,胶原蛋白面膜10片,2017/11/13 18:33,,,,
J***H,,"<div class=""comment-star star1""></div>",真心不好用假货，还那么贵,,,2017/12/26 23:54,胶原蛋白面膜10片,,
s***3,,"<div class=""comment-star star1""></div>",假货，和我上次用的差太多。,胶原蛋白面膜10片,2017/7/20 11:48,,,,
u***2,,"<div class=""comment-star star1""></div>",破玩意假的里面都没水,胶原蛋白面膜,,,,,2019/6/27 0:29
是***啊,,"<div class=""comment-star star1""></div>",假货假货，收到全部已打开,,,,胶原蛋白面膜,2019/7/3 18:45,
****Z,,"<div class=""comment-star star1""></div>",差劲，就不能好好的包装么,胶原蛋白面膜10片,2018/9/20 21:20,,,,
1***p,,"<div class=""comment-star star1""></div>",刚买完就降价差评，非常差！,胶原蛋白面膜10片,2017/10/17 0:48,,,,
u***v,,"<div class=""comment-star star1""></div>",包装破损严重，不太清楚真假,胶原蛋白面膜10片,2018/8/29 15:32,,,,
****y,,"<div class=""comment-star star1""></div>",太垃圾了，说到包装都是开的,胶原蛋白面膜10片,2018/1/24 21:46,,,,
J***9,PLUS会员,"<div class=""comment-star star1""></div>",简直太失望了，包装破损严重,,,,胶原蛋白面膜,2019/4/15 21:51,
新***6,PLUS会员,"<div class=""comment-star star1""></div>",使用感受：半真半假不会再买了,【弹力紧致】胶原蛋白面膜,,,,,2019/11/20 22:00
****c,,"<div class=""comment-star star1""></div>",假货.跟我之前买的完全不一样,胶原蛋白面膜,,,,,2019/6/20 20:18
****s,,"<div class=""comment-star star1""></div>",假的跟我之前买的完全不一样,胶原蛋白面膜10片,2017/5/8 17:51,,,,
****k,,"<div class=""comment-star star1""></div>",假货，不能买，跟实体店完全两样,胶原蛋白面膜10片,2018/3/6 9:08,,,,
****d,,"<div class=""comment-star star1""></div>",京东太恶心了，刚买完就降价！！！,胶原蛋白面膜10片,2017/10/30 16:05,,,,
1***4,,"<div class=""comment-star star1""></div>",有点失望，那包装有点不敢直视,胶原蛋白面膜10片,2018/6/2 12:48,,,,
****r,,"<div class=""comment-star star1""></div>",因为打折，所以卖的烂货嘛，差评,,,2017/9/5 19:34,胶原蛋白面膜10片,,
****2,PLUS会员,"<div class=""comment-star star1""></div>",每个盒子都被拆开过，我很愤怒。,胶原蛋白面膜10片,2017/12/13 13:25,,,,
f***2,,"<div class=""comment-star star1""></div>",4天才到货包装全破了恶心！,胶原蛋白紧致面膜25ml*10,2016/6/21 13:26,,,,
u***n,,"<div class=""comment-star star1""></div>",盒子都破了，差评，什么鬼快递,胶原蛋白面膜10片,2018/6/4 14:05,,,,
l***7,PLUS会员,"<div class=""comment-star star1""></div>",包装越来越破烂了，感觉就是假货,,,2018/6/27 14:10,胶原蛋白面膜10片,,
u***e,PLUS会员,"<div class=""comment-star star1""></div>",这次的太次了，都是开封的，不敢保真！！！,,,2017/11/11 23:46,胶原蛋白面膜10片,,
林***8,,"<div class=""comment-star star1""></div>",用了一个月才来评价的，垃圾,【弹力紧致】胶原蛋白面膜,,,,,2019/11/8 19:30
****6,PLUS会员,"<div class=""comment-star star1""></div>",收到货时包装已经打开了，还挤的很烂！,,,2016/5/29 22:43,胶原蛋白紧致面膜25ml*10,,
****k,,"<div class=""comment-star star1""></div>",面膜包装盒没封口，真怀疑真假！,【弹力紧致】胶原蛋白面膜,,,,,2020/2/12 10:44
****b,,"<div class=""comment-star star1""></div>",到货直接开封的，差评，京东卸载，占内存,,,2018/4/22 14:53,胶原蛋白面膜10片,,
愛***娜,,"<div class=""comment-star star1""></div>",垃圾用了一张就不会再用了,胶原蛋白面膜,,,,,2019/4/28 23:27
****k,,"<div class=""comment-star star1""></div>",太差了，什么包装，完全是没有包装过,,,,胶原蛋白面膜,2019/9/10 17:45,
****9,,"<div class=""comment-star star1""></div>",对京东商城处理事件的态度极度不满意,胶原蛋白面膜10片,2016/12/24 13:02,,,,
****7,PLUS会员,"<div class=""comment-star star1""></div>",京东太差劲！全是假货！还不及时发货！,胶原蛋白面膜10片,2017/7/21 11:17,,,,
s***l,PLUS会员,"<div class=""comment-star star1""></div>",有拆开的痕迹，本次购物很遗憾,,,2018/3/9 14:39,胶原蛋白面膜10片,,
****ヽ,,"<div class=""comment-star star1""></div>",京东的包装，怎么会这样，两盒都破了，差评,,,2016/5/25 11:11,胶原蛋白紧致面膜25ml*10,,
6***m,,"<div class=""comment-star star1""></div>",太差了、便宜没好货！几乎没啥水分！,【弹力紧致】胶原蛋白面膜,,,,,2019/12/29 22:35
****s,,"<div class=""comment-star star1""></div>",看来大家评论的都是真的快递太简陋了,,,,胶原蛋白面膜,2019/1/20 17:48,
大***儿,,"<div class=""comment-star star1""></div>",上当了，以为京东没有假货！我错了，不再买,胶原蛋白面膜,,,,,2019/8/10 23:18
****h,,"<div class=""comment-star star1""></div>",这次买的不好，精华太少了，差评,胶原蛋白面膜,,,,,2019/4/8 19:43
樊***6,,"<div class=""comment-star star1""></div>",假的，用完严重的脱皮和长痘,胶原蛋白面膜10片,2017/11/23 13:47,,,,
耿***6,,"<div class=""comment-star star1""></div>",这次买的跟之前不一样质地很薄,胶原蛋白面膜,,,,,2018/10/30 7:10
m***6,PLUS会员,"<div class=""comment-star star1""></div>",用了很痒，看来这次买到假货了,胶原蛋白面膜10片,2017/5/21 8:28,,,,
C***林,PLUS会员,"<div class=""comment-star star1""></div>",这个面膜让我很失望，不好用，差评,,,2017/12/19 12:00,胶原蛋白面膜10片,,
u***n,,"<div class=""comment-star star1""></div>",拿回来盒子都压扁了，这个包装真是无语了,,,2017/10/2 15:07,胶原蛋白面膜10片,,
****0,PLUS会员,"<div class=""comment-star star1""></div>",收到货都是已经拆开的产品，差评差评差评,,,,胶原蛋白面膜10片,,
玮***双,,"<div class=""comment-star star1""></div>",严重怀疑假货，严重怀疑假货，严重怀疑假货,胶原蛋白面膜,,,,,2019/1/30 17:42
****c,,"<div class=""comment-star star1""></div>",假货，我很少会给差评，但是这次真的很失望！！,胶原蛋白面膜,,,,,2019/3/14 20:49
****t,,"<div class=""comment-star star1""></div>",拆开快递就是这样，真糟心！不是正品吧！,,,2018/8/16 15:57,胶原蛋白面膜10片,,
胡***7,,"<div class=""comment-star star1""></div>",这包装真垃圾，影响心情,,,2020/7/9 10:27,【提亮紧致】胶原蛋白面膜,,
o***n,PLUS会员,"<div class=""comment-star star1""></div>",太差了敷到脸上蛰的很,【弹力紧致】胶原蛋白面膜,,,,,2020/3/9 2:14
****6,,"<div class=""comment-star star1""></div>",包装粗糙，是正品不？气死我了。,胶原蛋白面膜10片,2017/11/13 16:09,,,,
k***m,PLUS会员,"<div class=""comment-star star1""></div>",千万别买，就是家坑货店！,【提亮紧致】胶原蛋白面膜,2020/8/22 0:44,,,,
慧***6,PLUS会员,"<div class=""comment-star star1""></div>",假的太假了姑娘们。别被骗了,,,,胶原蛋白面膜,2019/10/18 20:46,
****f,,"<div class=""comment-star star1""></div>",假的面膜再也不买你家的了,胶原蛋白面膜10片,2018/3/10 19:38,,,,
我***呀,PLUS会员,"<div class=""comment-star star1""></div>",京东越来越垃圾了昨天买的面膜今天就便宜,胶原蛋白面膜,,,,,2019/2/16 9:39
****2,,"<div class=""comment-star star1""></div>",刚买一天就降价，这利润也太大了,胶原蛋白面膜10片,2017/5/22 14:27,,,,
王***引,,"<div class=""comment-star star1""></div>",太失望了这包装还不如不包,,,2020/8/24 22:13,【提亮紧致】胶原蛋白面膜,,
****N,,"<div class=""comment-star star1""></div>",盒子是烂的，有一种被欺骗的感觉,,,2017/12/1 10:10,胶原蛋白面膜10片,,
奥***q,PLUS会员,"<div class=""comment-star star1""></div>",差评差评，包装这个样子，确定不是用过的？,,,2020/6/10 18:19,【提亮紧致】胶原蛋白面膜,,
H***N,,"<div class=""comment-star star1""></div>",没信誉，京东现在售后服务太差,【提亮紧致】胶原蛋白面膜,2020/11/13 18:22,,,,
幸***丽,,"<div class=""comment-star star1""></div>",买了两盒面膜，都是扫码扫不出来！假货！失望！,胶原蛋白面膜10片,2018/8/19 21:15,,,,
****O,,"<div class=""comment-star star1""></div>",不知道是不是正品，面膜纸太厚了。,胶原蛋白面膜,,,,,2019/3/19 20:19
王***煌,,"<div class=""comment-star star1""></div>",扯开的时候包装是打开的。差评,【提亮紧致】胶原蛋白面膜,2020/6/21 13:42,,,,
****t,,"<div class=""comment-star star1""></div>",感觉特别劣质，京东自营也不敢信任了,胶原蛋白面膜,,,,,2019/1/3 11:08
樱***1,,"<div class=""comment-star star1""></div>",严重破损变形，希望包装不要太随意,,,2018/4/30 9:59,胶原蛋白面膜10片,,
1***p,PLUS会员,"<div class=""comment-star star1""></div>",非常不好，沒有什麼水分,【提亮紧致】胶原蛋白面膜,2020/6/28 6:04,,,,
u***9,,"<div class=""comment-star star1""></div>",买来送人的，包装很差，到货破损严重。差评,,,2018/3/12 7:53,胶原蛋白面膜10片,,
****v,,"<div class=""comment-star star1""></div>",晕，假货，整张脸都贴不到，一次就够,胶原蛋白面膜,,,,,2018/12/15 21:19
B***D,,"<div class=""comment-star star1""></div>",@的吧？味道不对，精华也稀,胶原蛋白面膜10片,2018/9/22 0:01,,,,
1***p,,"<div class=""comment-star star1""></div>",包装太简陋，太差，东西都压坏了，京东一点不可靠了。,胶原蛋白面膜10片,2018/7/25 22:17,,,,
R***a,,"<div class=""comment-star star1""></div>",垃圾，价格一天一个样，服了,【提亮紧致】胶原蛋白面膜,2020/10/31 18:53,,,,
****2,,"<div class=""comment-star star1""></div>",面膜太小，脸太大，所以不及格,胶原蛋白面膜10片,2017/10/15 2:29,,,,
****p,,"<div class=""comment-star star1""></div>",面膜也太小了吧，失败的一次网购???,,,2017/12/4 19:10,胶原蛋白面膜10片,,
R***T,,"<div class=""comment-star star1""></div>",面膜太小了，一张脸都敷不完,胶原蛋白面膜10片,2017/11/13 6:43,,,,
9***号,,"<div class=""comment-star star1""></div>",垃圾货、和地摊货一样一样的、以后再也不买,胶原蛋白面膜10片,,,,,
Q***v,,"<div class=""comment-star star1""></div>",很不满意，假货，假货，假货，,胶原蛋白面膜10片,2016/8/28 14:19,,,,
小***微,,"<div class=""comment-star star1""></div>",真的很一般不知道为什么买的人还多，,胶原蛋白面膜,,,,,2019/10/8 20:24
****t,,"<div class=""comment-star star1""></div>",这是什么鬼，居然是拆开的，这还是正品吗！差劲！,,,2017/11/14 12:35,胶原蛋白面膜10片,,
打***途,PLUS会员,"<div class=""comment-star star1""></div>",封口铁那里是打开的，垃圾,,,2020/6/14 5:25,【提亮紧致】胶原蛋白面膜,,
****3,,"<div class=""comment-star star1""></div>",太差劲了，包装盒都开了,,,2021/4/30 12:46,【光滑弹嫩】胶原蛋白面膜,,
****w,,"<div class=""comment-star star1""></div>",价钱不稳定，一会原价，一会五折，买贵了只能差评,,,,胶原蛋白面膜,2018/12/6 9:26,
玩***人,,"<div class=""comment-star star1""></div>",怎么这么干？还是补水的？真货还是假货啊？,胶原蛋白面膜,,,,,2019/2/28 22:03
陌***9,,"<div class=""comment-star star1""></div>",先不说商品如何，就面膜的包装，说实话太像地摊上的货了。,胶原蛋白面膜,,,,,2019/8/16 9:21
****i,,"<div class=""comment-star star1""></div>",这个真不好，精华液太少了，失望,胶原蛋白面膜10片,2017/9/9 20:15,,,,
1***4,,"<div class=""comment-star star1""></div>",用过的性价低最低最差的面膜，没有之一！！！,【弹力紧致】胶原蛋白面膜,,,,,2019/12/10 11:47
a***a,,"<div class=""comment-star star1""></div>",差评，刚刚买不到24小时就降价,【光滑弹嫩】胶原蛋白面膜,2021/5/18 17:18,,,,
Z***6,PLUS会员,"<div class=""comment-star star1""></div>",太垃圾了，这面膜都没有精华液的,,,2020/11/27 23:15,【提亮紧致】胶原蛋白面膜,,
似***4,PLUS会员,"<div class=""comment-star star1""></div>",刚买回来没用呢，就涨价是什么意思，很生气,胶原蛋白面膜10片,2017/8/9 9:39,,,,
无***草,PLUS会员,"<div class=""comment-star star1""></div>",上面显示第二天到，结果第四天才到，很不满意。,,,,胶原蛋白面膜,2019/1/30 18:34,
****s,,"<div class=""comment-star star1""></div>",假的，用了三片，每次脸都过敏，真是无语透了,胶原蛋白面膜10片,,,,,
u***2,,"<div class=""comment-star star1""></div>",面膜太小了，根本覆盖不了整个脸,胶原蛋白面膜10片,2018/2/1 7:28,,,,
陈***9,,"<div class=""comment-star star1""></div>",假的，用这么多面膜没用过这么垃圾的,【弹力紧致】胶原蛋白面膜,,,,,2020/2/6 10:37
****8,PLUS会员,"<div class=""comment-star star1""></div>",效果很差，用过皮肤干，怀疑是假货。,胶原蛋白面膜,,,,,2019/2/14 23:29
K***心,PLUS会员,"<div class=""comment-star star1""></div>",去年十一月到今年4月，此产品单盒价格多次是48元没盒，好坑,【弹力紧致】胶原蛋白面膜,,,,,2019/11/18 9:56
x***y,,"<div class=""comment-star star1""></div>",补水效果：一点都不好，再也不会买了,【弹力紧致】胶原蛋白面膜,,,,,2020/1/13 23:00
****R,,"<div class=""comment-star star1""></div>",两盒面膜都被打开了，包装盒全都是破损的，绝壁是假货。,胶原蛋白面膜10片,2017/12/14 16:37,,,,
****3,,"<div class=""comment-star star1""></div>",差评说买4合送睡眠面膜都没有送,【盈润光滑弹嫩】胶原蛋白面膜,2021/2/18 13:20,,,,
****i,,"<div class=""comment-star star1""></div>",自打从京东买东西以来体验最差的一回包装没一个是好的,胶原蛋白面膜10片,2018/8/29 21:30,,,,
向***年,,"<div class=""comment-star star1""></div>",货呢？货都没看到还签收了！跑了几圈都找不到。购物体验超差,胶原蛋白面膜10片,2018/4/5 9:04,,,,
许***0,PLUS会员,"<div class=""comment-star star1""></div>",没收到商品，为什么系统显示已签收让评价，不满意，非常不满意。,胶原蛋白面膜10片,2017/7/7 7:56,,,,
u***2,,"<div class=""comment-star star1""></div>",刚收到货就降价了！还不保价！伤心！真想退货再从新下单！,胶原蛋白面膜10片,2018/8/21 8:14,,,,
c***界,PLUS会员,"<div class=""comment-star star1""></div>",这次购买简直就是垃圾一样。和之前比查的远,胶原蛋白面膜,,,,,2019/3/8 10:25
u***l,,"<div class=""comment-star star1""></div>",假的，大家别上当有激素,,,2021/2/24 10:02,【盈润光滑弹嫩】胶原蛋白面膜,,
啊***耶,,"<div class=""comment-star star1""></div>",怀疑是假的，精华液很少,【光滑弹嫩】胶原蛋白面膜,2021/3/28 11:55,,,,
m***6,PLUS会员,"<div class=""comment-star star1""></div>",精华太少，刚敷上就干干的,胶原蛋白面膜,,,,,2019/4/13 10:21
S***M,,"<div class=""comment-star star1""></div>",产品越来越假了，没有以前好用，差评！差评！差评！,胶原蛋白面膜,,,,,2019/5/4 12:53
火***4,,"<div class=""comment-star star1""></div>",从来不再京东差评，这次给个烂的打开的什么意思，，不再买这牌子。,胶原蛋白面膜10片,2018/4/4 17:58,,,,
****e,,"<div class=""comment-star star1""></div>",不好用，感觉是假的，不要买这个了！买了绝对后悔,胶原蛋白面膜10片,2016/11/16 23:49,,,,
****k,,"<div class=""comment-star star1""></div>",超级难用、我怀疑买假了一点效果都没有,【提亮紧致】胶原蛋白面膜,2020/11/7 9:52,,,,
****m,,"<div class=""comment-star star1""></div>",同一家店买的两盒，为什么这个盒子是被拆开的，严重差评,,,,胶原蛋白面膜,2019/8/11 12:25,
c***2,,"<div class=""comment-star star1""></div>",水汽很差！我在京东购物快六年了，第一次给差评！！！,【弹力紧致】胶原蛋白面膜,,,,,2019/12/8 22:09
****W,,"<div class=""comment-star star1""></div>",最难用的面膜，还不如美即，很厚不吸收,胶原蛋白面膜10片,2017/11/13 23:21,,,,
****e,,"<div class=""comment-star star1""></div>",什么面膜卖的这么贵，结果买回来是假的，**商家,【提亮紧致】胶原蛋白面膜,2020/11/7 20:01,,,,
乐***君,,"<div class=""comment-star star1""></div>",这个包装直接就烂开了，一共买了两盒感觉两盒都是假的，差评吧,,,2017/7/22 14:06,胶原蛋白面膜10片,,
a***u,PLUS会员,"<div class=""comment-star star1""></div>",面膜大到不可思议，用过最差的了。,【弹力紧致】胶原蛋白面膜,,,,,2019/12/25 22:30
z***a,PLUS会员,"<div class=""comment-star star1""></div>",精华太少了面膜有的地方都是干的,胶原蛋白面膜,,,,,2019/6/10 11:06
李***8,,"<div class=""comment-star star1""></div>",特别垃圾精华液几乎没有干巴巴的,胶原蛋白面膜,,,,,2018/12/19 14:28
K***i,PLUS会员,"<div class=""comment-star star1""></div>",差评，乳液较少，使用后评价，没有其它品牌好用,胶原蛋白面膜10片,2018/7/11 0:56,,,,
****8,PLUS会员,"<div class=""comment-star star1""></div>",差评，包装是是开的，没有密封。怀疑是不是正品,,,,胶原蛋白面膜,2019/9/15 11:55,
****j,,"<div class=""comment-star star1""></div>",差评，第一次在京东买东西给差评，包装为什么都是被打开过了的？？,胶原蛋白面膜,,,,,2019/8/30 9:43
天***3,,"<div class=""comment-star star1""></div>",到货盒子上的胶带都开啦，买完就降价，最差的一次购物体验,胶原蛋白面膜,,,,,2019/3/28 13:55
大***装,PLUS会员,"<div class=""comment-star star1""></div>",一点不好.以后不要买了.不知道这么多的好评哪来的,胶原蛋白面膜,,,,,2019/10/14 14:39
汝***儿,,"<div class=""comment-star star1""></div>",太差了，连箱子都没有，直接一个塑料袋甩过来，盒子都变形了，失望至极,胶原蛋白面膜10片,2017/9/12 19:35,,,,
u***j,,"<div class=""comment-star star1""></div>",面膜真心不好一点水都没有谨慎购买,【提亮紧致】胶原蛋白面膜,2020/7/21 22:21,,,,
u***i,PLUS会员,"<div class=""comment-star star1""></div>",差评，假货。跟上次买的贴不一个感觉，刺痛感很强。,胶原蛋白面膜10片,2017/5/26 22:40,,,,
****u,,"<div class=""comment-star star1""></div>",精华太少了吧。而且敷完没什么效果,胶原蛋白面膜,,,,,2019/7/29 10:04
****e,,"<div class=""comment-star star1""></div>",假货。用完第二天就起小疙瘩。反复用了好几次,胶原蛋白面膜10片,2017/11/9 9:20,,,,
u***2,,"<div class=""comment-star star1""></div>",水太少了，不好用，根本不是进口的,胶原蛋白面膜,,,,,2019/6/15 23:09
1***凤,,"<div class=""comment-star star1""></div>",快递很快，里面的精华液很少，不知道是不是假的,胶原蛋白面膜,,,,,2019/7/18 17:30
****k,,"<div class=""comment-star star1""></div>",骗人的，说好买4件赠一盒，收到货就4盒没有赠的一盒。,【盈润光滑弹嫩】胶原蛋白面膜,2020/12/13 22:01,,,,
6***玲,,"<div class=""comment-star star1""></div>",这什么鬼面膜，干巴巴的，一点都不好用，还那么贵,【弹力紧致】胶原蛋白面膜,,,,,2019/11/10 19:27
w***t,,"<div class=""comment-star star1""></div>",包装太差，盒子都要破了，像被人拆开过。不知道是不是正品,,,,胶原蛋白面膜,2019/7/24 17:10,
****g,,"<div class=""comment-star star1""></div>",差评，包装被拆，还少了一片，出差就懒得换了，下次不会再买了。,胶原蛋白面膜10片,2017/11/7 18:22,,,,
你***吗,,"<div class=""comment-star star1""></div>",包装明显被打开的痕迹这种产品拿出来销售真的对于消费者来说好吗,,,2018/3/26 12:19,胶原蛋白面膜10片,,
g***r,PLUS会员,"<div class=""comment-star star1""></div>",收到这样的商品，我很意外，盒子都破成这样了，还贴个封条请勿拆，算什么鬼,,,2017/12/22 10:48,胶原蛋白面膜10片,,
****f,,"<div class=""comment-star star1""></div>",假货真是一颗星都不想给网购都是在京东买的这次真是失望?,胶原蛋白面膜,,,,,2019/2/28 21:57
****g,PLUS会员,"<div class=""comment-star star1""></div>",产品一般，价格太贵，京东快递员和客服人员服务态度越来越差。,胶原蛋白面膜10片,2017/7/9 12:59,,,,
M***2,PLUS会员,"<div class=""comment-star star1""></div>",差评！差评！差评！打开袋子，里面的盒子都是开着的，真的是非常差的购物体验,,,,胶原蛋白面膜,2019/6/24 21:16,
于***珑,,"<div class=""comment-star star1""></div>",好像被打开过，包装粘贴条只有一个粘着，另一个直接开着的，真是令人怀疑,胶原蛋白面膜,,,,,2018/10/6 20:24
****9,,"<div class=""comment-star star1""></div>",味道很刺鼻很难闻冲的人头疼,胶原蛋白面膜,,,,,2018/11/15 22:45
u***p,PLUS会员,"<div class=""comment-star star1""></div>",里面精华液太少了！并且包装破损！差评！,【提亮紧致】胶原蛋白面膜,2020/11/1 20:54,,,,
重***政,PLUS会员,"<div class=""comment-star star1""></div>",双十一买的，包装破损太严重了，不知道是否正品因为包装都开了,,,,胶原蛋白面膜,2018/11/30 1:04,
****e,,"<div class=""comment-star star1""></div>",没有一点效果，还过敏，一次很失败的网购,胶原蛋白面膜10片,2017/9/20 12:03,,,,
****q,,"<div class=""comment-star star1""></div>",千万别买假冒伪劣产品脸过敏块毁容了,胶原蛋白面膜10片,2018/8/21 22:18,,,,
不***猪,PLUS会员,"<div class=""comment-star star1""></div>",这是今年第一次给差评，包装盒压坏了，亲，能用纸箱子包装吗？,,,2016/9/22 13:56,胶原蛋白面膜10片,,
****2,,"<div class=""comment-star star1""></div>",这次买的像假货，之前有用过，给这次感觉完全不一样,胶原蛋白面膜,,,,,2019/6/19 12:52
t***n,,"<div class=""comment-star star1""></div>",差评，包装明显是有人开过的，一直信赖京东，这次购物感觉太差了,,,,胶原蛋白面膜,2019/2/8 11:04,
q***l,PLUS会员,"<div class=""comment-star star1""></div>",是假货吧。与以前买的不一样，太干了，精华液太少了。,胶原蛋白面膜,,,,,2019/4/5 21:59
****n,,"<div class=""comment-star star1""></div>",包装盒都没有就一个袋子！面膜盒子还被拆过。真的最差的一次购物,胶原蛋白面膜10片,2017/11/13 20:26,,,,
****7,PLUS会员,"<div class=""comment-star star1""></div>",感觉买到了假货，和实体店品质不一样，差评！,【提亮紧致】胶原蛋白面膜,2020/11/13 0:07,,,,
****y,,"<div class=""comment-star star1""></div>",第一次使用，精华感觉不够啊，是我脸太干了吗，……,胶原蛋白面膜,,,,,2019/7/19 11:05
****g,,"<div class=""comment-star star1""></div>",我打开是这样，要差评吗？这包装也太随意了吧，第一次在京东买东西，也是最后一次,,,2018/6/8 23:00,胶原蛋白面膜10片,,
s***i,PLUS会员,"<div class=""comment-star star1""></div>",什么换快递员，什么时候修改评价，否则永远一星！实则一星都不想给！,胶原蛋白面膜,,,,,2019/6/27 18:02
****s,,"<div class=""comment-star star1""></div>",刚刚买了就降价，联系客服，客服不管，态度极其差,【提亮紧致】胶原蛋白面膜,2020/11/10 6:52,,,,
****1,PLUS会员,"<div class=""comment-star star1""></div>",第一次购物遇见这种包装和暴力快递，收到货简直惨不忍睹一言难尽，必须差评！,,,,胶原蛋白面膜,2018/11/14 9:39,
俏***影,PLUS会员,"<div class=""comment-star star1""></div>",包装太差劲了，里面的盒子都是变形的，有一盒直接拆开的，口都敞开,,,,胶原蛋白面膜,2019/4/16 20:26,
瓦***拉,,"<div class=""comment-star star1""></div>",商家打着促销的名义卖过期产品，真是应了“便宜没好货”那句老话呀,胶原蛋白面膜10片,2017/9/15 14:18,,,,
付***3,,"<div class=""comment-star star1""></div>",这个跟可莱丝有半毛钱关系吗？感觉被骗了,胶原蛋白面膜10片,2017/11/5 21:08,,,,
L***e,,"<div class=""comment-star star1""></div>",太气愤了京东怎么可以拆包装再卖给顾客产品让人非常质疑产品的真假,胶原蛋白紧致面膜25ml*10,2016/5/23 7:26,,,,
****b,,"<div class=""comment-star star1""></div>",假的扫码根本就没有,胶原蛋白面膜10片,2018/5/31 16:28,,,,
u***p,,"<div class=""comment-star star1""></div>",差评差评，拆开包装，四盒面膜全部都变形了，盒子都开了，一颗星都不愿意给,,,2018/6/21 8:33,胶原蛋白面膜10片,,
Y***羊,PLUS会员,"<div class=""comment-star star1""></div>",包装太烂，商品一般。,胶原蛋白面膜10片,2018/2/19 21:53,,,,
丶***丶,,"<div class=""comment-star star1""></div>",真假你们自己去晚上对比反正用完一脸油，痘痘狂涨，店大欺客,,,2017/9/18 13:37,胶原蛋白面膜10片,,
李***龙,PLUS会员,"<div class=""comment-star star1""></div>",京东服务越来越差了！,胶原蛋白面膜,,,,,2019/10/23 18:28
_***_,PLUS会员,"<div class=""comment-star star1""></div>",精华液太少，面膜都是干的,【盈润光滑弹嫩】胶原蛋白面膜,2021/1/16 19:24,,,,
a***7,PLUS会员,"<div class=""comment-star star1""></div>",太差了，比假的还要假，,,,,胶原蛋白面膜,2019/6/23 5:07,
橙***想,,"<div class=""comment-star star1""></div>",无语！买过第二天就降价了，京东你们不能欺骗我们消费者！,,,2017/8/30 17:25,胶原蛋白面膜10片,,
u***6,,"<div class=""comment-star star1""></div>",第一次买面膜是没有包装寄出的，收到都是烂盒子！！！！投诉无门！那就差评！,胶原蛋白面膜10片,2018/7/12 23:27,,,,
****滴,,"<div class=""comment-star star1""></div>",打开外盒发现面膜盒居然被拆了！那我就怀疑真假了！！,,,2018/2/15 18:02,胶原蛋白面膜10片,,
****4,,"<div class=""comment-star star1""></div>",假的，假的，绝对是假的,胶原蛋白面膜10片,2017/11/12 19:45,,,,
****8,,"<div class=""comment-star star1""></div>",包装太简陋了，盒子都完全变形，100多一盒的面膜。像5块钱的货。不满意。,胶原蛋白面膜10片,2018/5/28 22:01,,,,
f***e,PLUS会员,"<div class=""comment-star star1""></div>",2盒，包装全是拆开的，最搞笑的是，包装上还贴着请勿拆装，真是正品？,胶原蛋白面膜10片,2017/11/12 22:12,,,,
u***q,,"<div class=""comment-star star1""></div>",跟以前买到的不一样，精华很少，干干的,胶原蛋白面膜,,,,,2019/6/7 21:49
****z,,"<div class=""comment-star star1""></div>",京东客服水平差到极点，指责消费者，不解决问题，对京东失望透顶，再也不会在京东买东西了,胶原蛋白面膜10片,2018/1/7 11:18,,,,
s***拍,,"<div class=""comment-star star1""></div>",很干，精华太少，有的地方还是干的,【弹力紧致】胶原蛋白面膜,,,,,2020/3/1 13:35
q***e,,"<div class=""comment-star star1""></div>",假的太明显，一股洗衣粉的味道，敷了不舒服,胶原蛋白面膜,,,,,2019/6/22 16:40
闹***3,PLUS会员,"<div class=""comment-star star1""></div>",@的，不好用，和在~国买的差了很多，面膜很厚！,胶原蛋白面膜10片,2018/9/24 20:31,,,,
k***7,PLUS会员,"<div class=""comment-star star1""></div>",京东包装太差劲了，收到盒子都是破的，只能自用，无法送人,,,2016/10/23 10:36,胶原蛋白面膜10片,,
许***喜,,"<div class=""comment-star star1""></div>",从哪里发来的？头天夜里买的，第二天早上就到了，真速度，我怀疑是我们村里别人卖的货,【弹力紧致】胶原蛋白面膜,,,,,2019/12/30 10:22
家***宝,,"<div class=""comment-star star1""></div>",精华太少，不知道真假,胶原蛋白面膜,,,,,2019/6/22 14:37
l***e,,"<div class=""comment-star star1""></div>",必须差评，竟然没有标签，盒子都是被打开的，严重怀疑不是正品。一星都不想给。,胶原蛋白面膜,,,,,2019/6/20 13:33
高***霞,,"<div class=""comment-star star1""></div>",只想说，京东就是拿个塑料袋子发货的，盒子都被压坏了，都不知道是真是假了,胶原蛋白面膜10片,2017/9/10 7:10,,,,
花***唴,PLUS会员,"<div class=""comment-star star1""></div>",这款，面膜真心差，真的很差，里面的质量真的很差，买了就后悔,【弹力紧致】胶原蛋白面膜,,,,,2020/1/17 18:24
