用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
可***简,,"<div class=""comment-star star3""></div>",『美迪惠尔毛孔紧致面膜·日记』一·买家专治毛孔问题的，真希望能有好效果。二·用了两星期来评价，效果也还好，配套使用了悦诗风吟的火山泥洗面奶。三·包装真是坏的，这是为什么？我看了好多人的差评，我一开始还不信，打开看的时候就不得不信了。,56:57.3,,毛孔紧致黑炭面膜10片,,2016/12/2 21:23,
****e,,"<div class=""comment-star star2""></div>",物流很快。今天早上敷了一片，额头盖不完鼻头还漏出三分之一。这是什么鬼面膜。好后悔一下买了二十片。还那么贵。现在就希望效果不要让我再失望了！,56:57.3,【紧致细腻】毛孔紧致黑面膜,,,,2020/5/19 9:00
静***9,,"<div class=""comment-star star2""></div>",用了脸发红，发痒，隔天爆长痘，找客服说要去三甲医院检查报告单，为了这面膜，花那么多钱去医院检查，可检查不起！一分钱一分货！一共买了四盒，都浪费了！以后再也不会相信,56:57.4,毛孔紧致黑炭面膜10片,,2018/6/24 9:31,,
C***4,,"<div class=""comment-star star3""></div>",大干了，不够水分，请问是不是买到假货了。。。。而且很厚的面膜，未知有无效果，实在太少水分！,56:57.5,,毛孔紧致黑炭面膜10片,,,
****q,PLUS会员,"<div class=""comment-star star3""></div>",封口没有贴纸，就像开过的一样，底部还坏了，让人感觉很不爽啊，打折商品也不用这么敷衍吧，希望用了以后我的脸没事,56:57.6,,【紧致肌肤】毛孔紧致黑面膜,,2020/9/26 19:42,
j***a,PLUS会员,"<div class=""comment-star star2""></div>",第一次感觉在京东买到了假货。跟去年自营买的同款同链接差太多太多，精华液不存在的，基本上跟纯净水一样了，到处流。感觉对比上次的像被稀释了好多倍。,56:57.7,毛孔紧致黑炭面膜10片,,2018/6/27 4:34,,
****u,,"<div class=""comment-star star3""></div>",东西收到了，还没有用不知道好不好，可是看包装很是失望，打开一看小包装盒里没产品，产品就这样挤压放外面，四盒拿子都压扁扁的，京东本是我最信赖的平台，这次着实的心里不爽，以后用了看看效果怎么样，在来和大家分享,56:57.7,,【紧致细腻】毛孔紧致黑面膜,,,
l***1,,"<div class=""comment-star star2""></div>",刚收到就这个样子包装盒都是开着的里面的面膜也有贴包装破了里面的液体都流出来了不知道是不是别人退的货啊很无语面膜还没用对这个包装很不满意,56:57.9,,毛孔紧致黑炭面膜10片,,2016/10/20 13:57,
****a,,"<div class=""comment-star star2""></div>",无语了，收到货盒子已经压变形，有一个直接都打开了，盒子连个外包装都没有，都怀疑是不是正品了,56:58.3,,【收缩毛孔】毛孔紧致黑面膜,,2021/6/20 18:40,
x***e,PLUS会员,"<div class=""comment-star star3""></div>",一直使用这个品牌的面膜，618活动网购了几盒，实在不敢恭维，面膜尺寸是迷你版的，以眼睛上缘为中心，盖住鼻子很短，额头也只盖住了一点点，疗效也很一般，真验证了一分价钱一分货的道理,56:58.4,【紧致肌肤】毛孔紧致黑面膜,,2020/7/4 10:55,,
晓***6,PLUS会员,"<div class=""comment-star star3""></div>",朋友推荐还没开始用，一次性入手三盒，不知效果怎么样，刚收到货，但令我疑惑的是有一盒没有封口条，疑似被拆开过。唉！搞到有点不太敢用了。一起下单的，对比一下。确实是被撕了封条，在京东上买了这么多东西第一次给不出好评！,56:58.4,,【紧致肌肤】毛孔紧致黑面膜,,2020/7/18 20:19,
人***落,,"<div class=""comment-star star3""></div>",很多年前朋友推荐过这个牌子给我，今天才开始使用，我不知道是否是正版，每个包装盒的二维码都是一样，扫描出来显示的只是官网，没有真假鉴定。使用了一张，面膜纸黏在一块，分开的时候容易用力过猛，面膜大小偏小一点，适合小脸的女生，大脸不建议买,56:58.5,毛孔紧致黑炭面膜,,,,2019/3/10 12:59
****v,,"<div class=""comment-star star3""></div>",看评价，看销量购买的，今天第一天用，里面精华液太少了，除了面膜上，袋子里几乎就没有了，面膜鼻子也盖不上！看看效果吧,56:58.6,,【紧致肌肤】毛孔紧致黑面膜,,2020/11/5 19:15,
****◆,PLUS会员,"<div class=""comment-star star2""></div>",去黑头的效果没看到，补水效果基本没有。最近不知道是不是出油多了，特别干，黑头也明显。用了这个还是特别干，黑头也没有改善，不适合我,56:58.7,毛孔紧致黑炭面膜,,,,2019/6/14 0:17
C***4,,"<div class=""comment-star star3""></div>",使用感受：用完还是好干不值这个价补水效果：太一般了贴合效果：眼睛那块儿太大了,56:58.7,【收缩毛孔】毛孔紧致黑面膜,,2021/10/13 20:01,,
这***面,,"<div class=""comment-star star2""></div>",因为是双十一购买的，很少在京东下单，不知道没货了可以调货这样子，然后四盒面膜分两次发货配送，第二次收到的三盒面膜中，有两盒包装严重破损变形，而且胶封口很明显的人为拆封痕迹，胶污迹和灰尘可以判断出拆封很久了，疑似弃盒，或者说可以算是垃圾了。我也不知道快递没签收，订单还能自动完成交易，找商家客服正当反馈咨询从来没人搭理，我只好逐个自行申请售后准备换货，过了一会儿京东客服打电话来了，解释说是双十一快递爆仓运输啥的压坏了，我不认同，压坏跟拆坏能够明显分辨，客服接着说给我退款不退货，我合计换货他们不划算，所以想了个他们损失最小的方案给我，我也没多说，结果收到一单退款处理，明明电话里问了我，我明确说了是两盒破损，反正事实都在这了，他们爱咋咋滴吧，我现在也不敢用这四盒面膜，万一是不正规渠道来的面膜装在抛弃的垃圾盒里，这谁敢用啊，明摆着烂脸的。除了面膜，我还买了个手机，以后京东还是慎用，保佑手机没事吧，怕了怕了,56:58.8,,【紧致肌肤】毛孔紧致黑面膜,,2020/11/16 16:20,
****n,,"<div class=""comment-star star2""></div>",我用过无数贴这个面膜了.从2017年一直到现在.这是第一次在京东上买.说实话买的时候就没报多大希望.因为便宜.果不其然.真的是假的！！！之前都是在麦德龙超市买.后来在TB的海外旗舰店.用着都非常好.打开包装袋的那一刻.我就知道完了.这次真的是踩雷了....这个香味啊一闻就不对.正常不会这么香的..如果有人和我一样喜欢这款面膜劝大家去TB海外旗舰店看看.买一个试试就知道了,56:58.9,【紧致肌肤】毛孔紧致黑面膜,,2020/7/24 22:36,,
****h,PLUS会员,"<div class=""comment-star star3""></div>",美迪惠尔黑面膜听朋友推荐的。趁着活动买了4件。没想到京东快递包装如此简陋。购买体验很不好。用起来面膜感觉一般般，没有很好，也没有很不好。符合这个价位。,56:59.0,,【收缩毛孔】毛孔紧致黑面膜,,2021/7/23 9:52,
爱***6,PLUS会员,"<div class=""comment-star star2""></div>",用了那么多年面膜，感觉买了假的一样。里面营养液绝对不会浪费，因为除了面膜上有一丝丝，袋里几乎没有富裕的。并且面膜手感也很差，面膜上营养液也很少。哎……,56:59.4,【收缩毛孔】毛孔紧致黑面膜,,2021/7/6 22:54,,
A***H,,"<div class=""comment-star star2""></div>",不好用，包装运来的时候是被拆了的，面膜上的二维码在官网扫不出来正品检验，面膜里面精华很稀，刚贴到脸上的时候感觉有刺痛感，敷完以后效果马马虎虎，敷完以后用单纯水洗是洗不掉黑色绒毛的，有很多绒毛回粘在脸上，而且不知道为什么我感觉敷完以后毛孔变粗大了？我也不是图便宜才买的这个，但是真的很让人不满意，不知道是不是@，慎购！！！还有就是那一堆好评我强烈怀疑只刷出来的,56:59.5,毛孔紧致黑炭面膜,,,,2019/2/23 16:46
贾***o,,"<div class=""comment-star star2""></div>",大家请谨慎购买。反正我买了用了几次。脸都烂完了。我很少长痘痘。用了之后脸上就很明显出现红肿。过一两天之后就长很大很大的痘包。痛的要死都不敢挤,56:59.5,,【收缩毛孔】毛孔紧致黑面膜,,2021/11/29 7:07,
****8,,"<div class=""comment-star star3""></div>",刚收到的*，，就*了。太坑人了。,56:59.6,毛孔紧致黑炭面膜10片,,2016/9/13 21:27,,
K***W,,"<div class=""comment-star star2""></div>",拿回来还没用，期待效果,56:59.7,毛孔紧致黑炭面膜10片,,2017/1/8 9:54,,
****h,,"<div class=""comment-star star3""></div>",不如以前买的好，一般般,56:59.7,毛孔紧致黑炭面膜10片,,2018/5/1 8:43,,
u***g,,"<div class=""comment-star star3""></div>",昨天刚买完，今天就降价,56:59.8,毛孔紧致黑炭面膜10片,,2018/6/13 14:41,,
****8,,"<div class=""comment-star star3""></div>",就我觉得太一般了。真的。,56:59.9,毛孔紧致黑炭面膜10片,,2018/8/9 16:04,,
浅***懒,PLUS会员,"<div class=""comment-star star3""></div>",怎么感觉没上次买的好呢,56:59.9,毛孔紧致黑炭面膜10片,,2017/10/17 12:48,,
l***0,,"<div class=""comment-star star3""></div>",说真的没有看到任何效果,57:00.0,毛孔紧致黑炭面膜10片,,2018/3/26 12:54,,
****a,PLUS会员,"<div class=""comment-star star3""></div>",不好，质量毛毛的不规则,57:00.4,毛孔紧致黑炭面膜,,,,2019/6/2 11:19
u***6,,"<div class=""comment-star star3""></div>",条形码被帖住了，啥情况？,57:00.5,毛孔紧致黑炭面膜,,,,2019/8/4 12:57
帅***兽,,"<div class=""comment-star star3""></div>",买来就这样了………………不知道说什么…………,57:00.6,毛孔紧致黑炭面膜10片,,,,
L***8,PLUS会员,"<div class=""comment-star star3""></div>",韩国的东西以后再也不买了,57:00.7,毛孔紧致黑炭面膜10片,,,,
2***_,PLUS会员,"<div class=""comment-star star2""></div>",补水效果：一般般没啥效果,57:00.7,【紧致细腻】毛孔紧致黑面膜,,,,2019/11/30 14:19
北***2,PLUS会员,"<div class=""comment-star star3""></div>",只是贴完后有效果，不能持续,57:00.8,毛孔紧致黑炭面膜10片,,2017/8/24 17:04,,
****f,,"<div class=""comment-star star2""></div>",一般般吧，不知道是不是真的,57:00.9,毛孔紧致黑炭面膜10片,,2018/6/6 9:45,,
****2,,"<div class=""comment-star star3""></div>",收到是这样的想想我的心情,57:00.9,毛孔紧致黑炭面膜10片,,2018/6/15 18:33,,
u***c,PLUS会员,"<div class=""comment-star star3""></div>",不知道真假，总觉得这款很稀,57:01.0,毛孔紧致黑炭面膜,,,,2019/6/25 19:53
l***2,,"<div class=""comment-star star3""></div>",补水效果：一般贴合效果：一般,57:01.0,【紧致细腻】毛孔紧致黑炭面膜,,,,2019/11/8 13:43
1***9,PLUS会员,"<div class=""comment-star star3""></div>",跟韩国带回来的面膜纸不一样,57:01.5,毛孔紧致黑炭面膜10片,,2016/9/23 17:27,,
衣***8,,"<div class=""comment-star star3""></div>",京东自营的一周才给我送服了,57:01.6,毛孔紧致黑炭面膜10片,,2016/12/2 14:18,,
x***T,PLUS会员,"<div class=""comment-star star3""></div>",一般吧，和韩国买的有点不一样,57:01.7,毛孔紧致黑炭面膜10片,,2017/6/20 18:00,,
月***8,,"<div class=""comment-star star3""></div>",一般般，还没看到实质性的效果,57:01.8,毛孔紧致黑炭面膜10片,,2017/8/17 17:29,,
A***Z,,"<div class=""comment-star star3""></div>",寄过来时未密封，竟然是开封的,57:01.9,毛孔紧致黑炭面膜10片,,2017/12/18 22:12,,
****8,,"<div class=""comment-star star3""></div>",使用感受：精华液比别的面膜少,57:02.0,【紧致细腻】毛孔紧致黑面膜,,,,2019/12/13 9:57
D***F,,"<div class=""comment-star star2""></div>",一般，还不如自己买点爽肤水拍一拍,57:02.0,毛孔紧致黑炭面膜10片,,2016/9/29 18:51,,
****9,,"<div class=""comment-star star3""></div>",说好的套装勿拆，请问这是什么情况？,57:02.1,毛孔紧致黑炭面膜10片,,2018/1/26 20:15,,
7***m,PLUS会员,"<div class=""comment-star star3""></div>",已经拆过的，真的要我相信是#吗,57:02.2,毛孔紧致黑炭面膜,,,,2019/7/11 20:57
只***飘,PLUS会员,"<div class=""comment-star star3""></div>",还可以还可以还可以啊啊啊,57:02.2,【紧致细腻】毛孔紧致黑面膜,,,,2020/2/16 13:00
明***_,,"<div class=""comment-star star3""></div>",还行吧，这次购物体验挺差的,57:02.7,【紧致细腻】毛孔紧致黑面膜,,,,2020/5/3 10:38
天***鱼,PLUS会员,"<div class=""comment-star star3""></div>",一般，果然很多产品对于毛孔收缩都很难。。,57:02.8,,【紧致细腻】毛孔紧致黑炭面膜,,,
我***元,PLUS会员,"<div class=""comment-star star2""></div>",为什么跟上次在京东买的颜色深浅不一样,57:02.8,毛孔紧致黑炭面膜10片,,2017/6/24 20:13,,
b***x,PLUS会员,"<div class=""comment-star star3""></div>",激励激励和激励激励激励激励你你好你铭记激励,57:02.9,毛孔紧致黑炭面膜10片,,2016/8/24 18:25,,
V***6,PLUS会员,"<div class=""comment-star star3""></div>",一般般吧，扫码扫不到任何信息,57:03.0,【紧致肌肤】毛孔紧致黑面膜,,2020/8/24 15:30,,
昵***称,,"<div class=""comment-star star2""></div>",收到的时候就是这个样子的不知道怎么评价该怎么给媳妇,57:03.0,,毛孔紧致黑炭面膜,,,
东***客,PLUS会员,"<div class=""comment-star star3""></div>",一打开就这样子东西像拆了的二手货让我真心给不了5星好评,57:03.1,,毛孔紧致黑炭面膜10片,,2018/8/18 22:39,
****b,,"<div class=""comment-star star2""></div>",和我在屈成氏买的不一样，闻起来也不一样，不知道是不是假的,57:03.2,毛孔紧致黑炭面膜,,,,2019/8/21 1:04
E***_,,"<div class=""comment-star star2""></div>",每个盒子都不是封起来的，感觉有点像假的,57:03.3,【紧致肌肤】毛孔紧致黑面膜,,2020/8/24 8:49,,
无***仙,,"<div class=""comment-star star2""></div>",以后肯定不会回购了，京东越来越会坑人了。很不满意的一次购物。以后京东购物需慎重。,57:03.4,毛孔紧致黑炭面膜10片,,2017/8/3 14:40,,
u***x,,"<div class=""comment-star star3""></div>",查不到真伪的吗？？每袋包装？？,57:04.0,毛孔紧致黑炭面膜10片,,2017/7/2 14:47,,
****f,,"<div class=""comment-star star2""></div>",价格不说，有个说好的优惠呢，我擦,57:04.1,毛孔紧致黑炭面膜,,,,2019/6/19 8:12
u***k,,"<div class=""comment-star star3""></div>",感觉没什么效果,57:04.1,毛孔紧致黑炭面膜10片,,2016/9/2 15:56,,
m***r,,"<div class=""comment-star star3""></div>",快递服务态度不错,57:04.2,毛孔紧致黑炭面膜10片,,2016/9/22 12:28,,
妤***1,,"<div class=""comment-star star3""></div>",面膜太厚，不太好用,57:04.3,毛孔紧致黑炭面膜10片,,2016/10/8 11:07,,
z***1,,"<div class=""comment-star star3""></div>",刚买就降价，沃日,57:04.4,毛孔紧致黑炭面膜10片,,2016/10/22 16:15,,
c***0,PLUS会员,"<div class=""comment-star star3""></div>",呜呜呜呜呜呜呜,57:04.5,毛孔紧致黑炭面膜10片,,2016/10/26 21:01,,
兔***o,PLUS会员,"<div class=""comment-star star3""></div>",一般感觉不像正品,57:04.6,毛孔紧致黑炭面膜10片,,2016/11/6 8:57,,
****2,,"<div class=""comment-star star3""></div>",感觉买到了假货,57:04.7,毛孔紧致黑炭面膜10片,,2016/11/17 10:44,,
****i,,"<div class=""comment-star star3""></div>",还可以，价格实惠,57:04.8,毛孔紧致黑炭面膜10片,,2016/11/18 0:35,,
H***N,,"<div class=""comment-star star3""></div>",还行吧，就是有点小,57:05.3,毛孔紧致黑炭面膜10片,,2016/12/23 16:02,,
z***6,PLUS会员,"<div class=""comment-star star3""></div>",和去韩国买的有区别,57:05.4,毛孔紧致黑炭面膜10片,,,,
w***v,,"<div class=""comment-star star2""></div>",为什么自己签收,57:05.4,毛孔紧致黑炭面膜10片,,,,
锐***洋,,"<div class=""comment-star star3""></div>",没有实体店买的好用,57:05.5,毛孔紧致黑炭面膜10片,,2017/5/4 0:23,,
落***孩,PLUS会员,"<div class=""comment-star star3""></div>",还没用，快递很快。,57:05.6,毛孔紧致黑炭面膜10片,,2017/6/4 18:23,,
****Y,,"<div class=""comment-star star2""></div>",还可以吧一般般,57:05.7,毛孔紧致黑炭面膜10片,,2017/6/18 6:34,,
u***t,,"<div class=""comment-star star3""></div>",刚用还没有看到效果,57:05.7,毛孔紧致黑炭面膜10片,,2017/7/3 11:01,,
胡***峰,,"<div class=""comment-star star3""></div>",还行吧，用了没感觉,57:05.8,毛孔紧致黑炭面膜10片,,2017/7/22 21:43,,
1***p,,"<div class=""comment-star star2""></div>",哎！不知道怎么说！,57:05.8,毛孔紧致黑炭面膜10片,,2017/7/31 20:32,,
玄***飛,,"<div class=""comment-star star3""></div>",包装盒都挤坏了,57:05.9,,毛孔紧致黑炭面膜10片,,2017/8/15 14:08,
再***了,PLUS会员,"<div class=""comment-star star3""></div>",不知道有没有效果。,57:06.4,毛孔紧致黑炭面膜10片,,2017/8/31 17:04,,
****c,,"<div class=""comment-star star2""></div>",精华像水，是假的,57:06.6,毛孔紧致黑炭面膜10片,,2017/9/18 0:33,,
自***清,,"<div class=""comment-star star3""></div>",包装不完整有破损！,57:06.6,毛孔紧致黑炭面膜10片,,2017/10/17 15:40,,
娅***3,,"<div class=""comment-star star2""></div>",感觉效果不明显,57:06.7,毛孔紧致黑炭面膜10片,,2017/12/12 17:17,,
****f,,"<div class=""comment-star star2""></div>",不咋的，包装像假货,57:06.7,毛孔紧致黑炭面膜10片,,2017/12/13 10:11,,
严***郎,,"<div class=""comment-star star3""></div>",精华没宣传的多,57:06.8,毛孔紧致黑炭面膜10片,,2018/1/12 15:22,,
n***4,PLUS会员,"<div class=""comment-star star3""></div>",到货盒子都坏掉了,57:06.9,,毛孔紧致黑炭面膜10片,,2018/2/26 22:45,
K***兽,PLUS会员,"<div class=""comment-star star2""></div>",一分价钱一分货,57:06.9,毛孔紧致黑炭面膜10片,,2018/3/4 23:03,,
u***x,,"<div class=""comment-star star2""></div>",面膜买回来这样子。,57:07.0,,毛孔紧致黑炭面膜10片,,2018/3/10 22:37,
花***离,,"<div class=""comment-star star3""></div>",还可以，用到舒服,57:07.1,毛孔紧致黑炭面膜10片,,2018/3/11 13:39,,
土***郎,,"<div class=""comment-star star2""></div>",感觉效果不是很好,57:07.6,毛孔紧致黑炭面膜10片,,2018/3/20 15:44,,
u***l,,"<div class=""comment-star star3""></div>",用了感觉不咋的,57:07.6,毛孔紧致黑炭面膜10片,,2018/3/30 20:16,,
****9,,"<div class=""comment-star star2""></div>",包装盒子被压坏,57:07.7,毛孔紧致黑炭面膜10片,,2018/4/28 12:48,,
Y***k,,"<div class=""comment-star star2""></div>",感觉没有上次买的好,57:07.7,毛孔紧致黑炭面膜10片,,2018/5/17 21:39,,
d***a,,"<div class=""comment-star star2""></div>",送过来包装都压坏了,57:07.8,,毛孔紧致黑炭面膜10片,,2018/5/20 12:49,
A***悔,,"<div class=""comment-star star3""></div>",感觉没有多大效果,57:07.8,毛孔紧致黑炭面膜10片,,2018/5/23 22:55,,
****丶,PLUS会员,"<div class=""comment-star star2""></div>",快递收到是这样的,57:07.9,,毛孔紧致黑炭面膜10片,,2018/6/9 22:46,
S***f,,"<div class=""comment-star star3""></div>",没有以前买的好用,57:07.9,毛孔紧致黑炭面膜10片,,2018/6/21 9:35,,
****i,,"<div class=""comment-star star3""></div>",包装这么随意吗,57:08.0,毛孔紧致黑炭面膜10片,,2018/7/11 19:26,,
江***少,,"<div class=""comment-star star2""></div>",没到预期的效果,57:08.1,毛孔紧致黑炭面膜10片,,2018/7/19 23:51,,
缘***物,PLUS会员,"<div class=""comment-star star3""></div>",使用不是很愉快,57:08.7,毛孔紧致黑炭面膜10片,,2018/7/22 22:46,,
a***J,,"<div class=""comment-star star3""></div>",用了几贴，效果一般,57:08.7,毛孔紧致黑炭面膜10片,,2018/8/27 13:10,,
创***靈,,"<div class=""comment-star star2""></div>",包装差，感觉像假货,57:08.8,毛孔紧致黑炭面膜10片,,2018/9/4 20:37,,
****f,,"<div class=""comment-star star3""></div>",缩小毛孔不明显,57:08.8,毛孔紧致黑炭面膜,,,,2018/9/30 11:40
l***0,PLUS会员,"<div class=""comment-star star3""></div>",补水还行，锁水很差,57:08.9,毛孔紧致黑炭面膜,,,,2018/11/1 16:24
杏***嫣,PLUS会员,"<div class=""comment-star star3""></div>",配送点服务奇差！,57:09.1,毛孔紧致黑炭面膜,,,,2018/11/6 19:53
冰***火,PLUS会员,"<div class=""comment-star star3""></div>",一般，没什么感觉,57:09.1,毛孔紧致黑炭面膜,,,,2018/11/28 22:59
暀***风,PLUS会员,"<div class=""comment-star star3""></div>",还没用以后再评论,57:09.2,毛孔紧致黑炭面膜,,,,2019/1/29 10:21
逐***贝,PLUS会员,"<div class=""comment-star star3""></div>",还行吧还行吧还行吧,57:09.3,毛孔紧致黑炭面膜,,,,2019/3/13 21:12
q***魏,,"<div class=""comment-star star3""></div>",太厚价格不便宜,57:09.3,毛孔紧致黑炭面膜,,,,2019/4/23 21:21
****u,,"<div class=""comment-star star3""></div>",包装的也太简单了吧,57:09.9,,毛孔紧致黑炭面膜,,,
美***丽,PLUS会员,"<div class=""comment-star star3""></div>",给朋友买了一盒,57:09.9,,毛孔紧致黑炭面膜,,,
x***8,,"<div class=""comment-star star3""></div>",发货慢，备货不足,57:10.0,毛孔紧致黑炭面膜,,,,2019/7/15 18:45
请***1,,"<div class=""comment-star star2""></div>",没什么明显效果,57:10.0,毛孔紧致黑炭面膜,,,,2019/7/30 23:33
****o,PLUS会员,"<div class=""comment-star star3""></div>",开裆裤快点快点看,57:10.1,,毛孔紧致黑炭面膜,,,
你***倩,,"<div class=""comment-star star2""></div>",还可以，挺便宜的,57:10.2,毛孔紧致黑炭面膜,,,,2019/8/22 15:27
创***靈,,"<div class=""comment-star star3""></div>",价格不稳定有点贵,57:10.2,毛孔紧致黑炭面膜,,,,2019/10/22 19:40
u***5,,"<div class=""comment-star star3""></div>",一直都在用，不错,57:10.3,,【紧致细腻】毛孔紧致黑炭面膜,,,
丶***殇,,"<div class=""comment-star star3""></div>",用了之后一脸痘痘,57:10.3,【紧致细腻】毛孔紧致黑面膜,,,,2019/11/13 8:09
****9,,"<div class=""comment-star star2""></div>",一般，双11降价太厉害了，,57:10.4,【紧致细腻】毛孔紧致黑面膜,,,,2019/12/21 15:29
鶶***歌,,"<div class=""comment-star star3""></div>",一般般，价格有点贵,57:11.0,【紧致细腻】毛孔紧致黑面膜,,,,2020/1/2 20:25
晨***风,PLUS会员,"<div class=""comment-star star3""></div>",跟贴合非常喜欢,57:11.1,【紧致细腻】毛孔紧致黑面膜,,,,2020/3/2 10:48
****n,,"<div class=""comment-star star3""></div>",不知道是不是真的网上买东西还是要慎重啊,57:11.2,毛孔紧致黑炭面膜10片,,2017/8/15 19:55,,
艾***妙,PLUS会员,"<div class=""comment-star star3""></div>",和上次买的不太一样,57:11.2,【紧致细腻】毛孔紧致黑面膜,,,,2020/4/30 15:30
v***J,,"<div class=""comment-star star2""></div>",我给老婆买的，她说不好用。差评。,57:11.3,毛孔紧致黑炭面膜10片,,2018/9/5 17:40,,
z***i,,"<div class=""comment-star star3""></div>",79，二件半价，第三件9.9。和~官方的怎么差这么多,57:11.4,【紧致细腻】毛孔紧致黑面膜,,,,2019/11/10 22:53
1***5,PLUS会员,"<div class=""comment-star star3""></div>",还可以吧，盒子没有封条，不知道是真的假的。,57:11.5,【紧致细腻】毛孔紧致黑面膜,,,,2020/2/18 23:39
L***c,,"<div class=""comment-star star3""></div>",好像有点贵，也有点坑咋，不知道效果咋样,57:11.6,【紧致细腻】毛孔紧致黑面膜,,,,2019/11/17 15:31
刘***8,,"<div class=""comment-star star3""></div>",还没用，看着还行,57:11.7,毛孔紧致黑炭面膜10片,,2016/9/12 11:08,,
青***昔,PLUS会员,"<div class=""comment-star star3""></div>",扫码扫不到信息,57:11.8,,【紧致肌肤】毛孔紧致黑面膜,,2020/6/21 15:35,
s***7,,"<div class=""comment-star star3""></div>",很好用，效果很好,57:12.4,毛孔紧致黑炭面膜10片,,,,
时***-,PLUS会员,"<div class=""comment-star star3""></div>",包装不是一般的差,57:12.5,【紧致肌肤】毛孔紧致黑面膜,,2020/7/11 13:07,,
****X,,"<div class=""comment-star star3""></div>",使用感受：还可以,57:12.5,【紧致肌肤】毛孔紧致黑面膜,,2020/7/12 16:54,,
皮***n,,"<div class=""comment-star star2""></div>",寄来都这样了，差,57:12.6,,【紧致肌肤】毛孔紧致黑面膜,,2020/7/19 20:26,
轩***忧,PLUS会员,"<div class=""comment-star star3""></div>",很厚，感觉是假的,57:12.6,【紧致肌肤】毛孔紧致黑面膜,,2020/9/11 8:19,,
伟***蔡,,"<div class=""comment-star star2""></div>",刚用不知道好不好用,57:12.7,【紧致肌肤】毛孔紧致黑面膜,,2020/9/19 21:20,,
么***果,,"<div class=""comment-star star2""></div>",都是开开的包装,57:12.7,【紧致肌肤】毛孔紧致黑面膜,,2020/9/23 17:19,,
梦***哪,,"<div class=""comment-star star2""></div>",水比较少，不太好,57:12.8,【紧致肌肤】毛孔紧致黑面膜,,2020/11/6 7:43,,
果***J,,"<div class=""comment-star star3""></div>",没有太大的感觉不过补水还可以,57:12.9,毛孔紧致黑炭面膜10片,,2016/12/25 10:28,,
v***9,,"<div class=""comment-star star3""></div>",过敏，用上就过敏，以前没有过,57:12.9,毛孔紧致黑炭面膜10片,,2017/8/27 9:54,,
u****,PLUS会员,"<div class=""comment-star star3""></div>",价格下降了不少，买贵了，心塞。补不补差价？,57:13.4,【紧致肌肤】毛孔紧致黑面膜,,2020/7/3 12:28,,
****6,,"<div class=""comment-star star2""></div>",这回买的用的第一片水特少，上~，京东扫不出码也不知道真假,57:13.5,毛孔紧致黑炭面膜,,,,2019/2/9 21:46
上***g,,"<div class=""comment-star star3""></div>",不怎么好有点刺痛,57:13.6,【清洁收缩毛孔】毛孔紧致黑面膜,,2021/3/10 12:36,,
越***物,,"<div class=""comment-star star3""></div>",感觉补水效果很一般,57:13.7,【收缩毛孔】毛孔紧致黑面膜,,2021/4/27 0:14,,
u***2,,"<div class=""comment-star star2""></div>",确定是真货吗，扫不得出来。我在*买是扫得出来的。,57:13.8,毛孔紧致黑炭面膜10片,,2017/5/10 23:05,,
****f,PLUS会员,"<div class=""comment-star star3""></div>",还没有用价格高了点不知道是不是正品在香港买的便宜点,57:13.9,毛孔紧致黑炭面膜10片,,2017/5/30 15:35,,
微***天,,"<div class=""comment-star star3""></div>",当时敷了感觉还不错，第二天早上就又打回原形了，也不怎么样,57:14.0,毛孔紧致黑炭面膜,,,,2019/5/14 14:47
冷***水,,"<div class=""comment-star star3""></div>",这是什么情况？这么多黑色的絮絮不是一片里有,57:14.1,毛孔紧致黑炭面膜,,,,2019/3/29 18:29
拒***品,,"<div class=""comment-star star3""></div>",使用效果不错，但是不是想象的那么完美,57:14.1,【紧致肌肤】毛孔紧致黑面膜,,2020/8/20 14:23,,
****0,,"<div class=""comment-star star3""></div>",第一次用,57:14.2,,毛孔紧致黑炭面膜10片,,2016/8/11 16:07,
幸***1,,"<div class=""comment-star star3""></div>",一般般……,57:14.8,毛孔紧致黑炭面膜10片,,2016/8/31 18:13,,
身***世,,"<div class=""comment-star star2""></div>",可以不错的,57:14.9,毛孔紧致黑炭面膜10片,,2016/9/1 11:23,,
r***5,,"<div class=""comment-star star3""></div>",还可以,57:14.9,毛孔紧致黑炭面膜10片,,2016/9/2 18:47,,
s***n,PLUS会员,"<div class=""comment-star star3""></div>",一般,57:15.0,毛孔紧致黑炭面膜10片,,2016/10/1 15:21,,
1***-,PLUS会员,"<div class=""comment-star star2""></div>",有点小失望,57:15.0,毛孔紧致黑炭面膜10片,,2016/10/2 14:46,,
c***l,,"<div class=""comment-star star3""></div>",一般般不好,57:15.1,毛孔紧致黑炭面膜10片,,2016/10/9 23:20,,
s***7,,"<div class=""comment-star star3""></div>",没啥感觉,57:15.2,毛孔紧致黑炭面膜10片,,2016/10/9 0:07,,
M***W,,"<div class=""comment-star star3""></div>",还行吧！嗯，！，，,57:15.2,毛孔紧致黑炭面膜10片,,2016/10/31 15:25,,
S***h,,"<div class=""comment-star star3""></div>",还行，，，，,57:15.3,毛孔紧致黑炭面膜10片,,2016/11/2 11:34,,
红***汇,,"<div class=""comment-star star2""></div>",一般,57:15.4,毛孔紧致黑炭面膜10片,,2016/11/11 15:55,,
