用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
****k,,"<div class=""comment-star star3""></div>",快递太差了，来的时候都折了,2022-04-23 20:42:50.489,,美白黑炭面膜10片,,2017-09-07 16:13,
****m,,"<div class=""comment-star star2""></div>",包装太差了，包装盒都烂了,2022-04-23 20:42:50.606,美白黑炭面膜10片,,2017-06-01 12:17,,
墨***0,,"<div class=""comment-star star2""></div>",买完就降价非常不爽还不能退,2022-04-23 20:42:50.733,美白黑炭面膜10片,,2017-06-25 21:09,,
****a,,"<div class=""comment-star star3""></div>",货到就是拆开的，这是什么鬼,2022-04-23 20:42:50.871,,美白黑炭面膜10片,,2017-11-05 17:39,
开***2,PLUS会员,"<div class=""comment-star star3""></div>",京东售后超级差！超级差！超级差！,2022-04-23 20:42:50.990,美白黑炭面膜10片,,2016-12-27 22:01,,
w***n,,"<div class=""comment-star star2""></div>",说实话，一点都不好，油腻,2022-04-23 20:42:51.146,美白黑炭面膜10片,,2017-10-22 23:00,,
****c,,"<div class=""comment-star star3""></div>",用着效果不大，有点失望,2022-04-23 20:42:51.716,美白黑炭面膜10片,,2018-01-05 13:24,,
u***3,PLUS会员,"<div class=""comment-star star2""></div>",差评？包装都是坏的。都给拆封了给。,2022-04-23 20:42:51.847,,美白黑炭面膜10片,,2017-12-21 18:54,
s***5,PLUS会员,"<div class=""comment-star star2""></div>",还没试，不过这包装破成这样，差评。,2022-04-23 20:42:51.959,,美白黑炭面膜10片,,2017-10-24 16:51,
c***女,,"<div class=""comment-star star3""></div>",包装的样子真的不敢恭维，太随便了！,2022-04-23 20:42:52.079,,美白黑炭面膜10片,,2017-10-28 18:02,
j***r,PLUS会员,"<div class=""comment-star star2""></div>",有一盒包装被拆开了，很不爽,2022-04-23 20:42:52.198,,美白黑炭面膜10片,,2018-06-19 18:51,
u***m,,"<div class=""comment-star star2""></div>",一星都不想给，好大的酒精味。,2022-04-23 20:42:52.297,美白黑炭面膜10片,,2017-09-04 21:26,,
****q,,"<div class=""comment-star star2""></div>",贴合效果：太小，鼻子都敷不上！,2022-04-23 20:42:52.397,【焕白因子】美白保湿黑面膜,,,,2020-02-20 12:50
****m,,"<div class=""comment-star star3""></div>",快递太暴力了而且就只有一个袋子保护,2022-04-23 20:42:52.498,,美白黑炭面膜10片,,2018-04-06 12:05,
鬼***P,,"<div class=""comment-star star2""></div>",打开袋子就是这样了，无力吐槽,2022-04-23 20:42:52.615,,美白黑炭面膜10片,,,
v***v,,"<div class=""comment-star star3""></div>",包装一点都不好，收到货打开一看太失望了,2022-04-23 20:42:52.758,透亮黑炭面膜10片,,2016-12-01 00:38,,
葵***-,,"<div class=""comment-star star3""></div>",包装太简陋了，送过来的时候灰尘很多，,2022-04-23 20:42:53.368,美白黑炭面膜10片,,2017-07-07 20:44,,
鲁***5,,"<div class=""comment-star star3""></div>",这个包装太随意了吧，盒子全烂了。,2022-04-23 20:42:53.498,,【焕白因子】美白保湿黑面膜,,,
****j,,"<div class=""comment-star star2""></div>",什么呀，包装简直就是地摊货，感觉就是假的,2022-04-23 20:42:53.641,美白黑炭面膜10片,,2018-06-20 14:03,,
杨***e,PLUS会员,"<div class=""comment-star star3""></div>",垃圾的京东，垃圾的客服，服务态度超级差,2022-04-23 20:42:53.759,,美白黑炭面膜10片,,2017-01-15 15:44,
u***c,,"<div class=""comment-star star2""></div>",不要京东购物了，品质差，送货慢，体验超级差！,2022-04-23 20:42:53.868,美白黑炭面膜,,,,2019-06-01 19:52
Z***-,PLUS会员,"<div class=""comment-star star3""></div>",面膜材质特别粗糙，不像是正品,2022-04-23 20:42:53.989,美白黑炭面膜10片,,2017-08-11 20:09,,
****f,,"<div class=""comment-star star2""></div>",还没用，包装很差，因该不会太好的,2022-04-23 20:42:54.117,美白黑炭面膜10片,,2017-07-05 05:36,,
u***n,,"<div class=""comment-star star2""></div>",差评，什么鬼物流，送过来，盒子都破了，,2022-04-23 20:42:54.239,美白黑炭面膜10片,,2018-06-04 14:04,,
叶***绎,,"<div class=""comment-star star3""></div>",感觉一点用都没有，好后悔买了俩盒,2022-04-23 20:42:54.356,美白黑炭面膜10片,,2017-06-18 05:17,,
1***p,,"<div class=""comment-star star3""></div>",二手二手二手！买了两盒，都是开过封的。怎么讲？,2022-04-23 20:42:54.503,,美白黑炭面膜10片,,,
浅***y,,"<div class=""comment-star star3""></div>",袋子太小了，里面的精华液弄不到,2022-04-23 20:42:55.100,美白黑炭面膜10片,,2018-08-28 09:16,,
土***长,PLUS会员,"<div class=""comment-star star2""></div>",太小了点，感觉没什么效果，很是一般,2022-04-23 20:42:55.215,美白黑炭面膜10片,,2018-06-19 09:26,,
****b,PLUS会员,"<div class=""comment-star star2""></div>",什么玩意？我感觉买假了，脸上有点过敏,2022-04-23 20:42:55.308,美白黑炭面膜10片,,2017-08-08 21:32,,
h***p,PLUS会员,"<div class=""comment-star star3""></div>",包装很一般啊，效果也很一般，不推荐,2022-04-23 20:42:55.420,美白黑炭面膜10片,,2018-01-13 19:13,,
艳***6,,"<div class=""comment-star star2""></div>",包装太薄了，哈尔滨这么冷会不会冻,2022-04-23 20:42:55.532,,美白黑炭面膜10片,,2017-11-20 10:23,
u***t,,"<div class=""comment-star star2""></div>",讲真这个真的不太好吸收啊，觉得很一般,2022-04-23 20:42:55.635,美白黑炭面膜10片,,2018-05-15 16:26,,
紫***苎,PLUS会员,"<div class=""comment-star star2""></div>",物流超级慢，东西还没用，用完追评吧！,2022-04-23 20:42:55.738,美白黑炭面膜10片,,2017-09-07 16:46,,
浅***7,PLUS会员,"<div class=""comment-star star2""></div>",包装太次，不知道是不是正品，快递员很给力。,2022-04-23 20:42:55.846,美白黑炭面膜10片,,2017-11-11 23:02,,
s***u,,"<div class=""comment-star star2""></div>",包装太差了盒子被压得憋得不成样真像假货,2022-04-23 20:42:55.949,美白黑炭面膜10片,,,,
****i,PLUS会员,"<div class=""comment-star star2""></div>",真心有点失望，到手后拆开，包装就这样,2022-04-23 20:42:56.081,,美白黑炭面膜,,,
i***g,PLUS会员,"<div class=""comment-star star3""></div>",没啥特别效果一般般打折买了一堆,2022-04-23 20:42:56.684,【焕白因子】美白保湿黑面膜,,,,2020-03-29 09:22
****q,,"<div class=""comment-star star2""></div>",包装之垃圾，打开了的！看到就没兴趣了！,2022-04-23 20:42:56.835,,美白黑炭面膜10片,,2018-03-26 17:05,
言***熙,,"<div class=""comment-star star3""></div>",质感是真的不行，材料很硬,2022-04-23 20:42:56.955,【焕白因子】美白保湿黑面膜,,,,2020-06-04 07:50
a***5,PLUS会员,"<div class=""comment-star star2""></div>",非常不满意，看看都被糟蹋成什么样子了,2022-04-23 20:42:57.104,,美白黑炭面膜10片,,2018-04-06 16:17,
h***3,,"<div class=""comment-star star2""></div>",怎么不能打零分**一星给快递再不敢上京东买东西了keng,2022-04-23 20:42:57.233,美白黑炭面膜10片,,2017-08-13 02:02,,
我***5,,"<div class=""comment-star star2""></div>",京东的包装，再也不想买京东了。我是买的一包菜吧！,2022-04-23 20:42:57.346,,美白黑炭面膜,,,
****a,PLUS会员,"<div class=""comment-star star3""></div>",扫描条形码查真伪，查不出来，怀疑是假的,2022-04-23 20:42:57.462,美白黑炭面膜10片,,,,
h***r,,"<div class=""comment-star star2""></div>",感觉不像真的，用完第二天脸很红,2022-04-23 20:42:57.582,美白黑炭面膜10片,,2018-03-05 14:51,,
甘***8,,"<div class=""comment-star star3""></div>",水份太少，可能是厂家放的时间太长了，不满意。,2022-04-23 20:42:57.703,美白黑炭面膜10片,,2017-11-02 17:21,,
****d,PLUS会员,"<div class=""comment-star star3""></div>",包装太过简陋，拿到手都是破破烂烂的，不满意的一次体验?,2022-04-23 20:42:57.849,,美白黑炭面膜,,,
****t,,"<div class=""comment-star star2""></div>",在京东就是冲着快递快东西质量好来的，结果真令人失望。,2022-04-23 20:42:58.433,,美白黑炭面膜10片,,2017-08-10 20:07,
****j,,"<div class=""comment-star star3""></div>",使用感受：精华太少了，效果一般,2022-04-23 20:42:58.538,【补水提亮】美白保湿黑面膜,,2020-09-08 21:32,,
****d,,"<div class=""comment-star star3""></div>",虽然是面膜，但是卖家包装真的感觉很不尊重人到手就破了。,2022-04-23 20:42:58.646,,美白黑炭面膜10片,,2017-09-01 04:18,
三***z,,"<div class=""comment-star star3""></div>",这个很明显被人拆过，能告诉我是怎么回事吗？,2022-04-23 20:42:58.767,,美白黑炭面膜10片,,2017-08-16 09:01,
u***p,,"<div class=""comment-star star2""></div>",买的时候以为有赠品送，结果却没有，差评。,2022-04-23 20:42:58.864,【焕白因子】美白保湿黑面膜,,,,2020-05-06 21:46
****i,PLUS会员,"<div class=""comment-star star3""></div>",还没用过，不知道真假，但是这个盒子是真烂呀，真货都显得假了?,2022-04-23 20:42:58.968,,美白黑炭面膜10片,,2018-04-14 22:26,
u***t,,"<div class=""comment-star star3""></div>",包装太不好了，就一个袋子装的，面膜都坏了，哎,2022-04-23 20:42:59.077,透亮黑炭面膜10片,,2016-11-09 09:45,,
****c,,"<div class=""comment-star star2""></div>",面膜好像有点掉毛客服还不理人！过分！,2022-04-23 20:42:59.211,【焕白因子】美白保湿黑面膜,,,,2020-03-24 17:35
十***H,,"<div class=""comment-star star2""></div>",面膜感觉太油了，用完以后必须呆洗脸,2022-04-23 20:42:59.312,美白黑炭面膜10片,,2018-09-26 11:50,,
u***x,,"<div class=""comment-star star3""></div>",自营我相信不会是假货，可是那个包装真是烂到家了啊东哥,2022-04-23 20:42:59.436,美白黑炭面膜10片,,2017-11-06 10:21,,
****b,,"<div class=""comment-star star3""></div>",买了两盒，包装太简单，到我手里盒子已经开了。真是让人无语。,2022-04-23 20:43:00.045,,美白黑炭面膜10片,,2018-03-10 17:50,
小***鬼,,"<div class=""comment-star star3""></div>",包裹里居然有口香糖，第一次看到这么恶心的事情，京东是怎么管控的,2022-04-23 20:43:00.177,,美白黑炭面膜10片,,2018-03-03 13:46,
****u,PLUS会员,"<div class=""comment-star star2""></div>",重换的货，包装更破，完全散的，让快递直接带走了，实在是无语,2022-04-23 20:43:00.304,美白黑炭面膜10片,,2018-07-03 17:19,,
秦***0,,"<div class=""comment-star star2""></div>",卖家太不用心了！！！就一个简单的袋子！到手里已经烂了！！！差评,2022-04-23 20:43:00.420,,美白黑炭面膜,,,
****1,PLUS会员,"<div class=""comment-star star2""></div>",送来时封条都开了，盒盖子有点变形，真挺失望的。,2022-04-23 20:43:00.568,,美白黑炭面膜10片,,2017-11-03 20:43,
h***r,,"<div class=""comment-star star2""></div>",送来盒子都是开的，我都懒得说什么了。我很怀疑是不是被掉包，换了东西,2022-04-23 20:43:00.682,【焕白因子】美白保湿黑面膜,,,,2019-11-12 17:06
蚂***芯,,"<div class=""comment-star star3""></div>",包装真的是无法说，而且送来的时候面膜完全是被拆开的,2022-04-23 20:43:00.803,,【焕白因子】美白保湿黑面膜,,,
1***8,,"<div class=""comment-star star2""></div>",这款不是特别好面膜都沾到包装上了很难拿下来拿下来面膜变形了！,2022-04-23 20:43:00.918,透亮黑炭面膜10片,,2016-08-22 09:07,,
龙***列,,"<div class=""comment-star star3""></div>",买过几次，这次质量不如之前，面膜纸太硬,2022-04-23 20:43:01.030,【补水提亮】美白保湿黑面膜,,2020-11-15 13:38,,
****g,,"<div class=""comment-star star2""></div>",差評！太**用了之後沒什麼效果不值得這個價錢,2022-04-23 20:43:01.163,美白黑炭面膜10片,,2017-07-23 20:01,,
X***G,,"<div class=""comment-star star2""></div>",感觉好假，搞活动买来的，果真一份价钱一份货,2022-04-23 20:43:01.843,美白黑炭面膜10片,,2017-01-01 21:05,,
祸***行,,"<div class=""comment-star star3""></div>",感觉很一般，因为才用三片，如果好会继续购买,2022-04-23 20:43:01.966,,透亮黑炭面膜10片,,2016-11-09 10:40,
****c,,"<div class=""comment-star star3""></div>",面膜特别干不滋润下次不会再买,2022-04-23 20:43:02.075,【补水提亮】美白保湿黑面膜,,2020-11-22 18:20,,
二***女,,"<div class=""comment-star star2""></div>",使用感受：面膜纸太垃圾了，眼镜都漏出超级多，还有嘴唇,2022-04-23 20:43:02.170,【焕白因子】美白保湿黑面膜,,,,2020-03-14 10:38
q***r,,"<div class=""comment-star star3""></div>",很奇怪，有的是黑的有的是白的，我都糊涂了,2022-04-23 20:43:02.266,美白黑炭面膜10片,,,,
****t,,"<div class=""comment-star star3""></div>",感觉每次买的都不一样，这次买的面膜一点不粘，很像水,2022-04-23 20:43:02.370,美白黑炭面膜,,,,2019-07-08 00:05
****y,PLUS会员,"<div class=""comment-star star3""></div>",面膜太小，盖不住脸，不建议男！同！志使用~,2022-04-23 20:43:02.481,美白黑炭面膜10片,,2018-04-02 13:10,,
****v,PLUS会员,"<div class=""comment-star star3""></div>",精华好少。感觉没几分钟就干了，有点失望,2022-04-23 20:43:02.588,透亮黑炭面膜10片,,2016-09-13 15:21,,
u***d,,"<div class=""comment-star star3""></div>",我负责任的告诉你们，盒子被人打开过，上班忙没时间理这事，以后不会在你们店买了。,2022-04-23 20:43:02.699,,美白黑炭面膜,,,
l***o,PLUS会员,"<div class=""comment-star star2""></div>",这次买的包装太粗糙了跟之前的不一样不知道真假,2022-04-23 20:43:02.851,美白黑炭面膜,,,,2019-06-05 13:25
罗***7,,"<div class=""comment-star star3""></div>",比补水那款薄很多，而且包装是烂的，烂的，烂的！！差评,2022-04-23 20:43:03.409,美白黑炭面膜10片,,2018-05-11 09:22,,
S***8,PLUS会员,"<div class=""comment-star star3""></div>",包装让我太失望了，盒子都是开着的。。。也没有去用,2022-04-23 20:43:03.519,【焕白因子】美白保湿黑面膜,,,,2020-02-25 14:25
****6,,"<div class=""comment-star star3""></div>",这是买东西最差的一次，有一片包装袋里面是空的，商家太恶心了,2022-04-23 20:43:03.632,美白黑炭面膜10片,,2017-08-12 12:41,,
快***2,PLUS会员,"<div class=""comment-star star2""></div>",包装好烂，买了8个其中5个包装都很烂，不知道里边东西是不是正品,2022-04-23 20:43:03.752,透亮黑炭面膜10片,,2016-11-23 17:04,,
P***人,PLUS会员,"<div class=""comment-star star3""></div>",包装差！京东包装很差。经常有开口的！破损的！你们是吃快递吗？？,2022-04-23 20:43:03.871,美白黑炭面膜10片,,2018-06-09 11:12,,
****1,PLUS会员,"<div class=""comment-star star3""></div>",在京东自营购买的商品，不知道效果是真的还是假的，看这包装真是差得很。,2022-04-23 20:43:04.010,美白黑炭面膜10片,,2017-09-20 16:56,,
M***糖,,"<div class=""comment-star star3""></div>",就一个塑料袋装的？？那么贵的东西连个箱子都没有？京东也是越来约差劲了,2022-04-23 20:43:04.128,透亮黑炭面膜10片,,2016-09-18 13:33,,
u***r,,"<div class=""comment-star star3""></div>",很不好，别买真的好差,2022-04-23 20:43:04.241,美白黑炭面膜10片,,2017-04-14 11:24,,
****q,,"<div class=""comment-star star3""></div>",就这个包装就不行，太随意了，回来东西都散开了，下次包装能不能给好好包装？,2022-04-23 20:43:04.362,美白黑炭面膜10片,,2018-06-14 12:38,,
龙***9,PLUS会员,"<div class=""comment-star star3""></div>",刚买还没拿到手，就降价了，为快递3颗星。而且包装很差，且被人扯烂了。,2022-04-23 20:43:04.496,美白黑炭面膜10片,,2018-04-16 19:15,,
****i,,"<div class=""comment-star star2""></div>",一点不好。一点都不好,2022-04-23 20:43:05.036,美白黑炭面膜10片,,2017-08-22 01:23,,
z***5,PLUS会员,"<div class=""comment-star star3""></div>",京东买东西这么多年，一般来说，只要东西还过得去，都会给好评！价格波动太大！,2022-04-23 20:43:05.149,美白黑炭面膜,,,,2018-11-22 15:12
J***东,PLUS会员,"<div class=""comment-star star3""></div>",东西收到，还未用，真假难辩，待用后追评，三星给物流……,2022-04-23 20:43:05.272,美白黑炭面膜10片,,2017-07-30 17:34,,
小***6,,"<div class=""comment-star star2""></div>",水分太少了，面膜干干的。使用效果不佳。,2022-04-23 20:43:05.367,美白黑炭面膜10片,,2017-11-13 09:10,,
****b,,"<div class=""comment-star star2""></div>",包装真差劲，面膜盒子都是面膜盒子都开了。都掉出来了。,2022-04-23 20:43:05.464,美白黑炭面膜10片,,2018-05-20 12:02,,
l***0,,"<div class=""comment-star star3""></div>",不知道为什么这么多人推崇，我感觉挺难吸收的～分子太粗,2022-04-23 20:43:05.569,美白黑炭面膜10片,,,,
****q,,"<div class=""comment-star star3""></div>",太干啦，水分不足，估计不会买第二次啦，比预想差,2022-04-23 20:43:05.677,美白黑炭面膜10片,,2017-11-30 21:07,,
韩***1,PLUS会员,"<div class=""comment-star star2""></div>",一般不评价，包装太烂了，就用一个塑料袋，里面的包装盒都压坏了,2022-04-23 20:43:05.781,美白黑炭面膜10片,,2018-06-02 22:39,,
g***I,PLUS会员,"<div class=""comment-star star3""></div>",面膜收到了，里面的包装盒已经打开了，还好面膜十片没少，这样的包装有点让人失望,2022-04-23 20:43:05.883,美白黑炭面膜10片,,2018-07-06 18:57,,
冈***9,PLUS会员,"<div class=""comment-star star3""></div>",送过来盒子居然都破了.两个包装都没有。就一个袋子装着.这也太敷衍了吧.,2022-04-23 20:43:06.014,美白黑炭面膜10片,,2018-08-24 11:48,,
峰***儿,,"<div class=""comment-star star3""></div>",我119买的第一盒，第二盒双11涨到125。越是节日越贵了，京东套路太深,2022-04-23 20:43:06.582,透亮黑炭面膜10片,,2016-11-02 15:10,,
茉***咪,,"<div class=""comment-star star3""></div>",不好，一点不服帖且不合拍，非常的失望，再也不买外国货了,2022-04-23 20:43:06.689,美白黑炭面膜,,,,2019-08-01 15:58
****a,,"<div class=""comment-star star3""></div>",感觉做完没什么水分，还是很干燥,2022-04-23 20:43:06.816,【美白提亮焕肤】美白保湿黑面膜,,2021-02-09 21:30,,
双***晴,,"<div class=""comment-star star2""></div>",包装太简陋了，就直接套上京东袋子。另外应该不是正品，跟我韩国买的不一样,2022-04-23 20:43:06.922,,美白黑炭面膜10片,,2017-11-30 22:15,
****7,PLUS会员,"<div class=""comment-star star3""></div>",感觉好像不是正品，用起来太干，水分很少,2022-04-23 20:43:07.043,美白黑炭面膜,,,,2019-10-22 22:19
可***啊,,"<div class=""comment-star star3""></div>",用完了糊在脸上很难受?连续用了2周感觉没什么变化啊,2022-04-23 20:43:07.157,美白黑炭面膜10片,,2018-08-07 09:50,,
怡***瑟,,"<div class=""comment-star star2""></div>",到家盒子都是坏的，都开了。真不知道真货假货，有没有被换。,2022-04-23 20:43:07.276,美白黑炭面膜10片,,2018-02-01 11:20,,
留***子,,"<div class=""comment-star star3""></div>",为什么面膜，弄完后脸上都有很多残渣，是不吸收还是产品问题,2022-04-23 20:43:07.415,美白黑炭面膜10片,,2018-05-23 14:45,,
豆***0,PLUS会员,"<div class=""comment-star star3""></div>",不太好用，太粘腻了。,2022-04-23 20:43:07.539,透亮黑炭面膜10片,,2016-08-23 23:27,,
u***b,,"<div class=""comment-star star3""></div>",完全没有包装，全部被拆开过，严重怀疑可能不是正品，太坑人了。,2022-04-23 20:43:07.680,,美白黑炭面膜10片,,2018-08-18 21:18,
****o,,"<div class=""comment-star star2""></div>",先不说好不好用，这个包装真的是太差了，想迈饿可以考虑下,2022-04-23 20:43:08.343,美白黑炭面膜10片,,2017-09-26 16:07,,
G***q,,"<div class=""comment-star star2""></div>",还没用，但是快递被拆开了，包装也被拆开了，很糟糕的一次网购,2022-04-23 20:43:08.449,美白黑炭面膜10片,,2018-04-11 17:33,,
u***1,,"<div class=""comment-star star3""></div>",拆开快递里面包装整个都破了都散开了，看包装给我印象很不好我估计是假的，先用段时间在追评,2022-04-23 20:43:08.568,,美白黑炭面膜10片,,2017-09-05 13:55,
****3,,"<div class=""comment-star star2""></div>",京东卖的货这包装看着特别像打开过的根本不像物流配送问题啊，京东现在卖的东西真假难辨啊！服了，估计以后很少会在这买东西了！,2022-04-23 20:43:08.693,美白黑炭面膜10片,,2017-09-15 21:26,,
淡***梦,,"<div class=""comment-star star3""></div>",这是我在京东收过包装最差的快递，盒子都开了，面膜都出来了,2022-04-23 20:43:08.799,美白黑炭面膜10片,,2018-05-20 20:40,,
l***p,PLUS会员,"<div class=""comment-star star3""></div>",很容易撕破，不太好贴,2022-04-23 20:43:08.895,美白黑炭面膜10片,,2017-10-12 12:39,,
l***4,,"<div class=""comment-star star3""></div>",外包装袋子是坏的，里面包装盒子也是拆开的，为什么会这样，一直信赖的京东～真的无语啦～～,2022-04-23 20:43:08.994,,美白黑炭面膜10片,,2018-05-16 10:08,
木***呀,PLUS会员,"<div class=""comment-star star2""></div>",一丁点美白效果都没，好像比以前更黑了，失望生气,2022-04-23 20:43:09.105,美白黑炭面膜,,,,2018-11-24 17:31
z***i,PLUS会员,"<div class=""comment-star star3""></div>",快递一打开，各种包装炸开口，里面商品没有什么大问题。勉强接受，京东包装真的是烂,2022-04-23 20:43:09.205,,美白黑炭面膜10片,,2018-04-21 14:33,
幸***晓,,"<div class=""comment-star star3""></div>",还没用过，打开后每个包装盒都是开的？？？？是里面的东西被换过，还是别人退的又发给我了？？,2022-04-23 20:43:09.328,【补水提亮】美白保湿黑面膜,,2020-06-29 12:56,,
P***户,PLUS会员,"<div class=""comment-star star3""></div>",太油了，没有我在香港龙城买的好用，贴完脸上油腻腻,2022-04-23 20:43:09.872,美白黑炭面膜10片,,,,
u***3,,"<div class=""comment-star star3""></div>",这个包装，京东越来越抠门了，塑料口袋装的，到了面膜的盒子都变形了，看起像是地摊货色，哪里像韩国面膜哦，,2022-04-23 20:43:09.981,透亮黑炭面膜10片,,2016-08-12 09:24,,
****涕,PLUS会员,"<div class=""comment-star star3""></div>",熊果苷和烟酰胺浓度太低，做不到宣传中的美白效果。,2022-04-23 20:43:10.094,美白黑炭面膜10片,,2017-07-24 21:49,,
u***v,,"<div class=""comment-star star2""></div>",看大家都说是假的，还没用，不知道过不过敏，以后不买了,2022-04-23 20:43:10.205,美白黑炭面膜10片,,,,
****g,PLUS会员,"<div class=""comment-star star3""></div>",液体太少了，太@了,2022-04-23 20:43:10.312,【补水提亮】美白保湿黑面膜,,2020-11-05 22:49,,
妍***唲,PLUS会员,"<div class=""comment-star star2""></div>",面膜超级小，而且也没水分，花这么多钱哦买的感觉不太好,2022-04-23 20:43:10.430,美白黑炭面膜,,,,2019-04-18 00:29
1***h,,"<div class=""comment-star star3""></div>",这些都是在京东买的，我用后再评价，希忘京东不要让我失望！！！！！但是这个价格波动也太大了吧！！！不能给满分怕你骄傲！！！！,2022-04-23 20:43:10.549,美白黑炭面膜10片,,2018-05-26 11:40,,
1***p,,"<div class=""comment-star star3""></div>",寄过来包装都破了，特别简陋，换了两次，还是那样的，差评,2022-04-23 20:43:10.664,美白黑炭面膜10片,,2018-07-03 10:19,,
1***p,,"<div class=""comment-star star3""></div>",寄过来包装都破了，特别简陋，换了两次，还是那样的，差评,2022-04-23 20:43:10.808,美白黑炭面膜10片,,2018-07-03 10:19,,
1***p,,"<div class=""comment-star star3""></div>",寄过来包装都破了，特别简陋，换了两次，还是那样的，差评,2022-04-23 20:43:10.938,美白黑炭面膜10片,,2018-07-03 10:19,,
1***p,,"<div class=""comment-star star3""></div>",寄过来包装都破了，特别简陋，换了两次，还是那样的，差评,2022-04-23 20:43:11.930,美白黑炭面膜10片,,2018-07-03 10:19,,
1***p,,"<div class=""comment-star star3""></div>",寄过来包装都破了，特别简陋，换了两次，还是那样的，差评,2022-04-23 20:43:12.041,美白黑炭面膜10片,,2018-07-03 10:19,,
T***v,,"<div class=""comment-star star2""></div>",这边购物真的很失望，连个快递盒都没有，而且面膜的盒子还是开的,2022-04-23 20:43:12.152,,美白黑炭面膜10片,,2018-04-07 19:32,
****g,,"<div class=""comment-star star3""></div>",使用感受：面膜眼眶太大了！鼻子太短！不合适,2022-04-23 20:43:12.319,【补水提亮】美白保湿黑面膜,,2020-07-11 21:13,,
沙***娜,PLUS会员,"<div class=""comment-star star3""></div>",一直都在用，这次买了2盒，才用了2张，敷在脸上痒痒的，过敏了，感觉是假货。,2022-04-23 20:43:12.411,美白黑炭面膜10片,,2017-07-29 22:28,,
u***w,,"<div class=""comment-star star3""></div>",还没等来得及用，就全部开膛破肚了，有史以来收到最吓人的快递，无一幸免！,2022-04-23 20:43:12.511,,美白黑炭面膜,,,
妳***爺,,"<div class=""comment-star star3""></div>",包装太次，连个纸盒子都没有，直接塑料袋子装，面膜的盒子也是破的，买这么多次，这次最不满意,2022-04-23 20:43:12.609,美白黑炭面膜10片,,2017-08-24 14:44,,
王***吖,,"<div class=""comment-star star3""></div>",这包装太差了，再被快递员揉啊揉，跟三十块三十张的面膜似得，第二次购买，真的对这个包装很不满意啊,2022-04-23 20:43:12.719,,美白黑炭面膜10片,,2017-12-02 17:37,
想***劲,,"<div class=""comment-star star2""></div>",产品一般般，面膜太小了，女的用还将就，男的用根本不够,2022-04-23 20:43:12.837,美白黑炭面膜10片,,2018-06-16 08:57,,
****x,,"<div class=""comment-star star2""></div>",买了两盒，其中有一盒包装真心失望！感觉要烂了??怎么会发这样的货？差评！,2022-04-23 20:43:12.958,,美白黑炭面膜10片,,2017-06-10 21:45,
嘻***你,,"<div class=""comment-star star3""></div>",不是进口的，是国产的，好失望,2022-04-23 20:43:13.625,【提亮焕肤】美白保湿黑面膜,,2021-06-25 14:35,,
****a,,"<div class=""comment-star star3""></div>",不知道该怎么说，，，，。。。很无语，跟前两次买的差别有点大,2022-04-23 20:43:13.766,美白黑炭面膜10片,,2017-10-31 00:30,,
这***别,PLUS会员,"<div class=""comment-star star3""></div>",外包装损坏严重，面膜都快掉出来了，收到这样的货，很糟心，物流太粗糙了。,2022-04-23 20:43:13.919,,美白黑炭面膜10片,,2018-07-22 10:33,
陈***_,,"<div class=""comment-star star3""></div>",包装盒有损，不知道是在掺假还是包装问题。而且现在京东连纸箱子都不提供了只是一个袋子，包装差评严重差评。配送员满分,2022-04-23 20:43:14.040,,美白黑炭面膜10片,,2018-02-24 21:49,
u***a,,"<div class=""comment-star star2""></div>",这个包装是怎么回事？同时下单的有膜法世家，人家的价格还没有这个一半贵。看看人家的再看看这个！商家是真心对自己的商品不负责。,2022-04-23 20:43:14.169,,美白黑炭面膜10片,,2018-06-21 13:09,
矬***哒,,"<div class=""comment-star star2""></div>",以前还有包装盒，这次连个包装盒都没了，这也太次了吧，都变形了，还能不能干了,2022-04-23 20:43:14.275,,美白黑炭面膜10片,,2017-10-15 12:28,
u***8,,"<div class=""comment-star star3""></div>",不满意，味道洗衣粉的味道很不喜欢，而且精华液非常少,2022-04-23 20:43:14.402,美白黑炭面膜10片,,2017-12-26 16:23,,
l***9,,"<div class=""comment-star star2""></div>",广告上有赠品，实际没有，真会忽悠人，质量很一般，和10元的一样，全靠广告吹上去的。,2022-04-23 20:43:14.525,【焕白因子】美白保湿黑面膜,,,,2020-05-02 12:38
****h,PLUS会员,"<div class=""comment-star star3""></div>",服务态度很不好，不知道地方还把他生气了？下次换个人送,2022-04-23 20:43:14.640,美白黑炭面膜,,,,2019-10-10 14:33
a***m,PLUS会员,"<div class=""comment-star star3""></div>",还没用拿到之后的包装，就是这样，太差劲了,2022-04-23 20:43:14.792,,【提亮焕肤】美白保湿黑面膜,,2021-06-20 14:01,
1***p,,"<div class=""comment-star star3""></div>",不像我在香港万宁买的！用后感觉的出来！！好失望！不知道是不是正品！以后不会在京东买了,2022-04-23 20:43:15.496,美白黑炭面膜10片,,2018-03-04 09:40,,
淘***活,,"<div class=""comment-star star3""></div>",还行，还未使用，不好就追评，好用看心情！打包差评，把我的盒子压烂了，多放两个气泡袋会怎么样？,2022-04-23 20:43:15.629,,【焕白因子】美白保湿黑面膜,,,
2***8,,"<div class=""comment-star star3""></div>",打开一看，怎么是这样？都开了？谁给开的？还是发货的时候就这样的？,2022-04-23 20:43:15.731,,【补水提亮】美白保湿黑面膜,,2020-08-09 19:16,
