用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
****z,,"<div class=""comment-star star3""></div>",面膜打开有一盒是开着的，差劲，不知道用着会怎样，反正打开一看就让心情不好了,2022-04-23 21:28:18.112,,【改善暗沉】维生素面膜,,2021-10-28 21:47,
****e,,"<div class=""comment-star star2""></div>",使用感受：补水效果很一般，使用感受比较差，这个面膜精华真的太少了，贴在脸上就有很多气泡压不下去，而且把整个面膜袋的精华倒在脸上都不够面膜服帖脸部，因为一直用的美迪惠尔的面膜这次真的很失望，也没有测试真假产品质感：产品质感很粗糙，不贴合面部，很多气泡,2022-04-23 21:28:18.167,,【透亮美肌】维生素面膜,,,
****2,PLUS会员,"<div class=""comment-star star3""></div>",不知道为什么能拍第一，是不适合我用吗？我用了一点效果有没有，还没有我用的佰草集好，真的很好奇,2022-04-23 21:28:18.229,【改善暗沉】维生素面膜,,2021-09-26 14:34,,
f***y,,"<div class=""comment-star star3""></div>",里面精华少，刚打开的面膜感觉很干，都没水，个人目前感觉质量一般，口子撕的时候感觉有点假，贴的时候面膜很容易就撕坏了，可能手法问题，但至少精华少,2022-04-23 21:28:18.293,,【透亮美肌】维生素面膜,,,
洛***然,PLUS会员,"<div class=""comment-star star3""></div>",水很少，刚贴着都怕干了。。。同时买了其他牌子的，跟这个，结果这个大失所望。而且小小的包装，贴的时候也有点费劲，没有像其他的有两张，一张辅助贴脸的。,2022-04-23 21:28:18.351,【改善暗沉】维生素面膜,,2021-09-07 22:44,,
****5,PLUS会员,"<div class=""comment-star star3""></div>",一般般吧，一般般吧，凑合,2022-04-23 21:28:18.407,维生素面膜10片,,2017-12-16 22:55,,
一***伴,PLUS会员,"<div class=""comment-star star2""></div>",跟朋友买的感觉有点不一样,2022-04-23 21:28:18.468,透亮嫩白维生素面膜25ml*10,,2016-05-08 15:54,,
粉***爱,,"<div class=""comment-star star3""></div>",使用感受：不怎么样，纸张偏硬,2022-04-23 21:28:18.533,【透亮美肌】维生素面膜,,,,2019-12-17 10:57
****w,,"<div class=""comment-star star3""></div>",盒都压变形了！不知道是真是假,2022-04-23 21:28:18.594,维生素面膜10片,,2016-08-20 10:07,,
a***4,PLUS会员,"<div class=""comment-star star3""></div>",为什么面膜盒子总是有点烂呢,2022-04-23 21:28:19.243,维生素面膜,,,,2019-06-26 11:10
u***d,,"<div class=""comment-star star2""></div>",一般般吧，凑合，就那样吧。,2022-04-23 21:28:19.300,【透亮美肌】维生素面膜,,,,2020-02-22 17:53
喵***0,,"<div class=""comment-star star2""></div>",感觉是假货以后不会买了,2022-04-23 21:28:19.339,【透亮美肌】维生素面膜,,,,2020-03-01 22:47
该****,PLUS会员,"<div class=""comment-star star3""></div>",一般般海龟看到你都会觉得今年的紧身裤,2022-04-23 21:28:19.388,维生素面膜10片,,2017-08-26 01:07,,
b***x,PLUS会员,"<div class=""comment-star star3""></div>",国家机关基金霓虹给你进来，你OK名民工赶紧来,2022-04-23 21:28:19.436,维生素面膜10片,,2016-08-24 18:25,,
u***d,,"<div class=""comment-star star3""></div>",一拆开箱子，就发现有一盒被拆开了,2022-04-23 21:28:19.490,,【改善暗沉】维生素面膜,,,
u***6,,"<div class=""comment-star star3""></div>",口罩超大！脸型size为S和M的慎买,2022-04-23 21:28:19.557,维生素面膜10片,,2017-04-27 18:54,,
史***萝,,"<div class=""comment-star star2""></div>",为什么。。我买的109一盒那种。。。我把它撕开扫码查到的商品信息是99选两件那种，。。。那样的话我还不如买99两件,2022-04-23 21:28:19.604,,维生素面膜10片,,2018-10-19 18:50,
1***p,PLUS会员,"<div class=""comment-star star2""></div>",感觉不太像是真的,2022-04-23 21:28:19.644,透亮嫩白维生素面膜25ml*10,,2016-05-28 11:59,,
皮***狂,PLUS会员,"<div class=""comment-star star2""></div>",包装都压扁了，很次,2022-04-23 21:28:19.706,维生素面膜10片,,2016-08-29 18:30,,
p***N,,"<div class=""comment-star star2""></div>",还没用希望是正品,2022-04-23 21:28:20.213,维生素面膜10片,,2016-11-08 10:47,,
零***u,PLUS会员,"<div class=""comment-star star3""></div>",还没用。应该还好吧,2022-04-23 21:28:20.274,,维生素面膜10片,,,
****u,,"<div class=""comment-star star2""></div>",用了一片，觉得还可以,2022-04-23 21:28:20.327,维生素面膜10片,,2017-04-25 11:47,,
落***孩,PLUS会员,"<div class=""comment-star star3""></div>",还没用快递很快。,2022-04-23 21:28:20.400,维生素面膜10片,,2017-06-04 18:24,,
****f,,"<div class=""comment-star star2""></div>",到现在没收到货,2022-04-23 21:28:20.459,维生素面膜10片,,2017-10-31 11:19,,
d***L,,"<div class=""comment-star star2""></div>",垃圾再也不买了,2022-04-23 21:28:20.511,维生素面膜10片,,2018-04-11 13:48,,
****j,,"<div class=""comment-star star2""></div>",压扁了，不是很满意,2022-04-23 21:28:20.570,,维生素面膜10片,,2018-04-18 17:47,
G***C,,"<div class=""comment-star star3""></div>",还行吧一直在用,2022-04-23 21:28:20.629,维生素面膜10片,,2018-04-28 17:52,,
****3,PLUS会员,"<div class=""comment-star star3""></div>",太小了，遮不住全脸,2022-04-23 21:28:20.687,维生素面膜,,,,2018-11-12 17:53
潮***库,PLUS会员,"<div class=""comment-star star3""></div>",有点干，精华太少。,2022-04-23 21:28:20.753,维生素面膜,,,,2019-03-25 17:32
u***n,,"<div class=""comment-star star2""></div>",为什么涂了脸上发痒,2022-04-23 21:28:21.392,维生素面膜,,,,2019-04-16 08:32
q***魏,,"<div class=""comment-star star2""></div>",太厚价格太给力,2022-04-23 21:28:21.453,维生素面膜,,,,2019-04-23 21:22
梅***8,,"<div class=""comment-star star2""></div>",面巾太厚好像是假的,2022-04-23 21:28:21.498,维生素面膜,,,,2019-10-18 13:39
****4,,"<div class=""comment-star star2""></div>",使用感受：像是假的,2022-04-23 21:28:21.540,维生素面膜,,,,2019-10-24 10:18
c***l,,"<div class=""comment-star star2""></div>",一般水分太少了,2022-04-23 21:28:21.591,【透亮美肌】维生素面膜,,,,2019-11-01 08:58
****7,PLUS会员,"<div class=""comment-star star3""></div>",刚买就降价，呵呵呵,2022-04-23 21:28:21.630,【透亮美肌】维生素面膜,,,,2019-11-11 16:27
l***8,,"<div class=""comment-star star2""></div>",质量不好，感觉像假的。,2022-04-23 21:28:21.675,【透亮美肌】维生素面膜,,,,2019-11-21 10:46
a***q,PLUS会员,"<div class=""comment-star star3""></div>",媳妇说不是很好，果然一分钱一分货,2022-04-23 21:28:21.717,维生素面膜10片,,2017-09-25 20:08,,
快***呀,,"<div class=""comment-star star3""></div>",很厚一片、不轻薄，,2022-04-23 21:28:21.766,【透亮美肌】维生素面膜,,,,2019-12-28 14:06
u***6,,"<div class=""comment-star star3""></div>",使用感受：就是有点guo,2022-04-23 21:28:21.815,【透亮美肌】维生素面膜,,,,2020-01-18 21:08
小***天,,"<div class=""comment-star star3""></div>",没感觉有什么效果,2022-04-23 21:28:22.450,【透亮美肌】维生素面膜,,,,2020-02-17 11:26
****喔,,"<div class=""comment-star star2""></div>",精华液不多，不均匀,2022-04-23 21:28:22.516,【透亮美肌】维生素面膜,,,,2020-02-26 08:14
B***灵,,"<div class=""comment-star star2""></div>",没有以前的质量好,2022-04-23 21:28:22.573,【透亮美肌】维生素面膜,,,,2020-03-20 13:50
恋***华,,"<div class=""comment-star star3""></div>",三盒有两盒包装破损,2022-04-23 21:28:22.637,【改善暗沉】维生素面膜,,,,2020-05-10 18:56
****8,PLUS会员,"<div class=""comment-star star2""></div>",一盒买一百多三盒平均不到40！这家店真黑呢，好歹您出一套装选择也行呢y,2022-04-23 21:28:22.683,【改善暗沉亮肤】维生素面膜,,2021-01-26 12:02,,
5***g,PLUS会员,"<div class=""comment-star star3""></div>",包装越来越垃圾了,2022-04-23 21:28:22.741,,透亮嫩白维生素面膜25ml*10,,2016-05-28 13:46,
小***了,,"<div class=""comment-star star3""></div>",味道闻着特别晕哈哈,2022-04-23 21:28:22.806,【改善暗沉】维生素面膜,,2020-09-14 23:52,,
****g,PLUS会员,"<div class=""comment-star star3""></div>",不知道是不是正品,2022-04-23 21:28:22.864,【改善暗沉】维生素面膜,,2020-11-02 11:20,,
h***1,,"<div class=""comment-star star3""></div>",没有之前买的好,2022-04-23 21:28:22.922,【改善暗沉】维生素面膜,,2020-11-12 22:42,,
****e,,"<div class=""comment-star star3""></div>",等用后再来点评吧,2022-04-23 21:28:23.013,【改善暗沉亮肤】维生素面膜,,2020-12-12 16:52,,
****y,PLUS会员,"<div class=""comment-star star3""></div>",质量不如以前好，不满意,2022-04-23 21:28:23.777,【改善暗沉】维生素面膜,,2022-03-19 12:13,,
****悲,,"<div class=""comment-star star3""></div>",没有春雨蔬菜面膜好用，自我感觉，,2022-04-23 21:28:23.830,维生素面膜,,,,2018-11-30 09:18
y***1,,"<div class=""comment-star star2""></div>",收到打开看竟然是打开的，不知道怎么回事,2022-04-23 21:28:23.891,,【改善暗沉】维生素面膜,,2021-09-12 22:29,
优***袁,PLUS会员,"<div class=""comment-star star3""></div>",活动买的，感觉不是很好，还不如我的美丽日记。。。,2022-04-23 21:28:23.931,维生素面膜10片,,2016-11-22 10:24,,
z***g,PLUS会员,"<div class=""comment-star star3""></div>",夏油，不是那么清爽,2022-04-23 21:28:23.981,【改善暗沉】维生素面膜,,2021-05-09 14:06,,
****a,,"<div class=""comment-star star3""></div>",外包装扫码扫不到里面的扫出来的码是后面两个不知道真的还是假的,2022-04-23 21:28:24.022,维生素面膜10片,,2018-03-24 18:45,,
****6,,"<div class=""comment-star star3""></div>",感觉没有第一次买的效果好了，不晓得是不是东西质量越来越差了,2022-04-23 21:28:24.068,【改善暗沉】维生素面膜,,2021-10-14 14:18,,
****o,,"<div class=""comment-star star3""></div>",买了四天不到就降价了，哑巴吃黄连，找客服说没保价，大家买之前对好价格,2022-04-23 21:28:24.113,【改善暗沉】维生素面膜,,,,2020-05-15 21:34
玛***姆,,"<div class=""comment-star star3""></div>",没有防伪标志？,2022-04-23 21:28:24.163,透亮嫩白维生素面膜25ml*10,,2016-05-31 14:19,,
明***明,PLUS会员,"<div class=""comment-star star3""></div>",期待中,2022-04-23 21:28:24.212,透亮嫩白维生素面膜25ml*10,,2016-06-05 15:24,,
凹***咯,,"<div class=""comment-star star3""></div>",挺好,2022-04-23 21:28:24.725,透亮嫩白维生素面膜25ml*10,,2016-06-25 17:47,,
l***5,PLUS会员,"<div class=""comment-star star3""></div>",凑单品，不便宜,2022-04-23 21:28:24.776,维生素面膜10片,,2016-08-23 20:06,,
****O,,"<div class=""comment-star star2""></div>",无,2022-04-23 21:28:24.841,维生素面膜10片,,2016-08-27 09:55,,
B***o,PLUS会员,"<div class=""comment-star star3""></div>",一般般,2022-04-23 21:28:24.900,维生素面膜10片,,2016-09-01 09:57,,
首***p,,"<div class=""comment-star star3""></div>",一般,2022-04-23 21:28:24.964,维生素面膜10片,,2016-09-23 10:05,,
h***j,,"<div class=""comment-star star2""></div>",不是很理想,2022-04-23 21:28:25.018,维生素面膜10片,,2016-10-27 22:15,,
u***j,,"<div class=""comment-star star2""></div>",还凑合吧？？？？？？？？,2022-04-23 21:28:25.078,维生素面膜10片,,2016-10-27 20:59,,
皓***心,,"<div class=""comment-star star3""></div>",一般,2022-04-23 21:28:25.133,维生素面膜10片,,2016-11-14 14:30,,
p***U,,"<div class=""comment-star star3""></div>",了？弗*努力,2022-04-23 21:28:25.194,维生素面膜10片,,2016-11-14 10:29,,
杨***明,PLUS会员,"<div class=""comment-star star3""></div>",没有什么感觉,2022-04-23 21:28:25.261,维生素面膜10片,,2016-12-31 01:02,,
丫***A,,"<div class=""comment-star star2""></div>",这个什么情况？,2022-04-23 21:28:25.892,,维生素面膜10片,,,
****e,,"<div class=""comment-star star3""></div>",还可以,2022-04-23 21:28:25.947,维生素面膜10片,,,,
****e,,"<div class=""comment-star star3""></div>",效果不错,2022-04-23 21:28:26.012,维生素面膜10片,,,,
u***y,,"<div class=""comment-star star2""></div>",不好,2022-04-23 21:28:26.055,维生素面膜10片,,,,
负***朝,,"<div class=""comment-star star3""></div>",额,2022-04-23 21:28:26.105,维生素面膜10片,,,,
****o,PLUS会员,"<div class=""comment-star star3""></div>",不好用,2022-04-23 21:28:26.148,维生素面膜10片,,,,
B***d,,"<div class=""comment-star star3""></div>",感觉不怎么好,2022-04-23 21:28:26.196,维生素面膜10片,,2017-05-05 16:17,,
****5,,"<div class=""comment-star star3""></div>",我用了过敏,2022-04-23 21:28:26.245,维生素面膜10片,,2017-06-10 21:45,,
h***9,,"<div class=""comment-star star3""></div>",等用了再说,2022-04-23 21:28:26.289,维生素面膜10片,,2017-06-25 10:44,,
c***定,,"<div class=""comment-star star3""></div>",一般般.....,2022-04-23 21:28:26.345,维生素面膜10片,,2017-08-08 09:04,,
u***u,,"<div class=""comment-star star3""></div>",挺好的,2022-04-23 21:28:26.865,维生素面膜10片,,2017-09-17 00:06,,
无***-,PLUS会员,"<div class=""comment-star star3""></div>",勉强还行。,2022-04-23 21:28:26.936,维生素面膜10片,,2017-09-22 15:32,,
u***9,PLUS会员,"<div class=""comment-star star3""></div>",还可以,2022-04-23 21:28:26.998,维生素面膜10片,,2017-10-09 16:34,,
j***8,,"<div class=""comment-star star3""></div>",一般,2022-04-23 21:28:27.067,维生素面膜10片,,2017-10-25 15:36,,
u***u,,"<div class=""comment-star star3""></div>",不好用,2022-04-23 21:28:27.131,维生素面膜10片,,2017-12-24 10:23,,
****7,,"<div class=""comment-star star2""></div>",一般般,2022-04-23 21:28:27.214,维生素面膜10片,,2017-12-28 23:02,,
****?,,"<div class=""comment-star star2""></div>",没效果，不好用,2022-04-23 21:28:27.280,维生素面膜10片,,2018-01-01 16:31,,
****4,,"<div class=""comment-star star3""></div>",地址是广州的，,2022-04-23 21:28:27.331,维生素面膜10片,,2018-01-31 09:08,,
u***5,PLUS会员,"<div class=""comment-star star3""></div>",包装垃圾,2022-04-23 21:28:27.390,维生素面膜10片,,2018-02-06 09:16,,
****1,,"<div class=""comment-star star3""></div>",还好吧。。。。。。。。,2022-04-23 21:28:27.468,维生素面膜10片,,2018-02-08 21:35,,
u***1,PLUS会员,"<div class=""comment-star star2""></div>",一般,2022-04-23 21:28:28.092,维生素面膜10片,,2018-05-27 17:56,,
l***9,,"<div class=""comment-star star3""></div>",还可以,2022-04-23 21:28:28.147,维生素面膜10片,,2018-06-08 17:19,,
千***4,,"<div class=""comment-star star3""></div>",包装破了,2022-04-23 21:28:28.187,,维生素面膜10片,,2018-06-11 19:27,
女***鱼,,"<div class=""comment-star star2""></div>",太暴力了吧,2022-04-23 21:28:28.234,,维生素面膜10片,,2018-08-17 18:35,
L***6,,"<div class=""comment-star star2""></div>",还行吧！,2022-04-23 21:28:28.281,维生素面膜10片,,2018-10-05 12:15,,
****f,PLUS会员,"<div class=""comment-star star3""></div>",效果一般,2022-04-23 21:28:28.328,维生素面膜,,,,2018-11-12 09:27
****8,,"<div class=""comment-star star2""></div>",特别次,2022-04-23 21:28:28.373,维生素面膜,,,,2018-11-27 18:29
****y,,"<div class=""comment-star star3""></div>",一般般,2022-04-23 21:28:28.421,维生素面膜,,,,2019-03-30 15:48
2***I,,"<div class=""comment-star star3""></div>",不适合,2022-04-23 21:28:28.468,维生素面膜,,,,2019-04-06 14:26
C***W,,"<div class=""comment-star star2""></div>",精华不多,2022-04-23 21:28:28.523,维生素面膜,,,,2019-04-18 13:10
小***2,,"<div class=""comment-star star2""></div>",这款不好用,2022-04-23 21:28:29.043,维生素面膜,,,,2019-04-24 06:57
****o,,"<div class=""comment-star star2""></div>",效果一般吧,2022-04-23 21:28:29.098,维生素面膜,,,,2019-04-29 21:58
****E,PLUS会员,"<div class=""comment-star star3""></div>",还没用,2022-04-23 21:28:29.154,维生素面膜,,,,2019-05-29 18:56
小***1,,"<div class=""comment-star star3""></div>",一般,2022-04-23 21:28:29.215,维生素面膜,,,,2019-06-01 10:37
j***o,,"<div class=""comment-star star3""></div>",优惠购买，,2022-04-23 21:28:29.268,维生素面膜,,,,2019-06-07 01:52
芬***7,,"<div class=""comment-star star3""></div>",包装不严,2022-04-23 21:28:29.323,维生素面膜,,,,2019-06-18 10:10
微***0,PLUS会员,"<div class=""comment-star star3""></div>",一般般,2022-04-23 21:28:29.386,维生素面膜,,,,2019-06-24 21:11
管***口,,"<div class=""comment-star star3""></div>",试着看,2022-04-23 21:28:29.452,维生素面膜,,,,2019-08-22 16:36
零***四,,"<div class=""comment-star star3""></div>",包装很无语,2022-04-23 21:28:29.510,,维生素面膜,,,
****u,,"<div class=""comment-star star3""></div>",干,2022-04-23 21:28:29.570,维生素面膜,,,,2019-10-22 14:33
梦***-,,"<div class=""comment-star star3""></div>",回购,2022-04-23 21:28:30.295,【透亮美肌】维生素面膜,,,,2019-10-26 09:14
u***5,,"<div class=""comment-star star3""></div>",还可以,2022-04-23 21:28:30.337,,【透亮美肌】维生素面膜,,,
****c,PLUS会员,"<div class=""comment-star star3""></div>",挑皮肤，不合适,2022-04-23 21:28:30.387,【透亮美肌】维生素面膜,,,,2019-11-04 21:04
****c,PLUS会员,"<div class=""comment-star star3""></div>",买完就降价,2022-04-23 21:28:30.433,【透亮美肌】维生素面膜,,,,2019-11-14 20:38
絕***J,,"<div class=""comment-star star3""></div>",补水效果：一般,2022-04-23 21:28:30.479,【透亮美肌】维生素面膜,,,,2019-11-14 19:42
l***2,PLUS会员,"<div class=""comment-star star3""></div>",h不好用，很稀,2022-04-23 21:28:30.520,【透亮美肌】维生素面膜,,,,2019-11-24 14:35
小***家,,"<div class=""comment-star star3""></div>",还不错,2022-04-23 21:28:30.570,【透亮美肌】维生素面膜,,,,2019-12-01 07:56
****s,,"<div class=""comment-star star2""></div>",精华液太少了,2022-04-23 21:28:30.613,【透亮美肌】维生素面膜,,,,2019-12-15 20:02
风***7,,"<div class=""comment-star star2""></div>",东西还用不知道怎么样！就是到货都是拆开的！心里很不舒服！为什么要拆,2022-04-23 21:28:30.683,维生素面膜10片,,2018-01-12 17:56,,
****7,,"<div class=""comment-star star3""></div>",一般般,2022-04-23 21:28:30.736,【透亮美肌】维生素面膜,,,,2019-12-23 11:29
人***亮,,"<div class=""comment-star star3""></div>",不错。效果不懒。,2022-04-23 21:28:31.274,【透亮美肌】维生素面膜,,,,2020-01-15 22:41
i***V,,"<div class=""comment-star star3""></div>",精华太少了,2022-04-23 21:28:31.335,【透亮美肌】维生素面膜,,,,2020-02-01 21:22
刘***9,PLUS会员,"<div class=""comment-star star3""></div>",一般,2022-04-23 21:28:31.396,【透亮美肌】维生素面膜,,,,2020-02-23 20:13
****4,,"<div class=""comment-star star2""></div>",不行,2022-04-23 21:28:31.465,【透亮美肌】维生素面膜,,,,2020-02-23 18:36
木***影,,"<div class=""comment-star star3""></div>",一般,2022-04-23 21:28:31.542,【透亮美肌】维生素面膜,,,,2020-02-23 10:00
黑***主,,"<div class=""comment-star star3""></div>",一般般,2022-04-23 21:28:31.632,【透亮美肌】维生素面膜,,,,2020-03-04 12:54
彼***0,PLUS会员,"<div class=""comment-star star3""></div>",还行吧,2022-04-23 21:28:31.703,【改善暗沉】维生素面膜,,,,2020-05-05 09:10
y***f,,"<div class=""comment-star star3""></div>",一直用的这个面膜，但是好像改版了，感觉没有以前好用了,2022-04-23 21:28:31.768,,维生素面膜10片,,2017-11-19 21:20,
****a,PLUS会员,"<div class=""comment-star star2""></div>",买了第二天佭价,2022-04-23 21:28:31.826,【改善暗沉】维生素面膜,,2021-11-21 15:46,,
W***慧,,"<div class=""comment-star star3""></div>",买了两盒，还没用，不知道跟那个胶原蛋白的是不是一样,2022-04-23 21:28:31.900,维生素面膜,,,,2019-01-09 22:17
u***f,,"<div class=""comment-star star2""></div>",水少,2022-04-23 21:28:32.549,【改善暗沉】维生素面膜,,2020-06-24 21:17,,
D***姐,,"<div class=""comment-star star2""></div>",一点都不喜欢,2022-04-23 21:28:32.592,【改善暗沉】维生素面膜,,2020-07-03 19:40,,
****3,,"<div class=""comment-star star3""></div>",精华液太少了,2022-04-23 21:28:32.643,【改善暗沉】维生素面膜,,2020-07-07 21:52,,
张***f,,"<div class=""comment-star star3""></div>",呵呵,2022-04-23 21:28:32.684,,【改善暗沉】维生素面膜,,2020-07-08 19:19,
蓝***e,PLUS会员,"<div class=""comment-star star2""></div>",包装拆开,2022-04-23 21:28:32.746,【改善暗沉】维生素面膜,,2020-07-11 23:02,,
小***8,,"<div class=""comment-star star2""></div>",不咋样,2022-04-23 21:28:32.794,【改善暗沉】维生素面膜,,2020-08-06 12:57,,
J***3,,"<div class=""comment-star star3""></div>",确实可以,2022-04-23 21:28:32.843,【改善暗沉】维生素面膜,,2020-08-08 09:49,,
u***o,,"<div class=""comment-star star3""></div>",一般吧,2022-04-23 21:28:32.884,【改善暗沉】维生素面膜,,2020-08-13 21:42,,
****7,,"<div class=""comment-star star3""></div>",质量不怎么样,2022-04-23 21:28:32.936,【改善暗沉】维生素面膜,,2020-08-14 13:58,,
红***2,PLUS会员,"<div class=""comment-star star3""></div>",很一般,2022-04-23 21:28:32.997,【改善暗沉】维生素面膜,,2020-08-24 12:51,,
云***y,,"<div class=""comment-star star3""></div>",一搬吧,2022-04-23 21:28:33.693,【改善暗沉】维生素面膜,,2020-09-10 02:36,,
u***f,,"<div class=""comment-star star3""></div>",还没用，不清楚,2022-04-23 21:28:33.756,【改善暗沉】维生素面膜,,2020-11-17 13:10,,
冯***凤,,"<div class=""comment-star star2""></div>",很干，不好用。,2022-04-23 21:28:33.803,【改善暗沉亮肤】维生素面膜,,2020-12-18 23:00,,
源***园,,"<div class=""comment-star star2""></div>",现在买的产品就连包装盒都没有贴封口了，京东自营的做到的就只能是这样的货色了？以前买的至少每个包装盒都贴了封口条。现在的京东自营卖的产品越来越假！,2022-04-23 21:28:33.878,,维生素面膜,,,
****8,PLUS会员,"<div class=""comment-star star2""></div>",没有以前好用,2022-04-23 21:28:33.933,【改善暗沉亮肤】维生素面膜,,2021-01-04 21:29,,
曼***沁,,"<div class=""comment-star star2""></div>",不好用,2022-04-23 21:28:34.002,【改善暗沉亮肤】维生素面膜,,2021-01-19 19:21,,
****M,,"<div class=""comment-star star2""></div>",不好,2022-04-23 21:28:34.059,【改善暗沉亮肤】维生素面膜,,2021-01-30 13:52,,
端***大,PLUS会员,"<div class=""comment-star star2""></div>",不太好用,2022-04-23 21:28:34.119,【改善暗沉亮肤】维生素面膜,,2021-02-23 09:22,,
阿***瓜,PLUS会员,"<div class=""comment-star star3""></div>",一般补水,2022-04-23 21:28:34.203,【改善暗沉亮肤】维生素面膜,,2021-03-01 20:52,,
p***3,,"<div class=""comment-star star3""></div>",一般般,2022-04-23 21:28:34.269,【改善暗沉亮肤】维生素面膜,,2021-03-02 19:54,,
崔***6,,"<div class=""comment-star star3""></div>",精华少,2022-04-23 21:28:34.891,【改善暗沉亮肤】维生素面膜,,2021-03-11 20:05,,
b***e,PLUS会员,"<div class=""comment-star star2""></div>",太厚了，不好用,2022-04-23 21:28:34.943,【改善暗沉】维生素面膜,,2021-03-28 08:06,,
酷***9,,"<div class=""comment-star star3""></div>",这包装？,2022-04-23 21:28:34.992,,【改善暗沉】维生素面膜,,2021-04-17 21:40,
昔***翳,,"<div class=""comment-star star3""></div>",像拆过了的,2022-04-23 21:28:35.038,,【改善暗沉】维生素面膜,,2021-04-22 19:29,
****Z,,"<div class=""comment-star star3""></div>",一般,2022-04-23 21:28:35.098,【改善暗沉】维生素面膜,,2021-05-16 23:27,,
小***君,PLUS会员,"<div class=""comment-star star2""></div>",干了,2022-04-23 21:28:35.148,【改善暗沉】维生素面膜,,2021-06-05 09:50,,
****x,,"<div class=""comment-star star3""></div>",像被开过的,2022-04-23 21:28:35.201,,【改善暗沉】维生素面膜,,2020-07-11 16:14,
Q***4,,"<div class=""comment-star star2""></div>",包装开了精华也很少,2022-04-23 21:28:35.265,【改善暗沉】维生素面膜,,2021-07-24 20:07,,
u***1,,"<div class=""comment-star star3""></div>",太闹心了,2022-04-23 21:28:35.314,【改善暗沉】维生素面膜,,2021-06-28 13:40,,
老***i,,"<div class=""comment-star star3""></div>",一般,2022-04-23 21:28:35.371,【改善暗沉】维生素面膜,,2021-07-26 20:57,,
梦***-,,"<div class=""comment-star star3""></div>",回购,2022-04-23 21:28:35.879,【改善暗沉】维生素面膜,,2021-08-24 07:12,,
w***0,PLUS会员,"<div class=""comment-star star3""></div>",物美价廉,2022-04-23 21:28:35.927,【改善暗沉】维生素面膜,,2021-09-28 19:49,,
C***4,,"<div class=""comment-star star2""></div>",太小了,2022-04-23 21:28:35.998,【改善暗沉】维生素面膜,,2021-10-13 20:01,,
向***8,,"<div class=""comment-star star3""></div>",快递差,2022-04-23 21:28:36.051,【改善暗沉】维生素面膜,,2021-11-06 12:46,,
a***i,PLUS会员,"<div class=""comment-star star3""></div>",左边是京东版，右边是~国乐天免税店版，包装不一样，面膜大小、材质不一样，精华也不一样，难道~国工厂分免税店专供和京东专供？,2022-04-23 21:28:36.107,,维生素面膜,,,
1***d,PLUS会员,"<div class=""comment-star star3""></div>",香精味道好重,2022-04-23 21:28:36.158,【改善暗沉】维生素面膜,,2021-12-08 22:36,,
****R,,"<div class=""comment-star star3""></div>",还没用,2022-04-23 21:28:36.214,【改善暗沉】维生素面膜,,2021-12-12 15:27,,
u***3,,"<div class=""comment-star star3""></div>",一般般,2022-04-23 21:28:36.273,【改善暗沉】维生素面膜,,2022-01-18 22:29,,
****7,,"<div class=""comment-star star3""></div>",精华太少了,2022-04-23 21:28:36.329,【改善暗沉】维生素面膜,,2022-01-21 18:20,,
G***a,,"<div class=""comment-star star3""></div>",很一般,2022-04-23 21:28:36.390,【改善暗沉】维生素面膜,,2022-02-07 15:35,,
L***9,PLUS会员,"<div class=""comment-star star3""></div>",性价比可以,2022-04-23 21:28:36.938,【改善暗沉】维生素面膜,,2022-03-07 14:16,,
高***洋,PLUS会员,"<div class=""comment-star star3""></div>",价格还行吧。,2022-04-23 21:28:37.001,【改善暗沉】维生素面膜,,2022-03-09 16:04,,
四***6,,"<div class=""comment-star star3""></div>",面膜布粗糙,2022-04-23 21:28:37.054,【改善暗沉】维生素面膜,,2022-04-15 22:01,,
w***3,PLUS会员,"<div class=""comment-star star3""></div>",三件一起买的，胶原蛋白的之前用过，觉得那个是假的，这个以前没用过，不太清楚，但感觉也不是太好，不会回购,2022-04-23 21:28:37.103,维生素面膜,,,,2019-08-22 08:36
喵***L,,"<div class=""comment-star star2""></div>",不得不说这个面膜真的是有点差劲，我不知道是过期了还是假的，里面的精华液特别少，贴脸上就有块干的现象也很平常，效果也不咋地,2022-04-23 21:28:37.147,【透亮美肌】维生素面膜,,,,2020-03-23 22:25
m***5,,"<div class=""comment-star star2""></div>",面膜产品包装盒损坏，不用拆包装，都可以直接把面膜拿出来了，反馈客服，只是说面膜没问题，对包装破损没给予任何解释,2022-04-23 21:28:37.197,,【改善暗沉】维生素面膜,,2022-02-12 09:02,
兰***8,PLUS会员,"<div class=""comment-star star3""></div>",质量不好，水分太少，面膜敷上去没多久就干了，还不如买2块钱一片的面膜好用，这个5块多一片，也贵；买了3盒，只用了一片，剩下的也退不了，准备扔了，以后再也不买了；,2022-04-23 21:28:37.253,【改善暗沉】维生素面膜,,2020-08-20 08:47,,
夜***仔,PLUS会员,"<div class=""comment-star star2""></div>",包装都坏了，有一个里面盒子都开了，里面的独立包装尽然没有塑料皮包裹。第一次在京东买东西内外包装都破了，要不是不贵，还以为假货调包了呢,2022-04-23 21:28:37.306,,【改善暗沉】维生素面膜,,2021-11-16 20:54,
