用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
****b,,"<div class=""comment-star star3""></div>",特别不好用哪来这么多好评精华少的可怜,2022-04-23 20:11:48.950,【弹力紧致】胶原蛋白面膜,,,,2020-02-10 00:18
****s,PLUS会员,"<div class=""comment-star star3""></div>",精华太少了，袋子里一点多余的精华液也没有,2022-04-23 20:11:49.037,胶原蛋白面膜,,,,2019-08-20 22:46
俊***7,,"<div class=""comment-star star2""></div>",不好用，太不值了！！假的！,2022-04-23 20:11:49.125,胶原蛋白面膜10片,,2017-07-14 07:06,,
****C,,"<div class=""comment-star star2""></div>",面膜太干，一点水分都没有，差评差评差评,2022-04-23 20:11:49.265,【提亮紧致】胶原蛋白面膜,,2020-11-05 14:03,,
茉***咪,,"<div class=""comment-star star2""></div>",不好，一点不服帖且不合拍，非常的失望，再也不买外国货了,2022-04-23 20:11:49.355,胶原蛋白面膜,,,,2019-08-01 15:57
****な,,"<div class=""comment-star star3""></div>",这次虽然是拼单的可是盒子明显是从别的套装拿下来的，都没有塑料包装太失望了,2022-04-23 20:11:49.449,胶原蛋白面膜10片,,2017-11-03 22:19,,
****b,,"<div class=""comment-star star3""></div>",一共买了4盒，有2盒封口贴纸是撕开过的，让人失望,2022-04-23 20:11:49.556,,【提亮紧致】胶原蛋白面膜,,2020-06-23 20:53,
****i,,"<div class=""comment-star star3""></div>",还没用不过包装是真心不喜欢和姐姐从韩国带回来的一点都不一样用完了再来继续评价,2022-04-23 20:11:49.994,,胶原蛋白紧致面膜25ml*10,,2016-06-04 16:47,
你***9,,"<div class=""comment-star star2""></div>",不好用，用了脸很黑。,2022-04-23 20:11:50.104,胶原蛋白面膜10片,,2016-08-20 11:10,,
****f,,"<div class=""comment-star star2""></div>",面膜一般精华水太少，用着不顺心。,2022-04-23 20:11:50.212,【盈润光滑弹嫩】胶原蛋白面膜,,2021-01-12 09:05,,
L***门,,"<div class=""comment-star star2""></div>",不是正品一面膜质量不好二钢印非常的浅,2022-04-23 20:11:50.325,【弹力紧致】胶原蛋白面膜,,,,2020-03-31 19:30
h***A,,"<div class=""comment-star star2""></div>",刚买两天就便宜了真的坑,2022-04-23 20:11:50.451,【光滑弹嫩】胶原蛋白面膜,,2021-08-07 10:48,,
u***r,,"<div class=""comment-star star2""></div>",这产品是不是有歧视脸大的人？！做那么小是针对特定人群吗？很容易干，非常一般,2022-04-23 20:11:50.568,胶原蛋白面膜10片,,2018-03-08 11:17,,
d***W,,"<div class=""comment-star star2""></div>",这次在京东购买是最差的一次，没拆包装就坏了，快递也慢，无语了,2022-04-23 20:11:50.679,,胶原蛋白面膜10片,,2018-01-30 20:45,
y***3,,"<div class=""comment-star star3""></div>",说是升级版、收到就敷了一个感觉没有以前水多了。而且敷完特别干、失望,2022-04-23 20:11:50.795,胶原蛋白面膜,,,,2018-12-26 13:58
高***董,PLUS会员,"<div class=""comment-star star3""></div>",包装可以说没有任何包装，真想退掉！就当这一次佛系买家，以后再出现这个情况绝对退货。,2022-04-23 20:11:50.913,,胶原蛋白面膜10片,,2018-03-06 20:33,
l***u,PLUS会员,"<div class=""comment-star star2""></div>",包装太差了，整个塑料袋就发过来了，跟9块9包邮似的,2022-04-23 20:11:51.054,,【提亮紧致】胶原蛋白面膜,,2020-11-01 16:06,
我***8,PLUS会员,"<div class=""comment-star star3""></div>",感觉一般，液很少，真的,2022-04-23 20:11:51.519,胶原蛋白面膜,,,,2019-07-08 08:15
1***3,PLUS会员,"<div class=""comment-star star3""></div>",精华很少，感觉面膜很干。一点也不好用,2022-04-23 20:11:51.633,【提亮紧致】胶原蛋白面膜,,2020-07-20 11:43,,
蒹***止,PLUS会员,"<div class=""comment-star star3""></div>",精华太少，纸质厚，其实也没什么特别效果,2022-04-23 20:11:51.715,【弹力紧致】胶原蛋白面膜,,,,2019-12-29 08:09
****b,,"<div class=""comment-star star2""></div>",包装很劣质，以前都是用盒子的，现在用袋子，收到里面的盒子都烂掉了,2022-04-23 20:11:51.803,胶原蛋白面膜10片,,2018-08-16 09:51,,
N***杰,PLUS会员,"<div class=""comment-star star3""></div>",到手包装是拆了的！套装勿拆的贴纸已经是拆开的！气愤气愤气愤,2022-04-23 20:11:51.896,,胶原蛋白紧致面膜25ml*10,,2016-06-02 18:04,
s***5,,"<div class=""comment-star star2""></div>",东西还没用，不过之前用过从韩国免税店带回来的，对比一下说知道是真假了，买了三盒，包装盒底部都像是被拆开过的样子，让人有点怀疑。,2022-04-23 20:11:51.991,,胶原蛋白面膜10片,,2018-04-04 10:42,
****6,,"<div class=""comment-star star3""></div>",感觉像假的，一股味道,2022-04-23 20:11:52.079,【盈润光滑弹嫩】胶原蛋白面膜,,2020-12-28 21:43,,
H***s,PLUS会员,"<div class=""comment-star star2""></div>",这种很**，面膜太差了，不如补水那款，实话，,2022-04-23 20:11:52.170,胶原蛋白面膜,,,,2019-04-13 23:48
a***i,,"<div class=""comment-star star2""></div>",刚到就降价了，无语，,2022-04-23 20:11:52.266,,【提亮紧致】胶原蛋白面膜,,2020-11-08 20:43,
S***3,PLUS会员,"<div class=""comment-star star3""></div>",补水效果：补水一般，面膜太干了，精华液太少了,2022-04-23 20:11:52.402,,【弹力紧致】胶原蛋白面膜,,,
****2,,"<div class=""comment-star star3""></div>",运气不好，刚刚收到货，拆开一盒只有九张面膜，厂家也太粗心了，运气太差了，找了客服补偿了500京豆，哎，将就吧。,2022-04-23 20:11:52.829,,胶原蛋白面膜,,,
j***g,,"<div class=""comment-star star2""></div>",这个面膜有两个疑点，一是面膜太厚，二是精华太少了。,2022-04-23 20:11:52.936,胶原蛋白面膜10片,,2017-09-14 16:11,,
****i,,"<div class=""comment-star star3""></div>",只能说，效果太一般了，贴完面膜之后脸竟然还干的起皮,2022-04-23 20:11:53.045,,胶原蛋白面膜,,,
u***a,,"<div class=""comment-star star2""></div>",什么意思？买了两盒一盒勿拆一盒贴透明贴的勿拆是给我拼的吗？不知道真假,2022-04-23 20:11:53.151,,胶原蛋白面膜10片,,2017-11-11 22:14,
宁***苑,PLUS会员,"<div class=""comment-star star3""></div>",怎么面膜跟以前不一样了，很粗糙。感觉买到假货了！第一次购物如此失败。自营都有假货??,2022-04-23 20:11:53.261,胶原蛋白面膜,,,,2019-06-19 18:13
u***d,,"<div class=""comment-star star2""></div>",不好用，差评，敷的脸上起痘痘了找客服客服还不理人，我要求给我个交代,2022-04-23 20:11:53.394,【弹力紧致】胶原蛋白面膜,,,,2020-03-04 18:47
l***6,,"<div class=""comment-star star3""></div>",包装太简陋，塑料袋一装，盒子两边口都压坏全漏出来了，后面也不好再用了，说明京东物流对待商品的不负责任！,2022-04-23 20:11:53.501,,胶原蛋白面膜,,,
u***8,PLUS会员,"<div class=""comment-star star2""></div>",这次的纸张开口大很多，也没什么水份，是买的假货了吗？,2022-04-23 20:11:53.618,胶原蛋白面膜,,,,2019-03-12 07:53
u***2,PLUS会员,"<div class=""comment-star star3""></div>",全都开了，快递员服务也一般，平时都是给送到家的，其实都是老客户，但是快递员为了省事都没给送到家门口，差评！,2022-04-23 20:11:53.726,,胶原蛋白面膜10片,,2018-01-01 12:50,
****a,,"<div class=""comment-star star2""></div>",不太像真的，以前用了皮肤很滑，这个用了和沒用一样。,2022-04-23 20:11:53.861,【弹力紧致】胶原蛋白面膜,,,,2020-02-21 19:32
****d,,"<div class=""comment-star star2""></div>",怎么没有我才定的精华液多了！有点失望…不过送货的人员真好！服务好，冲着他，不退了，,2022-04-23 20:11:54.301,胶原蛋白面膜10片,,2018-07-28 07:43,,
****鱼,,"<div class=""comment-star star2""></div>",很不开心，外包装被撕开过。本来想换掉，但想想里面的面膜没破损就算了。,2022-04-23 20:11:54.397,胶原蛋白面膜,,,,2018-12-01 11:38
s***g,PLUS会员,"<div class=""comment-star star2""></div>",居然用袋子包装，不用盒子，你们是京东自营啊！！亏我这么相信你们，看，盒子都压坏了！让我一个处女座怎么接受！！,2022-04-23 20:11:54.505,,胶原蛋白紧致面膜25ml*10,,2016-05-29 17:15,
米***锁,,"<div class=""comment-star star3""></div>",产品是我用过的面膜里感觉最差的，精华极少，怀疑真假！,2022-04-23 20:11:54.589,胶原蛋白面膜10片,,2016-09-06 16:48,,
u***a,PLUS会员,"<div class=""comment-star star2""></div>",质量部还不知道，没用，但是包装太差了，就用了一个快递袋子，到货，面膜包装已经破损,2022-04-23 20:11:54.675,【弹力紧致】胶原蛋白面膜,,,,2019-10-26 12:51
****1,PLUS会员,"<div class=""comment-star star3""></div>",产品好坏暂时不作评价，但商家对商品的包装保护做得很差！面膜的包装盒都烂了，难得商家就没想过客人是有可能买来送人的吗？！,2022-04-23 20:11:54.772,胶原蛋白面膜10片,,2018-06-22 13:07,,
****5,,"<div class=""comment-star star3""></div>",跟以前的不一样，使用感很差，后悔买这么多，快递还特暴力，收到后都是破的！,2022-04-23 20:11:54.860,【弹力紧致】胶原蛋白面膜,,,,2020-03-21 08:30
七***0,PLUS会员,"<div class=""comment-star star2""></div>",给两星就是给包装，包装太差了，送到手里盒子都压坏了，面膜都漏出来了。京东自营。,2022-04-23 20:11:54.997,,胶原蛋白面膜,,,
****C,,"<div class=""comment-star star3""></div>",先不说好不好，就这包装把东西压扁了心里就不舒服，京东最差的一次购物体验！！！从没给过三星，今天破例了,2022-04-23 20:11:55.092,,胶原蛋白面膜10片,,2017-12-08 14:26,
肖***我,PLUS会员,"<div class=""comment-star star2""></div>",拆开包裹就看到包装盒都裂开了，面膜都要掉出来了，太不负责了，让人怀疑是不是正品了,2022-04-23 20:11:55.223,,胶原蛋白面膜,,,
****1,,"<div class=""comment-star star2""></div>",包装就像地摊货，盒子烂了！还没用，即使效果再好，也过不了心理关！,2022-04-23 20:11:55.631,胶原蛋白面膜10片,,2017-06-22 16:26,,
b***6,PLUS会员,"<div class=""comment-star star2""></div>",差，在商品本身。几乎没有精华液，干对京东的快递表示赞?给2星,2022-04-23 20:11:55.735,胶原蛋白面膜10片,,2017-07-09 10:21,,
小***r,,"<div class=""comment-star star2""></div>",精华液真是少的可怜，贴后啥感觉都没有，没春雨的好,2022-04-23 20:11:55.860,【弹力紧致】胶原蛋白面膜,,,,2019-11-16 22:06
****o,,"<div class=""comment-star star3""></div>",面膜精华水太少太干,2022-04-23 20:11:55.972,【盈润光滑弹嫩】胶原蛋白面膜,,2020-12-16 16:55,,
u***y,,"<div class=""comment-star star2""></div>",太一般了！我想说的是的，这个面膜为什么这么小！敷不住整张脸啊！,2022-04-23 20:11:56.092,胶原蛋白面膜10片,,2017-07-26 07:16,,
****g,,"<div class=""comment-star star2""></div>",面膜都快干了，估计是快过期的，失望！,2022-04-23 20:11:56.215,【光滑弹嫩】胶原蛋白面膜,,2021-07-29 18:58,,
****7,,"<div class=""comment-star star2""></div>",总体来说不满意但是没必要1克星，第一点面膜太小了我感觉我脸不大。第二点面膜一般就一层都不好给它展开来敷脸。,2022-04-23 20:11:56.348,胶原蛋白面膜10片,,2017-12-16 16:26,,
z***_,PLUS会员,"<div class=""comment-star star3""></div>",感觉精华液特别少，跟之前买的不太一样,2022-04-23 20:11:56.459,,【光滑弹嫩】胶原蛋白面膜,,2021-06-19 22:52,
****y,,"<div class=""comment-star star3""></div>",一起买四盒，不好用，水分很少，,2022-04-23 20:11:56.575,【光滑弹嫩】胶原蛋白面膜,,2021-11-29 19:28,,
****1,PLUS会员,"<div class=""comment-star star3""></div>",很一般的面膜，液很少，取出面膜后袋子里几乎没有液了,2022-04-23 20:11:56.698,胶原蛋白面膜,,,,2019-03-30 23:44
快***8,,"<div class=""comment-star star3""></div>",京东的送货员一个比一个懒，真的无语啦，还说你不来拿，他明天再送，这态度。,2022-04-23 20:11:57.122,胶原蛋白面膜10片,,2016-12-27 16:58,,
****5,,"<div class=""comment-star star3""></div>",感觉有点干，水分太少,2022-04-23 20:11:57.214,【光滑弹嫩】胶原蛋白面膜,,2021-04-27 06:43,,
****x,,"<div class=""comment-star star3""></div>",包装是真心差，盒子外面连塑料都没有，如果一盒按一百，多买是真心不值！面膜敷完也没多大感觉，不满意！,2022-04-23 20:11:57.297,胶原蛋白面膜10片,,2018-09-25 09:08,,
晓***郎,PLUS会员,"<div class=""comment-star star2""></div>",第一次给差评，因为里面打开，没有什么精华，贴在脸上都感觉干了，上当受骗,2022-04-23 20:11:57.396,,【弹力紧致】胶原蛋白面膜,,,
d***n,,"<div class=""comment-star star2""></div>",我感觉自己买的是假货、贴完面膜之后皮肤还是很油、不起作用、上当了,2022-04-23 20:11:57.486,胶原蛋白面膜10片,,2017-11-21 13:52,,
7***科,PLUS会员,"<div class=""comment-star star3""></div>",包装太差劲了，就用个塑料袋包装的，里面装的东西看的清清楚楚，面膜的盒子都烂成什么样了，还怎么送人？,2022-04-23 20:11:57.575,胶原蛋白面膜10片,,2016-10-13 22:17,,
****d,,"<div class=""comment-star star2""></div>",产品收到之后盒子挤压严重，感觉跟面膜盒子被人打开了似的，给人一种非正品的感觉,2022-04-23 20:11:57.666,,【提亮紧致】胶原蛋白面膜,,2020-06-13 20:07,
z***1,,"<div class=""comment-star star3""></div>",很不满意，盒子都是被拆封了，还没有用。不知道过期没有，双11.11不实惠。,2022-04-23 20:11:57.764,,胶原蛋白面膜10片,,2017-11-14 12:20,
李***森,,"<div class=""comment-star star2""></div>",不知道为什么拆开快递包裹面膜盒子是拆开的对这个非常不满意效果之后在评价,2022-04-23 20:11:57.858,,【提亮紧致】胶原蛋白面膜,,2020-07-20 00:20,
n***4,PLUS会员,"<div class=""comment-star star3""></div>",京东应该抓好第三方的管理工作，不应该出了问题不闻不问的！太不合理了！既然提供平台就应该做好服务而不是卖家卖什么说什么就是什么！,2022-04-23 20:11:57.959,胶原蛋白面膜10片,,2016-12-02 09:09,,
w***n,PLUS会员,"<div class=""comment-star star3""></div>",凑单买了两盒，用过一次。觉得面膜的大小设计很奇怪。不知道是不是正品。,2022-04-23 20:11:58.366,,胶原蛋白面膜,,,
u***c,,"<div class=""comment-star star3""></div>",上月底买1盒124元，今天一看3盒才139元，这也太便宜了吧，让我不敢相信，也不敢买了，这价格差也太大了吧,2022-04-23 20:11:58.479,【盈润光滑弹嫩】胶原蛋白面膜,,2021-03-11 20:59,,
l***8,PLUS会员,"<div class=""comment-star star2""></div>",收到后盒子是被拆过的，问客服，客服说是为了检测有没有漏的液体，这个解释有点牵强，感觉像真假掺卖是的，不敢再买,2022-04-23 20:11:58.584,胶原蛋白面膜10片,,2017-12-14 20:07,,
u***l,,"<div class=""comment-star star3""></div>",产品质感：一般面膜纸张有点厚精华很少以后不会在考虑买这个了,2022-04-23 20:11:58.689,【提亮紧致】胶原蛋白面膜,,2020-06-29 10:26,,
陈***五,,"<div class=""comment-star star2""></div>",用了7贴的。用完一点都不补水。连续用两贴，脸上极度缺,2022-04-23 20:11:58.800,胶原蛋白面膜10片,,2017-07-01 23:40,,
****k,,"<div class=""comment-star star2""></div>",这次买的，不如上次买的好，我一下拍了四盒，有点后悔了，而且发快递时也没有用纸箱，只用了手提袋，收到货里面的包装盒都瘪了，让是给朋友拍的，收到这样的货，试着无语了,2022-04-23 20:11:58.911,胶原蛋白面膜10片,,2018-03-30 07:02,,
u***g,,"<div class=""comment-star star3""></div>",精华太少了面膜敷脸上干干的买的其他的都好呢就这个精华太少了,2022-04-23 20:11:59.032,【莹润肌肤】胶原蛋白面膜,,,,2020-04-23 23:11
****b,,"<div class=""comment-star star2""></div>",我都没收到货，送货员提前确认收到货，就因为京准达要到时间结点了。这次有些失望，希望京东直接别给承诺，取消京准达，最烦没有时间观念的，而且还给承诺的。,2022-04-23 20:11:59.164,胶原蛋白面膜10片,,2017-09-17 11:05,,
享***情,,"<div class=""comment-star star2""></div>",用了好几天才来评价~~~这个对我来没有用，真心没有任何作用~~~有些失望~~~面膜厚的很！！！,2022-04-23 20:11:59.280,胶原蛋白紧致面膜25ml*10,,2016-06-05 19:30,,
H***宝,PLUS会员,"<div class=""comment-star star3""></div>",感觉不好用，精华很少，敷的时候感觉有地方都没有精华液，失望,2022-04-23 20:11:59.420,胶原蛋白面膜,,,,2019-08-26 17:30
我***水,PLUS会员,"<div class=""comment-star star2""></div>",真的一般，敷这周面膜脸非常冰，不建议购买,2022-04-23 20:11:59.844,【光滑弹嫩】胶原蛋白面膜,,2021-11-25 15:55,,
****0,,"<div class=""comment-star star3""></div>",精华太少了，然后连续用了几天，皮肤还是非常干，没有补水,2022-04-23 20:11:59.940,,【弹力紧致】胶原蛋白面膜,,,
z***6,PLUS会员,"<div class=""comment-star star3""></div>",刚打开包装袋，一拿盒子，面膜全掉出来了，盒子底部都已经是被撕坏了的！好担心，前几天看新闻说京东的茅台都有假的了，怀疑是在运输途中被掉包了，这盒子这样，我也持怀疑态度了,2022-04-23 20:12:00.028,,胶原蛋白面膜10片,,2018-06-03 13:16,
周***1,PLUS会员,"<div class=""comment-star star3""></div>",这次的感觉特别不好！补水效果差！膜的材质也不好！感觉都是假的,2022-04-23 20:12:00.120,胶原蛋白面膜,,,,2019-02-28 22:59
u***u,,"<div class=""comment-star star2""></div>",效果一般，没有多么补水，而且包装太差劲了，就一层塑料袋，收到以后面膜盒子都坏了，不满意,2022-04-23 20:12:00.225,胶原蛋白面膜10片,,2018-04-06 10:57,,
****6,PLUS会员,"<div class=""comment-star star3""></div>",一般般，面膜好粗糙而且水也很少，贴合效果：贴合效果一般，感觉买到了假货,2022-04-23 20:12:00.312,【弹力紧致】胶原蛋白面膜,,,,2019-12-26 22:24
O***N,,"<div class=""comment-star star2""></div>",搞活动有种被忽悠的感觉，活动标的是***一盒，平时的价格更低，标的是*一盒，同样满一定的金额就*，是觉得京东是正品，搞活动不提价才选择京东的，还给朋友推荐，估计以后不会选择京东了,2022-04-23 20:12:00.401,胶原蛋白紧致面膜25ml*10,,2016-07-01 21:29,,
向***8,,"<div class=""comment-star star3""></div>",用了一盒了，什么感觉都没有，还觉得皮肤越来越干燥，亲们注意选择,2022-04-23 20:12:00.494,胶原蛋白面膜10片,,2017-09-03 14:55,,
Z***彭,PLUS会员,"<div class=""comment-star star3""></div>",没有过这么不好用的面膜，勉强给个三星。一点都不水润，也不好吸收。,2022-04-23 20:12:00.589,胶原蛋白面膜10片,,2017-11-23 14:16,,
Z***X,PLUS会员,"<div class=""comment-star star3""></div>",商品还没用，不知道效果，但这包装为什么被拆成这样子，右边那盒，真是感觉京东越来越差了,2022-04-23 20:12:00.692,,胶原蛋白面膜10片,,2018-06-10 21:45,
c***s,,"<div class=""comment-star star3""></div>",批评一下快递，送我其他货的时候，我问了问这个，被告知货太多装不下，理解他的工作不易，我让快递第二天再送。却不料货没送到却被变为已经送货的状态了。可能是京东对他们的考核要求吧，但是于我却是造假，不能接受。,2022-04-23 20:12:01.135,胶原蛋白面膜10片,,2016-12-25 11:58,,
****n,,"<div class=""comment-star star3""></div>",刚刚收到，还没用，但是这包装真是震住我了，以前京东都会有一个纸箱装着，现在直接简单粗暴，真有点不敢再买了,2022-04-23 20:12:01.279,,胶原蛋白面膜,,,
u***k,,"<div class=""comment-star star3""></div>",差评，没以前的好用，里面精华液太少了,2022-04-23 20:12:01.393,【光滑弹嫩】胶原蛋白面膜,,2021-07-27 22:23,,
****o,,"<div class=""comment-star star2""></div>",面膜精华很少，感觉不像真的，用完感觉没啥效果，,2022-04-23 20:12:01.501,【光滑弹嫩】胶原蛋白面膜,,2021-06-03 23:47,,
B***g,,"<div class=""comment-star star2""></div>",严重缩水，面膜改版，@非常的少，贴在脸上没到十分钟就干了，以购买很失望！,2022-04-23 20:12:01.611,胶原蛋白面膜,,,,2019-05-26 07:24
彭***8,PLUS会员,"<div class=""comment-star star3""></div>",这款面膜虽说是韩国的，效果真心一般，水份也不是特别充足，只能说认牌子的人喜欢。,2022-04-23 20:12:01.721,【光滑弹嫩】胶原蛋白面膜,,2021-06-16 12:51,,
u***h,,"<div class=""comment-star star2""></div>",不好用，一点都不补水，精华也少得可怜。怀疑假货。,2022-04-23 20:12:01.845,【光滑弹嫩】胶原蛋白面膜,,2021-04-18 22:05,,
糖***咪,PLUS会员,"<div class=""comment-star star2""></div>",精油少，别的也不想多说了，大家自己慢慢体会，日期也是快到了，无语?,2022-04-23 20:12:01.967,【弹力紧致】胶原蛋白面膜,,,,2019-12-16 09:42
d***l,,"<div class=""comment-star star2""></div>",太假了吧，用了几次，面膜拿出来，袋子里都没有一点营养液的,2022-04-23 20:12:02.089,【盈润光滑弹嫩】胶原蛋白面膜,,2021-01-12 21:27,,
一***熊,PLUS会员,"<div class=""comment-star star3""></div>",这次包装坏掉了，客服说是正常现象，换货太麻烦了，客服申请赔偿申请不下来，商品包装受损，一直比较信赖京东，还是自营店的东西，一直用这个牌子，这次包装问题让我用着有点不舒服，唉，，，，，，，，，，，。，，,2022-04-23 20:12:02.216,,【莹润肌肤】胶原蛋白面膜,,,
依***火,,"<div class=""comment-star star3""></div>",京东自营的应该不假吧，不过这个包装让人无语，买了四盒，两盒的底部已经开了，有点不太舒服。,2022-04-23 20:12:02.653,,【盈润光滑弹嫩】胶原蛋白面膜,,2021-03-03 19:11,
一***盾,PLUS会员,"<div class=""comment-star star3""></div>",搞活动一次买了三个，每个都试试，不过就该拿到手的包装来说，给不了高评分，包装背压变形不说，封口的胶贴很不平整，感觉像是二手货，很不满意。,2022-04-23 20:12:02.768,,胶原蛋白面膜10片,,2018-03-02 18:59,
m***z,,"<div class=""comment-star star2""></div>",有点失望，便宜没好货,2022-04-23 20:12:02.858,【光滑弹嫩】胶原蛋白面膜,,2021-10-27 20:38,,
****6,,"<div class=""comment-star star3""></div>",打开包装，发现已经被打开过了，套装勿拆标签都已经被拆了，盒子倒是韩国标语，既然已经被打开过了，就不知道里面的真伪了......,2022-04-23 20:12:02.952,胶原蛋白面膜10片,,2017-12-15 21:09,,
****m,,"<div class=""comment-star star2""></div>",一直信赖京东，这次真怀疑买到假货，扫码有些显示商品来自美国，有些显示美迪惠尔，有些显示不出来，失望的一次购物,2022-04-23 20:12:03.046,胶原蛋白面膜,,,,2018-11-02 17:19
****e,,"<div class=""comment-star star2""></div>",面膜贴肤，但太厚，而且太小，我秀气的脸都遮不住，第一次用期待效果,2022-04-23 20:12:03.153,,胶原蛋白面膜10片,,2017-07-20 23:37,
****v,PLUS会员,"<div class=""comment-star star2""></div>",618买的，价格是很便宜，可是发现没以前好用，单层的面膜纸就算了，买的面膜纸还很粗糙，挺失望的，因为信任这个牌子，结果因为活动而降低产品的质量,2022-04-23 20:12:03.247,胶原蛋白面膜,,,,2019-07-01 22:09
P***t,,"<div class=""comment-star star3""></div>",不是那么理想，面膜纸很差，感觉随便拉一下就会破掉，眼睛开口的地方太大了,2022-04-23 20:12:03.342,胶原蛋白面膜10片,,2017-07-30 20:32,,
u***7,,"<div class=""comment-star star3""></div>",面膜太小，我这个不太大的脸都贴不过来，鼻子额头都没有，建议脸大的美美慎买,2022-04-23 20:12:03.438,,胶原蛋白面膜10片,,2017-11-13 22:32,
l***d,PLUS会员,"<div class=""comment-star star3""></div>",一般吧精华液特别少，别的面膜精华液很多，这个袋里面的精华液基本没有,2022-04-23 20:12:03.543,胶原蛋白面膜,,,,2019-04-07 22:15
京***o,,"<div class=""comment-star star3""></div>",好悲哀啊。我在实体店买了一盒，京东也买了。但是不一样。京东说京东事真的，实体店说他们绝对卖正品。我不知道怎么说区分。现在两盒都不敢用。不知道哪个事真的。所以给个中评,2022-04-23 20:12:03.964,胶原蛋白面膜10片,,2017-12-16 22:10,,
****7,,"<div class=""comment-star star2""></div>",感觉这次的不是原装的！没有多余的一点精华！面膜敷脸上很多气泡！之前都不是这样的呀！,2022-04-23 20:12:04.075,胶原蛋白面膜,,,,2019-08-26 17:38
宝***6,,"<div class=""comment-star star3""></div>",头一次包装是破损的！很失望，整的我都不知道是不是正品了！还好另外两个没破损，不然指定退掉了！,2022-04-23 20:12:04.178,,【盈润光滑弹嫩】胶原蛋白面膜,,2021-01-16 17:16,
****S,,"<div class=""comment-star star2""></div>",朋友推荐说这个不错，可是给我的感觉太差了。面膜纸太厚了而且精华少得可伶。面膜拿出来之后袋子里就没有精华了。,2022-04-23 20:12:04.279,胶原蛋白面膜,,,,2019-06-27 21:26
u***p,,"<div class=""comment-star star2""></div>",绝对差评！！！跟上次买的完全不一样，上次用的胶原蛋白面膜感觉很黏很厚有很多胶原蛋白，所以才想着回购，结果这次买到的又薄水分又少，用着没什么感觉。哼，看在上次的份上才给的俩颗星,2022-04-23 20:12:04.388,胶原蛋白面膜,,,,2019-02-22 14:55
g***5,PLUS会员,"<div class=""comment-star star2""></div>",真心不是很好，看着网上卖的好，其实连最基本的面膜都不让，脸不能完全傅满，材质粗糙的很,2022-04-23 20:12:04.508,,胶原蛋白面膜10片,,2018-07-09 09:47,
****c,,"<div class=""comment-star star3""></div>",才用两张没什么感觉，眼部那个洞洞太大！眼睛周围很宽的地方面膜盖不到。下次不会再买。这次买了都有点后悔,2022-04-23 20:12:04.618,【弹力紧致】胶原蛋白面膜,,,,2020-01-04 11:50
8***6,PLUS会员,"<div class=""comment-star star3""></div>",不好用，面膜纸不好，太干了，精华也很少,2022-04-23 20:12:04.729,【光滑弹嫩】胶原蛋白面膜,,2021-07-01 21:59,,
****6,PLUS会员,"<div class=""comment-star star2""></div>",一般，有的面膜拿出来都是干的，精华也很少，敷在脸上觉得很干,2022-04-23 20:12:04.859,【盈润光滑弹嫩】胶原蛋白面膜,,2020-12-23 20:45,,
j***a,PLUS会员,"<div class=""comment-star star2""></div>",收到快递箱完好无损，打开一看面膜全散在箱子里，一共买了三盒，两盒无封口，只有蓝色包装的有封口。不知道是不是买到假货了，心塞！产品质感：面膜包装无封口，慎买！,2022-04-23 20:12:04.994,【提亮紧致】胶原蛋白面膜,,2020-08-10 13:09,,
****b,,"<div class=""comment-star star3""></div>",用了，面膜纸孔部位很大，纸又很薄很软拉开都不成型了，我都怀疑不是正宗哎，但因为是京东买的，又不敢不相信??,2022-04-23 20:12:05.441,胶原蛋白面膜10片,,2017-11-27 10:31,,
****1,PLUS会员,"<div class=""comment-star star3""></div>",这次买的明显跟之前买的不一样，面膜的材质不如之前，没有以前舒服，精华也不一样，很失望,2022-04-23 20:12:05.536,胶原蛋白面膜,,,,2019-07-09 17:28
赞***i,PLUS会员,"<div class=""comment-star star3""></div>",黄色好用些，对于大脸来说纸太小，特别鼻子那里，不会回购，有一盒京东自己封口，不知道是不是正品……,2022-04-23 20:12:05.618,,胶原蛋白面膜10片,,2017-11-10 02:54,
w***9,PLUS会员,"<div class=""comment-star star3""></div>",不明白为什么，买回来两盒都是拆开过得，而且面膜都撕不开，铺展还拖丝，买的真是最后悔的一个。,2022-04-23 20:12:05.705,【提亮紧致】胶原蛋白面膜,,2020-09-13 00:39,,
****s,,"<div class=""comment-star star2""></div>",补水效果：补水效果很一般，精华很少，刚贴上去，感觉就有点干了,2022-04-23 20:12:05.799,【提亮紧致】胶原蛋白面膜,,2020-11-19 15:18,,
w***0,PLUS会员,"<div class=""comment-star star3""></div>",不怎么样，眼睛那的洞很大，都扯到太阳穴了，用完感觉一般。以后不会买了。,2022-04-23 20:12:05.909,【弹力紧致】胶原蛋白面膜,,,,2019-12-17 21:40
T***一,PLUS会员,"<div class=""comment-star star3""></div>",包装太差劲了，面膜比较水润，美白这个效果就算了，没看出来，另外香味不喜欢,2022-04-23 20:12:05.996,,胶原蛋白面膜10片,,2018-09-23 16:15,
****k,PLUS会员,"<div class=""comment-star star2""></div>",送来全是开了包装的，用了过后，里面应该有假货，用着就有一张特别厚，也不舒服，跟我在洋葱平台上买的差别大，在京东上买了这么久的东西了，这次失望了，差评差评,2022-04-23 20:12:06.091,,胶原蛋白面膜10片,,2018-01-09 14:17,
