用户名,会员,星级,评论,类型1,评论时间1,类型2,评论时间2,采集时间,评论时间3
我***a,,"<div class=""comment-star star5""></div>",趁着搞活动买的，特别划算，也特别好用，脸很舒服，用完后还会回购的,,,美白黑炭面膜,,11:35.4,
j***f,PLUS会员,"<div class=""comment-star star5""></div>",敷在脸上水嫩水嫩，精华液也比较多，补湿效果挺好，物流也很快。,,,美白黑炭面膜10片,2018/9/28 18:48,11:35.4,
z***8,PLUS会员,"<div class=""comment-star star5""></div>",这个面膜很好用，精华特别多，京东比店里实惠，配送速度快，给力,,,美白保湿黑面膜,,11:35.4,
w***u,PLUS会员,"<div class=""comment-star star5""></div>",第一次在京东上买面膜，敏感皮肤，没想到是正品，跟我在韩国买的一样，用的特别好也补水，希望京东一直这样，会回购,,,【补水提亮】美白保湿黑面膜,2020/6/23 7:30,11:35.5,
左***w,PLUS会员,"<div class=""comment-star star5""></div>",用起来非常舒服，而且用完效果很明显，还会继续购买！,,,【美白提亮焕肤】美白保湿黑面膜,2021/1/12 7:19,11:35.5,
****e,,"<div class=""comment-star star5""></div>",这款黑膜用了舒服，很补水，贴和脸大小正好，活动买还特别便宜，还会回购的,,,,,11:35.6,
****a,PLUS会员,"<div class=""comment-star star5""></div>",之前一直用的，这次从京东上买，感觉跟之前韩国店里买的一样，面膜还是推荐经常使用下的。京东购物也快，当天买第二天就到，非常方便,,,【补水提亮】美白保湿黑面膜,2020/7/12 21:07,11:35.6,
****y,,"<div class=""comment-star star5""></div>",这款没用过，别人推荐来的，说还不错，发货速度哦很快，快递服务也好，希望用着效果不错吧,,,美白黑炭面膜,,11:35.7,
m***6,PLUS会员,"<div class=""comment-star star5""></div>",这两年一直在用这个牌子的面膜，精华液多，每次敷完，袋子剩余的精华我都会再擦两遍，面膜纸用料也很好，贴在脸上很服贴。第二天起来感觉脸上仍然很水润，效果不错，而且价格实惠，每次买都一起买3盒。京东发货快，送货上门，购物很方便。,,,【补水提亮】美白保湿黑面膜,2020/11/28 16:14,11:35.7,
****d,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔，美白保湿黑面膜，质量很好，调理皮肤纹理，面部轮廓贴和面膜不，精液吸收很快，已经用了四盒，感觉非常不错，皮肤改善很多，水润亮泽，吸收很快，皮肤感觉湿润保湿，感觉非常好，每天早晚一片，皮肤吸收大量水分，肤质越来越好,,,【补水提亮】美白保湿黑面膜,2020/10/26 13:24,11:35.8,
虎***宝,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：一直在用面膜，也用过好多牌子，这个牌子几年前就开始用了，感觉很不错，但是一直没用过绿黑盒的这款，这回双十一正好有活动，价格比平时便宜不少，就整来这款试试，快递隔天送到家，包装很好，试了试还真是不失所望。使用感受：清爽，脸部不油腻，没有不舒服的感觉，很喜欢。适合肤质：各种肤质都可以，用完皮肤紧绷效果好。,,,【焕白因子】美白保湿黑面膜,,11:36.4,
我***2,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：膜布挺薄的，很丝滑！使用感受：用完感觉皮肤挺白净的，白里透红！适合肤质：我是油性皮肤，用完还是蛮清爽的！贴合效果：可能我脸型比较大，感觉膜布和我脸型不是很契合,,,【补水提亮】美白保湿黑面膜,2020/11/9 13:11,11:36.4,
w***d,PLUS会员,"<div class=""comment-star star5""></div>",很喜欢的面膜品牌，回购不知道多少次，价格划算，效果有保证，保湿补水效果非常好，一次性多购买，价格更划算，秋冬皮肤需要大量补水，姐妹们囤起来,,,【提亮焕肤】美白保湿黑面膜,2021/12/19 13:24,11:36.5,
t***8,PLUS会员,"<div class=""comment-star star5""></div>",黑炭吸附效果令我满意，敷完面膜，轻轻按摩，鼻头的粉刺黑头随之出来，补水美白，敷完面膜白了一度，十分惊喜，以后会继续回购！,,,【提亮焕肤】美白保湿黑面膜,2021/3/25 22:21,11:36.5,
f***5,PLUS会员,"<div class=""comment-star star5""></div>",这款很不错，用着不会脸痛，脸不缺水的情况下用美即也很痛，用这个牌子的一点不痛，这点就已经很好了，推荐，活动时买还是很划算的，性价比比较高,,,美白黑炭面膜10片,2018/2/8 15:06,11:36.6,
二***6,,"<div class=""comment-star star5""></div>",物流飞快、包装精美。使用后感觉皮肤光滑柔软，对于我这种油性皮肤无过敏症状，非常满意。,,,【焕白因子】美白保湿黑面膜,,11:36.6,
w***y,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔从大学就开始用了，很多年了，补水效果特别好，这款美白的感觉也不错,,,【补水提亮】美白保湿黑面膜,2020/10/25 18:10,11:36.7,
阿***丹,,"<div class=""comment-star star5""></div>",还不错，第一次尝试黑色面膜～哈哈哈，效果不错，很补水，精华液特别多。用完后皮肤滑滑的，嫩嫩的，软软的！面膜有质感，比较厚实，大小合适，很服帖，刚好均匀铺满整张脸～,,,,,11:36.8,
****x,PLUS会员,"<div class=""comment-star star5""></div>",自己感觉挺好用的，特别补水，精华特别多，用完还会回购的,,,美白黑炭面膜,,11:36.8,
****u,PLUS会员,"<div class=""comment-star star5""></div>",520前夕帮朋友购买的，打成了一大束面膜花，送给她的爱人，特别漂亮，也非常有创意，这款面膜我经常用，比较了解，所以推荐朋友购买,【提亮焕肤】美白保湿黑面膜,2021/5/26 14:35,,,11:36.9,
小***5,,"<div class=""comment-star star5""></div>",之前一直用补水这款，这次买了这款黑膜试了一下，用完感觉补水效果比蓝色包装的更好一些。而且敏感性皮肤的我用起来也没问题，遇到活动的时候买价格非常划算，好评，京东快递送货快，态度也好，满意，会继续购买的。,,,,,11:37.2,
u***8,,"<div class=""comment-star star5""></div>",使用感受：整体使用感觉非常好的一款面膜，所以已经无限次回购了，最爱黑色这款，既保湿又提亮肤色。适合肤质：面料很温和，无刺激感，应该适合大部分肤质。补水效果：补水效果很好，非常多的精华。贴合效果：面膜的贴合效果不错，大小也合适，很容易敷。,,,,,11:37.2,
刘***0,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔美白保湿黑面膜。洗完脸以后敷一片。使肌肤。更补水。而且有清洁的作用。每次敷20分钟左右。建议每周使用两次，2到3次，持续使用，四周使肌肤达到一个最佳的。效果。成分很安全。,,,,,11:37.3,
****5,,"<div class=""comment-star star5""></div>",买了四种不同的效果的第一次购买这款产品期待效果都说好的产品效果一定很好用后来追加会继续关注店铺继续购买这款,,,,,11:37.3,
小***W,,"<div class=""comment-star star5""></div>",母亲节送给母亲的节日礼物，之前一直用这个牌子，用的补水保湿和美白功效的那两款，觉得效果好，这回正好活动，想看看这个怎么样，还送了不少赠品，感觉占了大便宜了，妈妈很喜欢，等待追加评论吧，还会继续关注的，,,,,,11:37.4,
w***0,,"<div class=""comment-star star5""></div>",很贴合大小刚刚好补水的效果不错美白和紧致还没用,,,,,11:37.4,
****9,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：用着不错老婆很喜欢使用感受：很棒，用完很舒服，整个人感觉都有气色适合肤质：感觉都可以任何肤质补水效果：棒棒哒这个面膜用着不错皮肤不会很干贴合效果：很贴合可能长的标准吧其他特色：包装不错很好看,,,【美白提亮焕肤】美白保湿黑面膜,2020/12/25 14:02,11:37.4,
佐***长,,"<div class=""comment-star star5""></div>",超级好用的面膜新款没用过来试试好用再多囤一些四季必备哦,,,,,11:37.5,
u***k,PLUS会员,"<div class=""comment-star star5""></div>",包装很好，京东快递一如既往的准时到达，当天收到面膜就试用了一下，很服帖，用完早上皮肤一点都不干燥了,,,【透亮焕白】美白保湿黑面膜,2022/4/22 12:06,11:37.5,
甜***5,,"<div class=""comment-star star5""></div>",面膜收到了，日期新鲜，好用，京东发货速度快，物流快，很满意的一次购物。,,,,,11:37.6,
****5,,"<div class=""comment-star star5""></div>",面膜很好，液体很多，贴了后很滋润，一直喜欢京东买东西值得信赖，是正品哟,,,美白黑炭面膜10片,2018/9/20 9:10,11:37.9,
****o,,"<div class=""comment-star star5""></div>",昨天上午已购2盒，晚上用了非常好，精华很多，跟之前用的一样，正品，晚上又买了2盒，这次包装完好,,,美白黑炭面膜10片,2018/6/19 10:50,11:38.0,
仙***3,,"<div class=""comment-star star5""></div>",真的很好用，用完特别特别水嫩，明显感觉到有提亮效果。而且味道好闻，膜布能挂住净化，非常棒！,,,,,11:38.0,
y***y,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：很棒，包装的也不错，使用感受：用完很舒服，脸上感觉很光滑适合肤质：油性皮肤也能用补水效果：还不错贴合效果：很贴合，其他特色：快递速度很快，上午买下午就到了，非常满意的购物，比屈臣氏里面便宜多了,,,美白黑炭面膜,,11:38.1,
浮***1,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的黑炭面膜是我回购次数最多的面膜，作为一个成分党，特别看中其中添加的烟酰胺和神经酰胺，对提亮肤色有很好的作用，整个面膜丝毫不油腻，是我觉得最好用的面膜。,,,美白黑炭面膜,,11:38.1,
小***8,PLUS会员,"<div class=""comment-star star5""></div>",以前用过一次，觉得很好用，趁着双十一，赶紧入手两盒，昨天收到面膜，心情美美哒，精华很多。,,,美白黑炭面膜,,11:38.2,
坚***豚,PLUS会员,"<div class=""comment-star star5""></div>",促销159三盒买的。盒子包装很不正规的样子，有挤压，不知道真假，先用着吧。以前用过这个牌子的，妈妈反应不错。,,,美白黑炭面膜,,11:38.2,
做***纸,,"<div class=""comment-star star5""></div>",我属于角质层特别薄的皮肤用了以后一点没过敏吸收也很好特别的嫩！是不是真的东西好不好用过了才知道,,,美白黑炭面膜10片,2017/9/9 15:00,11:38.3,
超***多,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：性价比很不错的面膜，来说说使用效果：平时偶尔化妆，晚上卸妆后上补水面膜，这款真的是超级水润，缓解了卸妆后面部干燥的问题吸收情况：精华跟面膜液吸收情况都比较不错，取下面膜感觉肌肤已经喝饱了水的感觉,,,【焕白因子】美白保湿黑面膜,,11:38.3,
w***8,PLUS会员,"<div class=""comment-star star5""></div>",用了两贴了，效果不错。挺服帖的，可能是我的脸大？眼睛和嘴巴空间显露挺大的。很好，物流很快，东西很给力，性价比很高！京东活动价格给力。,【美白提亮焕肤】美白保湿黑面膜,2021/2/22 15:48,,,11:38.4,
****a,PLUS会员,"<div class=""comment-star star5""></div>",货收到了，送货师傅大半夜的送到，很感动，辛苦了！这次的包装很上次的不太一样，暂时不评论效果，用了再说,,,【补水提亮】美白保湿黑面膜,2020/11/13 22:02,11:38.7,
****8,,"<div class=""comment-star star5""></div>",很好用，贴上很服帖舒服，补水效果相当不错，敷完皮肤水嫩嫩的，连续使用皮肤改善好多，细致了。很棒的产品,,,,,11:38.8,
狮***灰,PLUS会员,"<div class=""comment-star star5""></div>",面膜很好，容易吸收，面膜吸水性强，大小合适，很满意，京东物流快，服务好。售后也好。越来越喜欢在京东购物。,,,美白黑炭面膜10片,2018/7/19 8:55,11:38.8,
港***莎,,"<div class=""comment-star star5""></div>",买回来就迫不及待的使用了，效果不错，很保湿，适合干性皮肤，贴合效果很不错，产品质感是正品,,,【焕白因子】美白保湿黑面膜,,11:38.8,
香***袖,,"<div class=""comment-star star5""></div>",产品质感：很舒服，精华液也多，看了爱的迫降，入了玄彬欧巴的坑，果然没让我失望，还会继续回购思密达,,,【焕白因子】美白保湿黑面膜,,11:38.9,
h***o,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：质感不错，具清洁美白双重功效使用感受：膜布柔软细腻舒适，贴合面部，精华液很多适合肤质：毛孔粗大、肌肤暗黄补水效果：保湿效果非常好贴合效果：贴合度高,,,【补水提亮】美白保湿黑面膜,2020/6/10 17:34,11:38.9,
金***姐,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：补水效果很不错适合肤质：两颊偏干，中间偏油补水效果：很不错贴合效果：很贴合,,,,,11:39.0,
****j,PLUS会员,"<div class=""comment-star star5""></div>",第一次用这款黑色的，感觉很不错，很服帖，也不是很大，笔芯,,,美白黑炭面膜10片,2018/9/11 21:03,11:39.0,
****p,PLUS会员,"<div class=""comment-star star5""></div>",京东6.18的优惠活动促销力度很不错，物流也很快。面膜的质量不错，保湿效果很好，也不会有过敏现象，所以屯了很多，可以用上一段时间了。,,,【提亮焕肤】美白保湿黑面膜,2021/6/13 9:26,11:39.0,
N***G,PLUS会员,"<div class=""comment-star star5""></div>",很清爽，不油腻，是黑色的面膜，细致毛孔，补水保湿，而且有美白功效，有碳物质可以吸收面部黑色素。我的毛孔比较大，混油性皮肤，用起来很舒服，补水效果也不错，面膜质感细腻不粗糙，而且活动时下单的，惊天4折，四盒才花了100多，真真是太划算啦！,,,【补水提亮】美白保湿黑面膜,2020/6/10 16:31,11:39.1,
贝***贝,PLUS会员,"<div class=""comment-star star5""></div>",一直京东购物，这次双十一买了很多很多东西，京东快递员比较好，服务好比较客气，京东自营的东西也都是真品，产品质感：一直买这款面膜，品质比较好使用感受：材料比较好使用比较舒服补水效果：水分很多，用了很滋润贴合效果：裁剪比较精确，大小比较合适。,,,【焕白因子】美白保湿黑面膜,,11:39.4,
i***伯,,"<div class=""comment-star star5""></div>",产品质感：质感很好，精华很多，质量不错使用感受：肤感很好，很舒适，建议放冰箱里，更舒服适合肤质：我是油痘肌，用起来感觉不错补水效果：效果还可以，值得拥有贴合效果：效果挺好的,,,【提亮焕肤】美白保湿黑面膜,2021/6/18 13:59,11:39.5,
奀***猪,PLUS会员,"<div class=""comment-star star5""></div>",第一次用这个美迪惠尔的面膜，趁着双十一活动抢购了几盒，首次体验还是不错的，有香味，面膜是黑色的，很服帖，面膜精华液也充足，不会太多，刚刚好够，用完脸部也水润，保湿效果好，值得购买。,【提亮焕肤】美白保湿黑面膜,2021/11/17 21:27,,,11:39.5,
****3,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：绵软吸收好使用感受：达到了预期效果适合肤质：干性补水效果：很好贴合效果：合适,,,美白黑炭面膜,,11:39.6,
****s,PLUS会员,"<div class=""comment-star star5""></div>",一直用美迪惠尔的面膜，不过这是第一次用这一款，补水效果很好，贴合效果也非常好，很好用。,,,【焕白因子】美白保湿黑面膜,,11:39.7,
Y***n,PLUS会员,"<div class=""comment-star star5""></div>",一直喜欢这一款面膜一，美白效果非常明显，用起来也非常的方便，面膜纸与皮肤非常的贴切，精华液又多。碰上搞促销，价钱太便宜了，特别要感谢京东快递太快了，下午发货，第二天早上就能收到。,,,【提亮焕肤】美白保湿黑面膜,2021/4/11 10:49,11:39.7,
王***厅,PLUS会员,"<div class=""comment-star star5""></div>",挺不错的产品，趁着价格优惠多买点存起来，使用起来很舒服，用起来感觉不错，还有两个洗面奶赠送，挺好，推荐大家购买！非常不错，点赞！,,,【提亮焕肤】美白保湿黑面膜,2022/1/4 9:33,11:39.8,
l***0,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：很多精华液，很大，适合男性使用使用感受：很滑，很湿，很舒服适合肤质：不是太清楚，应该都可以吧补水效果：很棒，用完第脸上水水的，滑滑的贴合效果：容易贴合，很少气泡其他特色：外形好看，使用效果和感受很好,,,,,11:39.8,
****i,,"<div class=""comment-star star5""></div>",很舒服，一个星期贴两三片，连着三个月了，皮肤状态有了质的改变，可以和我二娃的嫩白肤色媲美啦??这个产假休得值得，哈哈，找回一个美丽肌肤，最喜欢的面膜，这两天分泌购入15盒，么么哒！！喜欢用起来！,,,【焕白因子】美白保湿黑面膜,,11:39.9,
s***9,PLUS会员,"<div class=""comment-star star5""></div>",朋友推荐，很好闻使用方便，买了黑面膜用后很舒服，价格也很实惠，就是精华液有点少,,,,,11:40.0,
r***C,PLUS会员,"<div class=""comment-star star5""></div>",赶上618赶紧囤货，性价比太高了，一定要推荐给大家，买就行了。使用感受：好久没用胶原蛋白的面膜了，上次用还是结婚前突击护理用的，敷完后水水润润的。贴合效果：很贴合，一定要彻底清洁面部后呦，去死皮以后用，渗透效果更好,,,【提亮焕肤】美白保湿黑面膜,2021/6/3 13:27,11:40.3,
1***p,,"<div class=""comment-star star5""></div>",物流很快，这次看着京东有活动，一次买了很多，可以用好几个月了，这个还没有用，等用完了再来追评，，，，，，期待好用，，相信京东，一直信赖京东商城的东西，，,,,美白黑炭面膜10片,2018/3/8 17:15,11:40.3,
1***h,PLUS会员,"<div class=""comment-star star5""></div>",囤货，每天用一样，循环使用，效果很好，可以用上几个月了，坚持每天用，男士也可以使用，双十一活动力度特别大，非常值得囤货使用,,,【提亮焕肤】美白保湿黑面膜,2021/11/12 20:14,11:40.3,
****2,,"<div class=""comment-star star5""></div>",很好用，非常贴合我的脸，用完了也很舒服，对敏感肌友好,,,美白黑炭面膜,,11:40.4,
h***u,,"<div class=""comment-star star5""></div>",美迪惠尔的面膜，一直在用这个牌子的面膜，买过好多次了，非常的不错，补水效果极佳，趁着双十一有优惠活动，可以多囤些儿货，够用一段时间了。,,,【美白提亮焕肤】美白保湿黑面膜,2020/12/16 12:04,11:40.4,
****h,,"<div class=""comment-star star5""></div>",双12时买的蓝、黄、黑三款，最近才拆开用了一张黑的，敷面时皮肤舒适无比，用后也感觉面部很滋润，非常适合我这个年龄的皮肤。看到有活动，立即回购，以后就认准这款黑色的了。,,,【提亮焕肤】美白保湿黑面膜,2022/2/8 9:49,11:40.5,
夏***6,PLUS会员,"<div class=""comment-star star5""></div>",这次京东搞活动，买了三盒，不一样的，30片，换着用，35岁的年纪，不小啦，需要多补水，不然老的快，这款面膜我看销量很高，口碑很好，第一次购买使用，希望好用，就是平时比较懒，很少用面膜，以后要勤快一点啦！豆豆快来,,,【补水提亮】美白保湿黑面膜,2020/8/24 10:39,11:40.5,
u***e,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔面膜，用了5、6年了，真是无限回购的一款面膜了，蓝色和黑色经典款补水美白非常好用，一盒10片，赶上京东活动每次都囤个6、7盒，非常满意！,,,【透亮焕白】美白保湿黑面膜,2022/4/21 15:40,11:40.6,
****v,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：宝贝刚收到，包装物流还是一如既往的好，今天晚上用过后发出来产品感受，相信不会差，产品包装大气上档次使用感受：今天晚上追评，我充满信心相信不会让大家失望适合肤质：任意皮肤复制，油性干性中性都适用补水效果：补水超级棒，才选了这一款贴合效果：非常贴合皮肤，超级喜欢点赞其他特色：就是好，推荐大家购买试用,,,【焕白因子】美白保湿黑面膜,,11:40.6,
u***l,,"<div class=""comment-star star5""></div>",夏天放在冰箱后使用非常舒服，补水效果很好，京东的品质还是值得信赖的，趁着活动买了好几盒，物美价廉，。。。。。。。。。。。。。。。。针对同等价格的觉得这个品质还是对的起观众的，以后多做活动。。。。。。。。。。。,,,【焕白因子】美白保湿黑面膜,,11:40.7,
1***g,PLUS会员,"<div class=""comment-star star5""></div>",哇，上午买的，下午就到了，京东的速度真是没人能比了，不仅快包装还非常细心，家当填充防撞，面膜也非常好用，用了好久效果是真心不错才过来评价，是真心不错。收藏等下次回购,,,【补水提亮】美白保湿黑面膜,2020/11/8 14:49,11:41.0,
****0,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：?心仪已久，果断下手，用过之后感觉很不错，是正品，快递也很给力，果然名副其实?,,,,,11:41.0,
****2,PLUS会员,"<div class=""comment-star star5""></div>",一如既往的好用，n次回购，有黑头的美眉可以放心用，效果真的很好，京东信赖,,,美白黑炭面膜,,11:41.1,
冬***雪,PLUS会员,"<div class=""comment-star star5""></div>",润润的，很好用，多次回购，没有任何不适感，速度也很快，昨晚下单，今天就收到了，谢谢店家和快递小哥！,,,【焕白因子】美白保湿黑面膜,,11:41.1,
****w,PLUS会员,"<div class=""comment-star star5""></div>",这个面膜用着非常棒，很补水，用完之后脸上水水润润的感觉还挺好用的希望大家也可以试一试不错，第一次用这么黑面膜，感觉很怪异旦用完之后用完之后书现在每天都在用，非常非常不错，现在已经把他推荐给周围的小伙伴了，大家都反应很不错谢谢快递小哥，辛苦啦！,,,【补水提亮】美白保湿黑面膜,2020/10/8 9:44,11:41.2,
****j,PLUS会员,"<div class=""comment-star star5""></div>",京东商城的物流那是相当不错的，目前是电商的第一个了。几乎早上下单下午就到。方便的很，刚好碰到这次促销了，一下买了快一年的量。,,,【美白提亮焕肤】美白保湿黑面膜,2021/3/11 21:24,11:41.2,
4***4,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：水水嫩嫩的、贴起来很舒服使用感受：贴过滑滑的、嫩嫩的适合肤质：应该是都可以吧、看起来大家都可以贴补水效果：补水效果好、面膜精华液很多、多到流水贴合效果：大小合适、贴合效果好、非常适合面部其他特色：京东又活动、买了三盒、很合适、京东快递送货快、早上买下午到,,,【补水提亮】美白保湿黑面膜,2020/7/12 10:18,11:41.3,
s***r,PLUS会员,"<div class=""comment-star star5""></div>",挺实惠的哦，还有赠品，很好用，以后有活动继续囤,,,【焕白因子】美白保湿黑面膜,,11:41.3,
u***9,,"<div class=""comment-star star5""></div>",一直用美迪惠尔保湿面膜和这款面膜，个人感觉这款面膜比保湿面膜更好，平常价格要贵一些，搞活动价格很实惠，非常好用，京东快递一直都非常快，头天下单，第二天就到了，满意,,,,,11:41.4,
小***7,PLUS会员,"<div class=""comment-star star5""></div>",特别好用，我和老公天天都要贴一片睡觉，很舒服，感觉黑头都没有了,,,美白黑炭面膜,,11:41.4,
一***它,PLUS会员,"<div class=""comment-star star5""></div>",常用面膜，黑色款最厚实，补水滋润效果都不错，似乎有美白效果，敷上感觉柔和不刺激，皮肤体感很舒适，包装送货都比较满意,,,,,11:41.7,
****r,PLUS会员,"<div class=""comment-star star5""></div>",做活动囤的面膜，很划算，比在超市买便宜多了。夏天吹空调，平时也不爱护肤，所以脸上干的发痒，敷了这款面膜之后就好了。补水效果非常好，敷完之后水嫩嫩的，里面精华液也比较多，贴合效果非常好，真的非常非常的好用。,,,【补水提亮】美白保湿黑面膜,2020/9/4 13:10,11:41.8,
余***_,PLUS会员,"<div class=""comment-star star5""></div>",关注这个品牌很久了，也用了很多次，效果非常好，敏感肌也可以用，活动的时候购买特别划算,,,,,11:41.8,
u***h,,"<div class=""comment-star star5""></div>",面膜不错，精华很足，没有过敏，敷了感觉脸部很水润，会回购的。,,,美白黑炭面膜10片,2018/2/11 22:45,11:41.9,
****t,PLUS会员,"<div class=""comment-star star5""></div>",产品很不错，已经使用好多年了，一直都有很信赖，没有任何问题，以后还是会继续用的,,,,,11:41.9,
****u,PLUS会员,"<div class=""comment-star star5""></div>",第一次用这款黑色清洁面膜，补水效果也挺不错，京东物流非常快，活动价比超市划算,,,美白黑炭面膜,,11:42.0,
小***么,,"<div class=""comment-star star5""></div>",很喜欢，很满意，元原先就买过一次，这次是回购，好的东西才会回购，不假，真的很沉得我心，我脸原先是比我脖子黑的，同样脸上和脖子用一样嗯东西，只不过脸上比脖子多敷了个面膜，很明显20片面膜用完之后，脸白多了，不是那种假白，皮肤很嫩很嫩，我也不知道皮肤变白是什么原因，但皮肤感觉真的很嫩，尤其是刚敷完面膜的时候，又白又嫩，不是很白的那种，但比我的脖子要透亮，很好，我很喜欢真的,,,美白黑炭面膜,,11:42.0,
****2,PLUS会员,"<div class=""comment-star star5""></div>",很美白，我买了以后每天都坚持晚上洗完脸以后敷面膜。之前天天晒太阳，又没有做防晒措施，脸上长出来很多斑，二来刚刚生完孩子，脸色蜡黄，贴面膜以后肤色改变了不少。差不多十几天了。效果就看出来了，斑明显淡了很多。会坚持使用的,,,【补水提亮】美白保湿黑面膜,2020/7/3 21:55,11:42.0,
****d,PLUS会员,"<div class=""comment-star star5""></div>",同时购买了这个品牌的好几款产品交替使用，我觉得护肤效果更好，一直使用有三四年时间了，感觉还是非常好的，面膜补水效果非常好，使用后脸部有明显的水润感，包装精美价格也很合理，有活动的时候购买优惠力度非常大。,,,【焕白因子】美白保湿黑面膜,,11:42.1,
沐***-,,"<div class=""comment-star star5""></div>",产品质感：质感很好，有层次感补水效果：面膜中多种成分共同作用补水保湿效果好使用感受：轻薄柔软贴肤，修复受损肌肤，敷面膜的同时美白嫩肤还补水锁水，身边很多朋友都在用,,,【补水提亮】美白保湿黑面膜,2020/10/18 15:45,11:42.1,
远***0,,"<div class=""comment-star star5""></div>",这个面膜是朋友推荐的，昨天下午收到，晚上就迫不及待试了一片，精华很多，很保湿，用完之后明显感觉嫩嫩滑滑的。绝对会回购的一款。,,,美白黑炭面膜10片,2017/4/23 11:15,11:42.5,
h***8,PLUS会员,"<div class=""comment-star star5""></div>",再一次回购啦。一直都用这个牌子的面膜，皮肤水嫩嫩的，精华液也特别多，推荐给了自家姐妹，用着都说好。,,,美白黑炭面膜,,11:42.5,
零***5,PLUS会员,"<div class=""comment-star star5""></div>",物流很快，包装看起来挺高端的，补水保湿的效果挺好的。产品质感不错。,,,【提亮焕肤】美白保湿黑面膜,2021/9/13 18:23,11:42.6,
一***买,PLUS会员,"<div class=""comment-star star5""></div>",我觉得这个面膜很好用，活动给力。夏天了，面膜富起来。,,,【焕白因子】美白保湿黑面膜,,11:42.6,
赵***8,PLUS会员,"<div class=""comment-star star5""></div>",很好用的一款面膜，回购产品，精华很多，服帖脸上很舒服,,,,,11:42.7,
****N,PLUS会员,"<div class=""comment-star star5""></div>",保湿效果很棒搞活动划算买了好几盒,【焕白因子】美白保湿黑面膜,,,,11:42.7,2019/12/29 11:55
邓***丹,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：很细腻，很贴肤，打开里面好多乳液，质地柔软，多余的涂在脖子和手也不错补水效果：补水很不错哦，不紧绷，一晚上都没问题使用感受：脸滑滑的，还很亮，感觉气色都好了贴合效果：很贴合，大小也刚好，以前别的不是大了就是小了，很不好贴适合肤质：我是有点敏感，用着没有什么过敏症状l其他特色：主要价格很美丽哦，双十一特价买的，屯了好多好多,,,,,11:42.8,
****d,PLUS会员,"<div class=""comment-star star5""></div>",看评价说质量不错，昨天下单，今天收到货，物流很快，太给力了，还没来急用，希望像评价的那样，保湿滋润美白！好用，还会再买！习惯五星好评！,,,【提亮焕肤】美白保湿黑面膜,2022/4/6 19:40,11:42.9,
G***8,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：面膜纸厚薄适中，贴合度很好！使用感受：比以前用的别的牌子的都好！适合肤质：本人油性肌肤，感觉清爽不黏糊！补水效果：补水效果特别好，用完之后脸上滑滑的嫩嫩的！,,,【补水提亮】美白保湿黑面膜,2020/11/8 16:18,11:42.9,
小***怪,,"<div class=""comment-star star5""></div>",产品质感：超柔软使用感受：超多精华，皮肤水水的适合肤质：任何肤质补水效果：非常好贴合效果：非常好其他特色：黑黑的面膜，养出白白的脸蛋,,,,,11:43.0,
b***o,PLUS会员,"<div class=""comment-star star5""></div>",这款黑色的还没用，但用过另一款黑色相比白色的这个确实有点小了，面膜的效果挺好的，相对比较好吸收。面膜挺薄的，超敷贴，补水效果非常好，湿湿润润的，用了以后皮肤水水嫩嫩的，摸起来也很光滑，也没有油腻的感觉，特别舒服。,,,【焕白因子】美白保湿黑面膜,,11:43.3,
小***頔,PLUS会员,"<div class=""comment-star star5""></div>",买面膜这个事，我从来没有含糊过。美迪惠尔的面膜用了好多年了，每次都是趁着搞活动，一下囤好几盒，补水效果真的是没的说，特别是那个蓝色的。,,,【补水提亮】美白保湿黑面膜,2020/11/22 19:33,11:43.3,
u***r,,"<div class=""comment-star star5""></div>",多次购买，使用效果非常的好，水润舒缓，美白皮肤，改善衰老，让皮肤充满活力。,,,美白黑炭面膜,,11:43.4,
****k,PLUS会员,"<div class=""comment-star star5""></div>",屯了很多面膜，很服帖，每次敷完后都很舒服，最主要价格便宜，以前买的二三十块钱一张的也不见得效果有多好。无限回购,,,,,11:43.4,
b***_,PLUS会员,"<div class=""comment-star star5""></div>",京东物流很快第二天就到了还送货上门送到手上用美迪惠尔好几年了作为日常护理用三四天用一次用了感觉很好,,,【提亮焕肤】美白保湿黑面膜,2021/7/24 21:36,11:43.5,
