用户名,会员,星级,评论,类型1,类型2,评论时间1,评论时间2,采集时间,评论时间3
T***y,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：清爽不粘腻使用感受：吸收好面膜布比较厚适合肤质：痘痘肌补水效果：很好贴合效果：很严密,,,,,2022-04-24 11:27:36.256,
r***3,PLUS会员,"<div class=""comment-star star5""></div>",我一直都用这个牌子的面膜，绿盒子和蓝盒子的都很好用，很保湿，京东满199减掉100好优惠啊.多买几盒放着用,,茶树面膜10片,,2018-09-25 00:28,2022-04-24 11:27:36.310,
u***a,,"<div class=""comment-star star5""></div>",刚用了，很多水，很滋润，价格美丽，下次还会光临,,茶树面膜10片,,2017-10-18 20:55,2022-04-24 11:27:36.857,
飞***绕,PLUS会员,"<div class=""comment-star star5""></div>",非常好用的进口面膜，已经买了很多次了！持续购买中！,,茶树面膜,,,2022-04-24 11:27:36.908,
b***u,PLUS会员,"<div class=""comment-star star5""></div>",棒棒哒面膜。一直用这个习惯了。用最多的是水库针剂，蓝色包装的。绿色的抗痘茶树的，也挺好用。面膜补水效果立竿见影。厚度刚好。贴上十几分钟，第二天水嫩光滑，白白的。过年时候，还送了弟弟一片贴。真的很不错。以后还会继续用这个品牌。京东小哥服务特别好。,,【镇定祛痘】茶树面膜,,,2022-04-24 11:27:36.956,
小***话,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜真的很好使要不搞活动价格有点贵不过真心好事面膜纸特别贴合,,茶树面膜10片,,,2022-04-24 11:27:37.043,
a***0,,"<div class=""comment-star star5""></div>",好用，很喜欢这个牌子，比实体店便宜很多，还会回购,,【水油平衡】茶树面膜,,2021-06-06 17:07,2022-04-24 11:27:37.094,
****v,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：非常舒适适合肤质：混油痘痘肌补水效果：脸部敷完水份满满,,【镇定肌肤】茶树面膜,,2020-11-10 23:47,2022-04-24 11:27:37.147,
****r,,"<div class=""comment-star star5""></div>",产品质感不错，补水效果好，清爽不油腻，包装非常不好，盒子全是开的。快递神速。,,,,,2022-04-24 11:27:37.207,
L***3,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜真心喜欢，滋润度适当，痘痘都慢慢消退了，还有些美白作用，太有爱了，赞美?！,,,,,2022-04-24 11:27:37.260,
丹***娜,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：所有吧！使用感受：还好贴合效果：非常适合肤质：所有补水效果：很好,,【镇定肌肤】茶树面膜,,2020-06-29 14:45,2022-04-24 11:27:37.306,
丫***n,,"<div class=""comment-star star5""></div>",特别好用，之前一直用的美迪慧儿！效果很不错！比别的面膜感觉好点吧，活动价买真的很划算,,茶树面膜10片,,2017-07-14 08:34,2022-04-24 11:27:37.356,
****s,PLUS会员,"<div class=""comment-star star5""></div>",面膜卖过很多次，这种还是头次买的，不知道怎么样，用过才知道效果，其它都很好用，相信它会好用。,,【镇定肌肤】茶树面膜,,2020-08-17 07:46,2022-04-24 11:27:37.865,
墨***画,PLUS会员,"<div class=""comment-star star5""></div>",京东的产品一直不错都是正品而且经常有满减活动什么的像这种日常囤货的面膜或者生活用品都很适合在这里买很合适会一直支持京东的希望越做越好,,茶树面膜10片,,2018-09-30 15:21,2022-04-24 11:27:37.912,
****j,,"<div class=""comment-star star5""></div>",不知道是不是正品，也没有去查验什么的，昨晚用了一张，面膜纸很薄，精华特别多，很舒服，祛痘效果有待观察,,,,,2022-04-24 11:27:37.968,
****f,,"<div class=""comment-star star5""></div>",这款面膜真心不错，很适合亚洲人的肤质，一直在用,,【镇定肌肤】茶树面膜,,2020-11-10 18:44,2022-04-24 11:27:38.020,
****b,PLUS会员,"<div class=""comment-star star5""></div>",这个绿色的给我的感觉是最好的使用。嗯笔蓝色的和黄色的要好很多，以后如果要说回购的话，我肯定会买绿色的多一点。蓝色的偶尔穿插着用一下还可以，但是我更喜欢绿色，这个紧致的。,,,,,2022-04-24 11:27:38.073,
****i,,"<div class=""comment-star star5""></div>",补水效果：不错，感觉很Q弹使用感受：整体觉得很好，用过感觉很清爽，皮肤水嫩嫩的，,,,,,2022-04-24 11:27:38.127,
****h,,"<div class=""comment-star star5""></div>",收到货后很满意，快递的包装盒完好无损，快递小哥服务好，使用很效果很好，之前没有用过是同事推荐的，价格实惠，物流快......,,茶树面膜10片,,2018-07-24 09:45,2022-04-24 11:27:38.186,
k***s,,"<div class=""comment-star star5""></div>",使用感受：适合大多数人肤质，不刺激，很温和！,,【水油平衡】茶树面膜,,2021-04-22 10:14,2022-04-24 11:27:38.243,
c***9,,"<div class=""comment-star star5""></div>",之前用过好几次美迪惠尔，真的是便宜又好用，趁着618搞活动，感觉又囤了几盒，面膜最主要的功效就是补水，这款面膜一直是好评不断的。价格也是几块钱一片。适合学生党，家庭主妇，都可以使用。补水效果：非常棒，用完感觉皮肤喝饱水。适合肤质：应该是第一可以使用贴合效果：很服帖呢,,【镇定肌肤】茶树面膜,,2020-06-22 22:34,2022-04-24 11:27:38.295,
u***k,PLUS会员,"<div class=""comment-star star5""></div>",很好用保湿效果好茶树味道很好闻,,【水油平衡】茶树面膜,,2021-04-27 23:07,2022-04-24 11:27:38.352,
****o,,"<div class=""comment-star star5""></div>",第一次用。面膜纸非常贴合，也没有粘腻感。不错不错,,【镇定肌肤】茶树面膜,,2020-12-08 03:12,2022-04-24 11:27:39.091,
****n,,"<div class=""comment-star star5""></div>",补水效果：很好用产品质感：质感不错，春天开始补水了,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:39.139,
****Q,,"<div class=""comment-star star5""></div>",面膜很好，一如既往的好，看着很满足。包装也完好。,,茶树面膜,,,2022-04-24 11:27:39.189,
****g,,"<div class=""comment-star star5""></div>",在搞活动的时候买的，性价比很高，面膜还是不错的，补水镇静舒缓肌肤！,,茶树面膜10片,,2016-09-27 10:48,2022-04-24 11:27:39.242,
事***啊,PLUS会员,"<div class=""comment-star star5""></div>",非常喜欢，这个面膜，很好用，很补水，也很美白。,,茶树面膜10片,,2017-09-06 12:02,2022-04-24 11:27:39.293,
****3,PLUS会员,"<div class=""comment-star star5""></div>",真的非常不错买了四盒不同的就是绸带优惠产品质感：质感好好好使用感受：使用不错的啊适合肤质：所以补水效果：补水效果很好的贴合效果：贴合度非常温的其他特色：其他也是很不错的宝贝的,,【调理水油平衡】茶树面膜,,2021-02-10 17:34,2022-04-24 11:27:39.341,
赫***特,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：茶水面膜我是看的美妆博主推荐的，很喜欢他家的，价格也比较便宜，茶水面膜比较温和，不挑肤质的，我是混油皮，皮肤比较缺水，所以每次都用补水保湿类面膜，这个补水效果还可以，感觉还挺好用的，以后会回购的。很喜欢。,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:39.391,
c***1,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的老粉丝了，用了几年了，这次趁着活动又囤了一堆。这个茶树面膜很温和，不刺激，尤其这换季时候，我比较爱过敏，这个可能还有一点镇定舒缓的作用吧，我用着这个一点不过敏，非常好。补水效果也非常好，值得拥有。,,【镇定祛痘】茶树面膜,,,2022-04-24 11:27:39.436,
杨***俩,PLUS会员,"<div class=""comment-star star5""></div>",618活动购买，一直还没用，用了再来追评！相信京东平台，送货速度快，品质有保障，很不错！,,,,,2022-04-24 11:27:39.479,
i***酱,,"<div class=""comment-star star5""></div>",产品质感：很柔软贴合度也好使用感受：很舒服贴完皮肤嫩嫩的补水效果：不错精华不多也不少,,,,,2022-04-24 11:27:39.529,
一***7,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：面膜纸很薄，但是很贴脸！使用感受：非常好吸收上面的精华液，而且用完叫并不觉得干燥，不像别的牌子吸收完脸感觉干干的。适合肤质：感觉什么皮肤都可以，非常得补水，另外我非常喜欢黄色和蓝色的，黄色感觉会更好补水效果：非常得好哟，大爱！以后还会购买哟！,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:39.955,
哆***伴,PLUS会员,"<div class=""comment-star star5""></div>",都用过好多盒，第一次从京东买，价格合适，多囤一些，夏天到了皮肤也很缺水,,【水油平衡】茶树面膜,,2021-06-28 19:03,2022-04-24 11:27:40.014,
****q,,"<div class=""comment-star star5""></div>",买过好多次了蛮不错的这会是*件买的真的蛮合适的也很补水~~,,茶树面膜10片,,2017-09-11 09:23,2022-04-24 11:27:40.068,
q***o,PLUS会员,"<div class=""comment-star star5""></div>",一直用这品牌的面膜，618做活动时候买的，超实惠，面膜补水效果超好，满意！,,,,,2022-04-24 11:27:40.119,
****f,,"<div class=""comment-star star5""></div>",这个绿色修复的还没用过之前的都是补水的补水的真的超好用所以刚好6.18相信这个也不错哈哈,,,,,2022-04-24 11:27:40.180,
u***r,PLUS会员,"<div class=""comment-star star5""></div>",可莱丝的面膜用了很多次，挺不错的，性价比高，很补水，至于其他效果有待发现,,,,,2022-04-24 11:27:40.258,
捕***嘻,PLUS会员,"<div class=""comment-star star5""></div>",前阵子一直长痘痘心情非常的不好，然后非常想改善这种皮肤状况想起朋友之前，推荐一款面膜，然后买来敷了三天感觉明显痘痘好了，很多消炎控油的效果还是不错的之前，一直用蓝色那款补水，觉得这一款控油祛痘还不错。,,【镇定肌肤】茶树面膜,,2020-10-12 23:42,2022-04-24 11:27:40.322,
楼***姨,,"<div class=""comment-star star5""></div>",用了以后才来评价的很好用晚上用的早上起来脸滑滑的嫩嫩的面膜的味道不错很好闻相信坚持用我会变得美美的,,茶树面膜10片,,,2022-04-24 11:27:40.380,
****k,,"<div class=""comment-star star5""></div>",好用，保湿效果很好，第一次用这个颜色的，没失望啊,,茶树面膜10片,,,2022-04-24 11:27:40.428,
杨***高,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：宝贝特别好，很喜欢啊使用感受：很喜欢京东快递也很快，价格也很美丽，昨天买的今天就到啦特别特别支持效果也是特别能打特别好还会继续支持京,,【镇定舒缓】茶树面膜,,2021-11-12 18:34,2022-04-24 11:27:40.493,
8***a,PLUS会员,"<div class=""comment-star star5""></div>",面膜很薄，精华液很多，正在敷面膜，感觉还不错。价格很合适，包装也挺好的。,,,,,2022-04-24 11:27:41.111,
信***欣,PLUS会员,"<div class=""comment-star star5""></div>",一直用这个品牌的，京东购买放心，物流也很快，用到最后一片，下单第二天能到，接着用，很省心。产品质感：很好使用感受：用完皮肤细腻光滑有弹性适合肤质：多种肤质补水效果：很好，很满意,,,,,2022-04-24 11:27:41.154,
l***n,,"<div class=""comment-star star5""></div>",老顾客啦，赶上搞活动和同事一起凑单买囤着用。茶树面膜主要是同事买的，据说对痘痘肌很适合。反正她这次囤这么多，用行动说明问题啦。重要的是这个面膜确实贴着舒服，不会很快就干。,,,,,2022-04-24 11:27:41.200,
u***8,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的别的款已经用了很多次了，这个是第一次用，很好用，建议来购买。,,,,,2022-04-24 11:27:41.266,
棒***巍,PLUS会员,"<div class=""comment-star star5""></div>",这次我买的那是那种很多款的，有茶花的，还有蜂蜜，还有那个保湿的，还有一个黑胶布的。然后总体来说的话，他从这个无论是产品质感上还有这种。补水效果上我觉得都是很又加的嗯，它的那个膜布，然后很贴合。然后补水效果也是极佳的，嗯，因为我正好是碰上了他们搞活动。然后优惠力度也很大，嗯，然后就果断入手了四核。然后如果有喜欢的小伙伴，小宝贝们可以果断入手，真的很好。,,,,,2022-04-24 11:27:41.305,
7***杰,PLUS会员,"<div class=""comment-star star5""></div>",趁着活动价购入两款，即使家里面膜多还是忍不住买！补水很棒！套装勿拆字样真心丑！,,,,,2022-04-24 11:27:41.348,
泡***-,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：面膜很水润，回购过很多次淡淡的香气吸收很好闻和不刺激老公也很喜欢用春天比较干很喜欢这款面膜,,,,,2022-04-24 11:27:41.394,
****n,,"<div class=""comment-star star5""></div>",很好用的，精华液超多。皮肤也很容易吸收。查过这款面膜没有香精，没有化学成分。,,,,,2022-04-24 11:27:41.436,
起***名,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：不错，很好！使用感受：觉得很好，对得起价格！适合肤质：干燥的需要补水的皮肤！补水效果：很好，觉得比蓝色药丸好用，之前用的蓝色药丸比这还贵！贴合效果：不错，挺贴合皮肤的！其他特色：性价比很好！京东自营很快就到了！给老婆买的，她很满意，觉得比之前的蓝色药丸还好用，但是性价比比蓝色药丸要高很多！,,,,,2022-04-24 11:27:41.478,
1***f,PLUS会员,"<div class=""comment-star star5""></div>",最喜欢的面膜，预防痘痘很有效呢，痘痘即将来临时，连贴三天，就不会冒出来……,,,,,2022-04-24 11:27:41.528,
S***5,,"<div class=""comment-star star5""></div>",产品质感：薄透水分足，使用感受：清凉舒爽适合肤质：任何肤质都可以用吧！本身我自己是过敏肤质，加上在母乳，更仔细了三分，目前没有不适补水效果：还可以贴合效果：贴合度很好,,,,,2022-04-24 11:27:42.043,
是***奶,PLUS会员,"<div class=""comment-star star5""></div>",活动的时候买的非常划算，可以用很久。这个牌子一直也在关注，算是口碑各方面都不错的牌子。下单后，备货和京东物流到货都非常快。使用起来贴合度还是很不错的，就是精华液不是很多，干的比较快。但是不刺激皮肤，比较温和，整体用起是比较舒服的，好评。,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:42.101,
****明,,"<div class=""comment-star star5""></div>",这个牌子的面膜买了好多种。嗯，一盒十片。买了好多，大概这个夏天都不用再买面膜了。搞活动囤的，非常实惠。每天贴1到2片。这个夏天希望皮肤不会变得太差。反而会变得很好。夏天主要是保湿就好了。感觉效果还可以，如果好的话会继续买这个牌子的。,【镇定肌肤】茶树面膜,,2020-06-29 21:56,,2022-04-24 11:27:42.158,
雲***3,,"<div class=""comment-star star5""></div>",一直用这个牌子的面膜，京东有活动时买起来也划算，一次性买了两盒，快递小哥哥态度特别好，这么热的天，快递小哥哥也辛苦了。,,茶树面膜10片,,2018-08-14 10:52,2022-04-24 11:27:42.223,
小***e,PLUS会员,"<div class=""comment-star star5""></div>",京东物流真的非常的快，晚上下单第2天早上就收到了，加上优惠券折扣非常大，价格很实惠，这款面膜是祛痘控油的功效还没有用过。第1次使用。希望有效果。看里面的成分是用茶树精油做的。成分应该是有收缩舒缓的功能。,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:42.287,
晴***钟,PLUS会员,"<div class=""comment-star star5""></div>",第一次用美迪惠尔的面膜用了两片茶树的面膜纸挺厚实精华也多剪裁也不错总之上脸感受是挺不错的主打功效是控油祛痘不过目前还没感觉出来毕竟才用了两片味道也是那种淡淡的个人不喜欢那种香味很重的面膜这一点还是很满意其他两款还没用总之对得起这个价格,,茶树面膜,,,2022-04-24 11:27:42.342,
阿***N,,"<div class=""comment-star star5""></div>",使用感受：清爽适合肤质：油性混油补水效果：很好贴合效果：服帖,,【镇定肌肤】茶树面膜,,2020-06-21 19:45,2022-04-24 11:27:42.405,
疯***买,PLUS会员,"<div class=""comment-star star5""></div>",好用的不行了，正好赶上这次的活动，单片超值，买了囤货都行，哈哈哈,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:42.464,
笑***l,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的面膜平价又好用。每片里面都含有浓浓的精华液。面膜纸贴合度很好。贴在脸上随意走动都不会掉。京东自营旗舰店购买，正品有保证。,【镇定舒缓】茶树面膜,,2021-11-02 11:56,,2022-04-24 11:27:42.523,
C***8,,"<div class=""comment-star star5""></div>",刚去拿的快递，之前用过美迪惠尔的，挺好的，敷上很舒服～茶树的第一次买，希望可以祛痘痘,,茶树面膜10片,,2017-05-12 22:34,2022-04-24 11:27:42.584,
大***u,PLUS会员,"<div class=""comment-star star5""></div>",我也属于敏感肌肤，用了之后并没有过敏，也没有不舒服的感觉，反而觉得皮肤细腻，滑滑的，很好用,,,,,2022-04-24 11:27:43.029,
B***u,,"<div class=""comment-star star5""></div>",补水非常好，有淡淡的绿茶味道，脸型也服帖，精华液很多，坚持用一段时间皮肤肯定水水的,,,,,2022-04-24 11:27:43.077,
M***爷,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：蚕丝类型，贴合效果一般使用感受：使用完之后脸会很舒服，没有紧绷感，缓解能力无镇静效果超强补水效果：补水效果很不错,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:43.121,
****1,PLUS会员,"<div class=""comment-star star5""></div>",面膜很好，一套共四盒，双十一活动价真划算！本人混油皮，敷完很清爽很舒服，还能保湿，种草^_^,,【镇定肌肤】茶树面膜,,2020-11-16 19:25,2022-04-24 11:27:43.172,
莜***女,PLUS会员,"<div class=""comment-star star5""></div>",相比较下，这款更加水润舒适，很喜欢用这款面膜，没什么刺激，补水功能还好，会继续来回购的，很满意，送货速度也快，希望多做活动。,,【镇定舒缓】茶树面膜,,2021-11-07 17:01,2022-04-24 11:27:43.214,
****2,,"<div class=""comment-star star5""></div>",很喜欢的一款面膜每次感觉脸有点想长痘的时候或者刚挤完痘痘敷一张感觉缓解了不少早上出门前敷感觉一天下来脸确实没有那么爱出油,,,,,2022-04-24 11:27:43.256,
A***万,PLUS会员,"<div class=""comment-star star5""></div>",用过最好用的面膜，针对我这痘痘肌特别好用，已购买多次，这次赶上活动，多屯了些，好评,,茶树面膜,,,2022-04-24 11:27:43.304,
-***-,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：第二次购买这款面膜了很好用对痘痘确实有抑制跟消退的作用还能控油晚上用了第二天的脸也是没油贴合效果：精华液多其他特色：很好的一款面膜以后还会购买,,,,,2022-04-24 11:27:43.374,
东***猫,PLUS会员,"<div class=""comment-star star5""></div>",水分挺足，敷完皮肤很光滑，感觉效果还不错,,【镇定肌肤】茶树面膜,,2020-06-21 11:09,2022-04-24 11:27:43.414,
****b,PLUS会员,"<div class=""comment-star star5""></div>",搞活动一次买了四盒，很补水。夏天用很好！,,茶树面膜,,,2022-04-24 11:27:43.464,
z***u,PLUS会员,"<div class=""comment-star star5""></div>",是正品，很好用，精华很多，膜薄薄的，会回购,,茶树面膜10片,,2017-11-21 12:58,2022-04-24 11:27:44.088,
大***-,PLUS会员,"<div class=""comment-star star5""></div>",很喜欢他家面膜，精华液很多补水杠杠滴，买了几次了，买多也有促销划算,,茶树面膜10片,,2018-04-02 12:46,2022-04-24 11:27:44.133,
****b,,"<div class=""comment-star star5""></div>",很好用，用过一段时间了，敏感肌可以用的大概，我用了没过敏,,,,,2022-04-24 11:27:44.186,
p***g,PLUS会员,"<div class=""comment-star star5""></div>",这个味道很好很清爽精华液不是很多还可以,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:44.242,
水***秋,PLUS会员,"<div class=""comment-star star5""></div>",真的是无限次回购的超级好用面膜，特别喜欢用美迪惠尔的面膜，补水效果很好，用着也舒服，我是敏感肌肤，也可以用，最近皮肤有点起痘痘，所以又买了茶树绿色款的，基本一周用1到2次，本人比较懒，但是真的不错，多次回购，推荐给大家使用,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:44.320,
h***常,,"<div class=""comment-star star5""></div>",挺好用的效果也很明显就是比普通的感觉好,,茶树面膜10片,,,2022-04-24 11:27:44.370,
****2,PLUS会员,"<div class=""comment-star star5""></div>",东西非常好用，而且我们也常用这个牌子，下次会继续购买。,,茶树面膜10片,,2018-03-28 19:36,2022-04-24 11:27:44.424,
****a,PLUS会员,"<div class=""comment-star star5""></div>",东西质量很好，品质值得信赖，一直在使用，谢谢快递小哥及时送到！,,茶树面膜,,,2022-04-24 11:27:44.471,
还***你,PLUS会员,"<div class=""comment-star star5""></div>",第一次购买茶树菇的面膜，面膜，只能应Logo依旧很薄，很服帖补水效果嗯，暂代考察，不知道茶树菇的会不会效果怎么样一直信赖美的会儿这个品牌,,茶树面膜,,,2022-04-24 11:27:44.541,
u***w,,"<div class=""comment-star star5""></div>",看销量不错所以决定买来试试的，结果真的出乎我意料，补水效果非常赞，精华多，贴一次根本吸收不完，面膜纸也很细腻。用了一盒才来评论，不多说看效果。,,茶树面膜10片,,2017-08-24 09:20,2022-04-24 11:27:44.603,
E***y,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：面膜很好，连着用几天很有效果使用感受：连敷几天痘痘很明显就下去了适合肤质：适合油痘肌补水效果：补水效果也不错贴合效果：很贴合,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:45.251,
****8,,"<div class=""comment-star star5""></div>",快递很快，第二天早上就拿到快递了，?面膜质量很好，没买错，下次还要买,,茶树面膜10片,,2017-08-10 10:16,2022-04-24 11:27:45.309,
哎***仔,,"<div class=""comment-star star5""></div>",?这次趁着做活动，多屯点?+保湿效果：很棒+我的肤质：偏干+?，一直用韩国品牌的面膜，相信旗舰店的品质*.(@，?这次的赠品真的超多，优惠力度也很大哦，?下次活动肯定还来囤货+，?个人很喜欢这款面膜，面膜质量非常好，?做好补水皮肤就会好很多，送的睡眠面膜也蛮好用?,,【水油平衡】茶树面膜,,2021-03-31 17:29,2022-04-24 11:27:45.355,
Q***Y,PLUS会员,"<div class=""comment-star star5""></div>",质量很好哦，发货也很快，一家非常喜欢的店铺，我要疯狂推荐给朋友们不太爱评价，但这个是真的棒！质量很好，做工细致，包裹很严实，快递服务态度好，绝对好评！真心喜欢，颜色、款式都非常棒！宝贝心仪很久了，趁活动时候买真的太划算了，喜欢的不要犹豫啊正品，棒棒哒，价格很优惠，总而言之挺好的，还会再买宝贝特别喜欢，颜值高质量好，中看又中用，有需要的朋友不要犹豫了，最后祝商家生意兴隆！宝贝确实很棒，个人非常喜欢，朋友也说好来着，推荐购买宝贝与描述基本一致，发货很快，值得一买值得购买的产品，做工非常精细，比想象中的好，推荐大家尝试质量非常好，客服态度非常非常赞，有问题及时给解决了?超级好用！还很美观！墙裂推荐！有需要再回购！总体来说，确实很不错，客服的服务态度也很棒，说话几乎马上就会回消息，物超所值，真心推荐宝贝物超所值，很喜欢，下次还会来的物流满分?，包装快递满分?，配送员态度满分?，购物让人开心，吃土使我快乐~?????????不错，喜欢，性价比高，以后会经常光顾材质很好，质量也不错，到货也很快,,【镇定肌肤】茶树面膜,,2020-11-26 10:18,2022-04-24 11:27:45.402,
w***5,,"<div class=""comment-star star5""></div>",很不错，第二次回购，用着不错。,,【水油平衡】茶树面膜,,2021-03-24 13:56,2022-04-24 11:27:45.451,
超***_,,"<div class=""comment-star star5""></div>",产品质感：一直在使用这个牌子的面膜，质量很好使用感受：效果特别明显，很好用补水效果：补水效果超好，敷完感觉很水嫩贴合效果：特别的服帖，也很柔软,,,,,2022-04-24 11:27:45.500,
没***结,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：滑溜溜使用感受：很清爽适合肤质：任何肤质补水效果：很好,,,,,2022-04-24 11:27:45.553,
u***o,,"<div class=""comment-star star5""></div>",物流真是超级快京东自营物流必须给赞而且态度很好但是面膜味道太大了浓浓的酒精味都不敢在脸上敷用过以后效果不明显效果不咋滴,,,,,2022-04-24 11:27:45.604,
Q***儿,,"<div class=""comment-star star5""></div>",之前一直买的是蓝色包装的，也很好用，但是，这是买了茶树精华的，发现更好用，很服帖，也很好吸收，敷完第二天皮肤蛮好的，值得回购,,,,,2022-04-24 11:27:45.652,
s***3,,"<div class=""comment-star star5""></div>",产品质感很好，使用起来很舒服，补水控油效果好,,【镇定肌肤】茶树面膜,,2020-11-29 22:03,2022-04-24 11:27:45.718,
****d,,"<div class=""comment-star star5""></div>",对于痘痘肌的我还是很喜欢这款面膜，不刺激，保湿，舒缓不油腻,,茶树面膜10片,,2017-08-10 07:04,2022-04-24 11:27:46.221,
w***南,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔买过很多次，很好用，刚好有活动，也很便宜。,,【水油平衡】茶树面膜,,2021-09-13 11:03,2022-04-24 11:27:46.271,
****I,,"<div class=""comment-star star5""></div>",使用感受：还是很好的补水效果：很不错的产品质感：很好,,,,,2022-04-24 11:27:46.318,
大***p,PLUS会员,"<div class=""comment-star star5""></div>",我每次买面膜都是几盒几盒囤，上次买了几盒，分给了同事用，她们觉得补水效果不错，而且价格也实惠，这次三八节活动，也叫我帮她们把了几盒。这里面的精华很多，用不完的可以拿来擦手上和腿上！我是小气的皮肤，用了不会感觉到刺激性！,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:46.366,
****h,,"<div class=""comment-star star5""></div>",适合肤质：之前买过美迪惠尔的茶树面膜，和补水面膜，经过一段时间的使用，发现还是茶树面膜更加符合我的油性皮肤，这次又来回购。这款面膜控油补水确实不错，敷着很舒服。连续用了一个星期发现脸上出油明显减少了，每天早上起来，就很好爽。确实很好用，这次就一次买了几盒存着，脸上很干的时候就给它安排上。?,,茶树面膜,,,2022-04-24 11:27:46.423,
可***啦,PLUS会员,"<div class=""comment-star star5""></div>",同学推荐的，很好用，疯狂买了五盒，精华水特别多，敷完面膜皮肤水水嫩嫩的，没有过敏的现象呢，以后还会继续买的。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。，，，，，，，，，，,,茶树面膜,,,2022-04-24 11:27:46.475,
****w,,"<div class=""comment-star star5""></div>",包装有点压痕但很完整，送货超级快很满意，敷了一片面膜很薄很软精华超多的，能闻到很明显的茶树精油的味道，感觉补水会很好，也没太指望对祛痘有奇效,,茶树面膜,,,2022-04-24 11:27:46.538,
空***c,PLUS会员,"<div class=""comment-star star5""></div>",绿色很好看嘛，觉得适合夏天，忠于颜值，还没用，但是很便宜，速度超级快，早上买的下午就到了,,茶树面膜,,,2022-04-24 11:27:46.599,
Y***1,,"<div class=""comment-star star5""></div>",补水效果很好，买了九个，用了好几年了，这个面膜最好用，主要是祛痘效果很好，补水效果不错，长期使用了补水效果很好，买了九个，用了好几年了，这个面膜最好用，主要是祛痘效果很好，补水效果不错，长期使用了,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:46.652,
嶙***9,PLUS会员,"<div class=""comment-star star5""></div>",对痘肌很是友好，活动超级划算,,【镇定祛痘】茶树面膜,,,2022-04-24 11:27:46.721,
****f,,"<div class=""comment-star star5""></div>",看到朋友敷说补水效果特别好。我油性皮肤，所以就买了茶树的。希望效果特别好。双十一买的有活动很便宜。,,茶树面膜10片,,2017-11-08 17:09,2022-04-24 11:27:47.150,
游***微,PLUS会员,"<div class=""comment-star star5""></div>",嗯，这款面膜是非常推荐的一款水油平衡的一个面膜，我觉得对痘痘的作用非常大，四年前我长痘很厉害，然后在社交平台上刷到了这一款面膜，然后我就一个星期连着敷三天，一个星期敷三天之后，痘痘全消了，现在来姨妈痘我都用它，然后基本上就没有任何何痘印儿了,,【镇定舒缓】茶树面膜,,2021-11-10 12:28,2022-04-24 11:27:47.197,
u***g,PLUS会员,"<div class=""comment-star star5""></div>",这款还好很不错让男朋友帮忙买的积雪草那款刚用就爆痘给朋友用了朋友也爆痘有点难搞还买了三??,,,,,2022-04-24 11:27:47.238,
胖***子,,"<div class=""comment-star star5""></div>",这个面膜我用过，非常好用，值得给大家推荐用，就是有点小贵，效果不错的。想买的不用犹豫直接放心买吧。里面的液体也比较多的，用完皮肤很好。,,茶树面膜,,,2022-04-24 11:27:47.297,
****b,,"<div class=""comment-star star5""></div>",这款茶树面膜质量真的没得说最近我脸上无缘无故冒了好多痘痘今天早上就敷了一张痘痘就消下去了现在正在用希望痘痘可以彻底从我脸上消失,,,,,2022-04-24 11:27:47.340,
爱***娜,PLUS会员,"<div class=""comment-star star5""></div>",面膜很好用，买来送人的，询问了使用效果，很好，用起来很清爽，而且这个系列能够祛痘，一周做两次面膜，坚持下来的话希望肤质会改善很多哦，活动期间购买，推荐给大家,,,,,2022-04-24 11:27:47.382,
