用户名,会员,星级,评论,类型1,评论时间1,类型2,评论时间2,采集时间,评论时间3
L***a,PLUS会员,"<div class=""comment-star star5""></div>",一直回购的，活动半价改用了券，在面膜里算很便宜了，用着没有太惊艳，主要就是比较稳定，用这个从来没过敏过，冬天干燥所以太需要经常做面膜，我基本上隔一天就要做一次，双十一囤了一大堆估计要用半年，包装很好非常满意,,,【弹力紧致】胶原蛋白面膜,,23:48.3,
****z,PLUS会员,"<div class=""comment-star star5""></div>",最近美迪惠尔的面膜比较优惠，又囤了两盒，还没用呢！效果用过后在来追评！不过一直相信京东是正品！发货速度超快，快递小哥人也不错,,,胶原蛋白面膜,,23:48.3,
****7,PLUS会员,"<div class=""comment-star star5""></div>",之前一直用蓝色补水的那个，这次多买了一个这个，还没用不知道效果好不好。平常的面膜用了总会鼻子下面那里发麻，就这个不会有那种感觉，所以一直用，特别喜欢。,,,胶原蛋白面膜,,23:48.4,
l***n,PLUS会员,"<div class=""comment-star star5""></div>",以前用过感觉效果蛮好的，使用起来也很方便，不知是不是脸型或设计的问题，我用其他品牌的面膜时要调整很久或面膜怎么贴合脸部皮肤，用这个品牌就很容易布置。,,,【光滑弹嫩】胶原蛋白面膜,2021/11/21 17:15,23:48.4,
****e,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：觉得这个牌子实惠效果也不错，京东这个买了很多次，是正品使用感受：用完后皮肤滑滑的。要是精华液能再多点就好了适合肤质：我是油性皮肤，我用着很好补水效果：这款超补水，就是看中它的补水效果才一直回购的。以后用完会继续回购贴合效果：贴合效果我觉得一般吧，但是可以接受,,,【弹力紧致】胶原蛋白面膜,,23:48.5,
段***也,,"<div class=""comment-star star5""></div>",面膜的大小正适合我的脸，很服帖，昨晚面膜后，面部很放松，很舒服。实惠好用，喜欢，买了三款，都不错。,,,【弹力紧致】胶原蛋白面膜,,23:48.5,
l***8,PLUS会员,"<div class=""comment-star star5""></div>",这个牌子的面膜使用很长时间了，一弹网上有特价的时候都会多买一些，主要是用起来觉得比较好，而且有不同的种类功能，也不同有蚕丝的，有面膜纸的，不同肤质用不同的面膜补水效果非常好，而且面膜非常贴合面部，相信京东习惯好评,,,【莹润肌肤】胶原蛋白面膜,,23:48.5,
两***老,PLUS会员,"<div class=""comment-star star5""></div>",用过以后才来评价不错用过后脸就没那么干了非常不错的商品以后还会继续购买的,,,胶原蛋白面膜,,23:48.8,
h***h,PLUS会员,"<div class=""comment-star star5""></div>",一直用可莱丝的面膜，都是在促销时买。双十一京东买四盒四折，一起囤了四盒，很划算。原来是用蓝色那款补水的，这个黄色的是第一次买，还没有用，等着用了后跟蓝色的比较一下。,,,【提亮紧致】胶原蛋白面膜,2020/11/18 9:07,23:48.9,
馋***嗯,PLUS会员,"<div class=""comment-star star5""></div>",京东活动，刚好凑着活动买的，很划算了，之前也有用过这个牌子，还是一如既往的好用，补水?效果也很好，用完之后脸蓬蓬的，给个赞，推荐购买,,,【提亮紧致】胶原蛋白面膜,2020/11/8 15:15,23:48.9,
q***4,,"<div class=""comment-star star5""></div>",这款面膜是我经常用的，效果是肉眼可见的，我是属于干性皮肤，太干了，所以容易长痘痘，特别是生完孩子，用了几天以后，效果真的很不错，痘痘少了，皮肤光滑了！,,,胶原蛋白面膜,,23:49.0,
y***g,PLUS会员,"<div class=""comment-star star5""></div>",朋友去韩国带了两盒给我，用了之后觉得蛮好。后面就一直买这个牌子。本来年前已经买了2盒，只用了几片，现在三八妇女节，一看活动力度超级大。趁着活动价，一下子囤了5盒，按照每周1次，算了下可以用一年。况且平时有时候还忘记坚持用，所以估计要用超级久，准备分给同事一点。现在放冰箱保存，听说放冰箱保存好一些，现在几个格子都装的是我的面膜。,,,【弹力紧致】胶原蛋白面膜,,23:49.0,
T***4,PLUS会员,"<div class=""comment-star star5""></div>",除了说划算，没别的好说的了，一直用的这款面膜，补水效果很好，贴合度很好，每年必买的一款面膜，双十一提前购，活动力度够大，很好，赞一个。,,,【提亮紧致】胶原蛋白面膜,2020/11/11 19:52,23:49.1,
李***k,PLUS会员,"<div class=""comment-star star5""></div>",Mediheal家的面膜我已经用了很多年了，绝对是大品牌值得信赖！产品质感：面膜很有质感，包装也很精致，独立包装可以有效的锁住面膜的水分使用感受：面膜很厚实，水分充足，可以充分的滋润肌肤适合肤质：适用于任何肤质的人使用补水效果：补水效果明显，使用后整晚都很湿润,,,【提亮紧致】胶原蛋白面膜,2020/6/22 21:47,23:49.1,
****m,PLUS会员,"<div class=""comment-star star5""></div>",面膜只认美迪惠尔闻着淡淡的香味就觉得安心晒后补水来一片精华多而不粘腻面膜纸薄厚也适中趁着活动囤货真的太喜欢啦,,,【光滑弹嫩】胶原蛋白面膜,2021/7/26 19:34,23:49.2,
x***2,,"<div class=""comment-star star5""></div>","包装很好,之前买过水润款的很补水,听说这款也很不错,期待郊果棒棒哒",,,【盈润光滑弹嫩】胶原蛋白面膜,2021/2/4 11:38,23:49.2,
南***溪,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：一直用这个牌子，感觉不错?适合肤质：我是敏感肌用着也没事哦补水效果：补水效果还不错哦，皮肤很容易吸收产品质感：这个价位很合适，都是在京东购买的，很服帖，觉得用着很好，也没换过其他品牌，比外面便宜多了，买了差不多十多盒了，还是很喜欢。,,,【弹力紧致】胶原蛋白面膜,,23:49.3,
L***2,PLUS会员,"<div class=""comment-star star5""></div>",这面膜真好用做完之后感觉好水嫩重点是第二天还是很嫩很光滑晚上敷完面膜直接睡觉不用洗都没关系下次有活动还要买,,,胶原蛋白面膜10片,2017/7/2 22:18,23:49.6,
飞***0,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：丝丝滑滑使用感受：凉凉的很清爽贴合效果：非常不错补水效果：一直都在用补水根胶原蛋白这两种,,,【提亮紧致】胶原蛋白面膜,2020/10/12 20:39,23:49.6,
惊***腾,PLUS会员,"<div class=""comment-star star5""></div>",一直在使用这款面膜，对比过很多不同品牌，一直觉得这一款是补水效果最好的一款，而且一点都不刺激，补水于无形，非常值得购买。,,,【光滑弹嫩】胶原蛋白面膜,2021/6/5 18:17,23:49.7,
c***4,PLUS会员,"<div class=""comment-star star5""></div>",这个用了段时间才评论，感觉应该是真的，比较信任京东自营，营养液很多，用上很明显，但不大，感觉得给脸很小的女生用,,,胶原蛋白面膜10片,2017/5/11 15:13,23:49.7,
末***5,PLUS会员,"<div class=""comment-star star5""></div>",很滋润很保湿，精华液比较多，敷后感觉真的好像会弹一样，水水的，感觉比其它面膜稍小了点。,,,胶原蛋白面膜10片,2018/6/20 9:08,23:49.7,
暴***龙,PLUS会员,"<div class=""comment-star star5""></div>",同事推荐美迪惠尔面膜超级好用，趁着这波优惠果断入手，至于效果得用后再说，销量这么好应该不会差的。,,,胶原蛋白面膜,,23:49.8,
****m,,"<div class=""comment-star star5""></div>",胶原蛋白面膜也很补水，关键是能提亮肤色，水水嫩嫩的，不会过敏，一直用可莱丝面膜，囤了很多，效果一直不错，会继续支持！,,,胶原蛋白面膜10片,2018/4/11 0:01,23:49.8,
****x,PLUS会员,"<div class=""comment-star star5""></div>",不错，很好！带一点香香的用了好几片刚用如果好的话，后期在买！,,,【盈润光滑弹嫩】胶原蛋白面膜,2021/2/8 19:43,23:49.8,
菊***3,,"<div class=""comment-star star5""></div>",产品质感很好，面膜纸很薄，很服帖，使用感受还不错，用完感觉蛮水润的，补水效果还可以，本人逗逗敏感肌，最要命的那种肤质。。。这个牌子的用过几百片了，都没过敏什么的，还行吧，后面会回购，毕竟也是个蛮大的牌子，价格还这么亲民。,,,【弹力紧致】胶原蛋白面膜,,23:49.9,
L***9,,"<div class=""comment-star star5""></div>",从提拉紧致面膜排行榜上看到了这款产品到货后迫不及待的用了起来用完后皮肤非常细腻保湿效果很好,,,【盈润光滑弹嫩】胶原蛋白面膜,2021/2/27 18:31,23:49.9,
今***1,PLUS会员,"<div class=""comment-star star5""></div>",用完脸上非常光滑细腻，正好赶上京东搞活动，又买了几包，慢慢用，日期也是新的，保质期3年，划算。一周用2片，可以用一阵子了。,,,【光滑弹嫩】胶原蛋白面膜,2022/4/11 16:22,23:50.5,
a***r,PLUS会员,"<div class=""comment-star star5""></div>",一直很火的一款韩国面膜产品，正好京东优惠有活动，就买来屯了两盒，性价比很不错，比超市便宜太多。面膜液质地很清爽，跟皮肤贴合度很好，补水效果显著，尤其是在北方干燥的冬天，用完之后很滋润，不紧绷。有点不足的是，跟有的面膜相比，面膜液质地有点稀,,,【弹力紧致】胶原蛋白面膜,,23:50.5,
爱***俪,,"<div class=""comment-star star5""></div>",这款面膜真的非常棒，趁着京东做活动囤了4盒，真心好用，补水保湿效果明显，精华很多不油腻，用后皮肤滋润光滑，能满足不同人群的不同需求，下次活动回购,,,,,23:50.6,
开***J,,"<div class=""comment-star star5""></div>",面膜很好哦，水水的，嫩嫩的，敷上去大小合适（不像以前买的比脸大好多?），也很丝滑，大脸露出来让大家看看?还有一点很划算啊，买199减100呢，物美价廉啊,,,胶原蛋白面膜10片,2018/7/11 15:26,23:50.6,
_***梦,PLUS会员,"<div class=""comment-star star5""></div>",每逢大促必屯，回购无数。冬***，天天来一片。用完很舒服，也不洗脸，也不擦油，第二天早起还会很滋润。愿活动多多常买常优惠。,,,【光滑弹嫩】胶原蛋白面膜,2021/11/16 14:51,23:50.7,
幻***颜,PLUS会员,"<div class=""comment-star star5""></div>",超级好用，用后美白明显，细纹也减少了。基本一周敷个5天，另两天让皮肤休息一下。已经多次回购，价格非常亲民，活动时买很划算。,,,【光滑弹嫩】胶原蛋白面膜,2022/3/24 5:30,23:50.7,
英***Y,,"<div class=""comment-star star5""></div>",很好用的一款面膜，特意等到双十一凌晨起来买的?划算。用过很多款面膜，就是这款比较好用，活动时购买非常划算，值得购买。每次也会推荐给身边的朋友。,,,【提亮紧致】胶原蛋白面膜,2020/12/8 21:08,23:50.8,
****c,,"<div class=""comment-star star5""></div>",产品质感：非常水润使用感受：很保湿，用完没有什么干的现象适合肤质：用到现在没有什么过敏补水效果：非常的好贴合效果：完美贴合脸型,,,【弹力紧致】胶原蛋白面膜,,23:50.8,
****t,PLUS会员,"<div class=""comment-star star5""></div>",好用，产品质感：好使用感受：很好补水效果：良好贴合效果：服帖不油腻,,,【光滑弹嫩】胶原蛋白面膜,2021/11/22 8:06,23:50.9,
o***N,,"<div class=""comment-star star5""></div>",很期待，卖家推荐的，包装看起来都是很高档的!用后再追评！没有丑女人只有懒女人!很快昨天下单，今天上午就收到了!,,,【弹力紧致】胶原蛋白面膜,,23:50.9,
薄***合,PLUS会员,"<div class=""comment-star star5""></div>",贾丽的面膜用完了，就想从京东上买一些面膜这个品牌的面膜用了很多年，补水效果非常好，每次都买，这次，趁着有活动就买了好多好多，京东品质有保证，买到的肯定是正品，所以也推荐其他人在京东上买这款面膜。,,,【盈润光滑弹嫩】胶原蛋白面膜,2021/1/30 11:06,23:51.2,
w***g,PLUS会员,"<div class=""comment-star star5""></div>",现代社会工业化城市化进程加快，空气污染以及各种污染逐渐加重，对人们皮肤的损伤也是与日俱增，因此每天对皮肤的管理尤为重要，在一天忙碌之后，贴一片这个面膜真的是很舒服，它水润透亮，可以满足皮肤的水分需求，真的是很好,,,【莹润肌肤】胶原蛋白面膜,,23:51.3,
k***8,PLUS会员,"<div class=""comment-star star5""></div>",特別滋潤，敷上第一感覺就是清涼爽滑，像是有一層蛋清貼在皮膚上。面膜的材質也是薄透，而且適合小臉妹子，原液特別豐富，剩下的剛好可以滋潤脖子，一舉兩得，很滿意！,,,胶原蛋白面膜10片,2017/8/9 10:43,23:51.3,
佐***长,,"<div class=""comment-star star5""></div>",一直用他家的面膜超好用我是超级敏感肌用别人家的面膜经常会过敏他家的就不会补水效果嘎嘎滴胶原蛋白的也非常好用用完很舒服,,,【光滑弹嫩】胶原蛋白面膜,2022/3/8 14:34,23:51.4,
六***信,PLUS会员,"<div class=""comment-star star5""></div>",还没有用不知道效果怎么样，种草了很久大品牌效果应该不错原包装日期也很新鲜还没有用不知道效果怎么样，种草了很久大品牌效果应该不错原包装日期也很新鲜,,,【提亮紧致】胶原蛋白面膜,2020/11/17 12:57,23:51.4,
蘑***取,PLUS会员,"<div class=""comment-star star5""></div>",一直用这个面膜，面膜纸很服帖，精华液也很多，敷完之后皮肤感觉很光滑很细腻，相信京东犹豫的别犹豫了，快买吧用了大概有快两年了，皮肤状态真的有改善，27岁了脸上没有什么皱纹，明显的斑点还会继续用下去,,,胶原蛋白面膜,,23:51.4,
l***y,PLUS会员,"<div class=""comment-star star5""></div>",一次性买了四盒，今晚用了一下这款，感觉很不错，味道淡淡的清香，贴上脸上也很舒服，很贴合，补水效果不错?！价格公道，经济实惠，效果好，用完以后再买，有活动的时候买才更划算，想尝试的亲可以入手……值得推荐,,,【提亮紧致】胶原蛋白面膜,2020/8/12 21:58,23:51.5,
樱***_,PLUS会员,"<div class=""comment-star star5""></div>",之前一直用的该款面膜，此次正好赶上双11活动。首先这款面膜，包装很精美。打开面膜后，里边的精华很多。展开面膜，薄薄的，敷在脸上很舒服。我属于敏感性肌肤，用了之后没有任何不适的感觉。补水效果也是很不错的。其次感谢快递小哥。,,,【弹力紧致】胶原蛋白面膜,,23:51.5,
****u,,"<div class=""comment-star star5""></div>",一直都在京东购买这款针剂面膜，补水和修复同时使用，效果也会更好，冬天用了很滋润，也没有任何不适的过敏症状，配合眼贴膜使用效果也会更好，物流也很快，隔天就到了.,,,胶原蛋白面膜,,23:51.6,
丽***七,,"<div class=""comment-star star5""></div>",活动期间购买了产品价格优惠质量保证，很服帖也很好用，精华超多，用了也后不干燥,,,【紧致肌肤】胶原蛋白面膜,,23:51.6,
****3,,"<div class=""comment-star star5""></div>",面膜使用感很好，面膜纸薄薄的滑滑的，很服帖，精华很多，脸上用不完擦到胳膊上了。贴了15分钟也没有变干脱落现象。是我用过的面膜里比较好用的。京东99买两盒，一盒维生素一盒胶原蛋白的，很划算。生产日期也很新鲜。保质3年。,,,胶原蛋白面膜10片,2017/9/10 22:22,23:51.9,
****o,PLUS会员,"<div class=""comment-star star5""></div>",东西很好一直用的他们家面膜效果不错很薄水分很多贴完脸都不用在摸别的了很省事每周三次皮肤靓丽无比呢可以购买,,,【光滑弹嫩】胶原蛋白面膜,2021/9/5 15:47,23:52.0,
京***姆,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：贴合感很强，很细腻很舒服使用感受：感觉面膜滋润抓肤感和渗透性很不错适合肤质：所有补水效果：Good贴合效果：Great这真的是一款值得拥有的面膜，用过不会后悔。,,,【光滑弹嫩】胶原蛋白面膜,2021/8/21 10:50,23:52.0,
****t,,"<div class=""comment-star star5""></div>",虽然这款我还没有开始用，但是它家的面膜纸是我特别喜欢的，贴在脸上特别舒服，而且真的是有效果，因为我已经用过他家内个棕色内款了，真的特别好用，大家放心购买吧。,,,胶原蛋白面膜10片,2018/4/3 22:10,23:52.1,
l***8,PLUS会员,"<div class=""comment-star star5""></div>",一直以来都很喜欢用美迪惠尔的面膜，非常补水，晚上敷完第二天早上就会发现整个脸部都润润的，滑滑的。喜欢它的超多的精华液，每次用都会把多余的精华液涂抹在颈上、手上，不造成浪费。这次看到搞活动又买了两盒，之前买的是蓝色补水面膜，这次试试黄色的胶原蛋白面膜。,,,胶原蛋白面膜,,23:52.1,
H***s,PLUS会员,"<div class=""comment-star star5""></div>",这个面膜第一次试用，感觉特别棒，材质很舒服，接近透明，效果也不错。,,,【提亮紧致】胶原蛋白面膜,2020/9/9 21:46,23:52.2,
火***梦,PLUS会员,"<div class=""comment-star star5""></div>",第一次买这个面膜，但是非常好用，敷完之后冰冰凉凉的，补水效果一级棒，活动时候本来想着买试试的，没想到太惊喜了，会一直回购的。,,,【光滑弹嫩】胶原蛋白面膜,2021/9/15 14:04,23:52.2,
无***-,,"<div class=""comment-star star5""></div>",超级爱的面膜啊，每次用完都觉得脸蛋QQ弹弹的，很舒服，而且肤色真的没有一开始那么暗沉了，很好用,,,,,23:52.2,
y***g,PLUS会员,"<div class=""comment-star star5""></div>",到货很快，包装的很好，还有放碰撞的泡沫袋子保护，出厂日期很友好，质量很好，味道清新，保湿效果很好，头一次购买，希望有好的效果。,,,【光滑弹嫩】胶原蛋白面膜,2021/9/22 9:03,23:52.3,
柯***t,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：很好，很细腻，很舒服。使用感受：一直用的美迪惠尔，真的很好。适合肤质：任何肤质，我是混合肤质，我觉得挺好的，每次用完了，都觉得皮肤毛孔会变小，而且还会白一些。补水效果：很好哦贴合效果：很贴合，推荐其他特色：每次买都有活动，一起买比较划算，强烈推荐哦。,,,【莹润肌肤】胶原蛋白面膜,,23:52.3,
妞***8,,"<div class=""comment-star star5""></div>",一直用这个面膜，算是铁粉了，一次买好多盒，真的很保湿，活动优惠力度大，敏感肌用了也没过敏，，京东发货很快。,,,【提亮紧致】胶原蛋白面膜,2020/8/18 11:44,23:53.0,
2***3,,"<div class=""comment-star star5""></div>",宝贝收到，物流很快，适合肤质：干性皮肤补水效果：非常好使用感受：补水效果非常好，贴完面膜，皮肤很滋润。,,,【光滑弹嫩】胶原蛋白面膜,2021/11/2 12:23,23:53.0,
1***p,PLUS会员,"<div class=""comment-star star5""></div>",之前一直使用她家补水面膜，使用效果非常舒服，而且性价比很高，这次有活动就买了一些其他的面膜，现在还没有使用，不知道什么效果，等使用过后再评价。,,,【光滑弹嫩】胶原蛋白面膜,2022/4/12 11:48,23:53.1,
****k,PLUS会员,"<div class=""comment-star star5""></div>",吸收的效果真的很不错，保湿的程度也很好，希望能有所改善皮肤吧！，而且客服的态度也非常的好，给客服一个大大的好评，给店铺也一个大大的好评，下次用完之后还会来光顾的。,,,【提亮紧致】胶原蛋白面膜,2020/9/13 11:21,23:53.1,
莹***5,PLUS会员,"<div class=""comment-star star5""></div>",看见京东商城有满减活动，是想买睫毛膏的，这个面膜是第一次购买，试试看，收到当天晚上就试了一片，面膜比较薄，面膜上印有品牌Logo，精华液不算多，所以不能敷太长时间15分钟比较好，京东物流很快，早上下单下午就送到了，送货员服务态度很好，帮我送到楼上家里了，特别满意，这也是为什么我只愿意在京东购买商品的原因，感谢送货员的服务！面膜扫码是正品，放心购买！,,,胶原蛋白面膜,,23:53.1,
邮***R,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：精华液挺多的补水效果：贴15到20分钟后，皮肤很舒服。适合肤质：先清洁面部，任何肤质都适合。贴合效果：大小合适，哈哈，不能太胖或太瘦啊使用效果：经常购买，价格美丽，皮肤更要美丽。自营物流，快递小哥态度很好，好评,,,【弹力紧致】胶原蛋白面膜,,23:53.2,
饭***妈,PLUS会员,"<div class=""comment-star star5""></div>",很好，正品来的，一打开闻味道就知道了，搞活动三件五折真的很划算，比家门口化妆品小店还便宜些。这款第一次用，精华很多，又不会滴下来那种，而且没什么香味，也是很薄，脸部贴合度一般，也可能是我脸部比例的问题。总之能打九分吧。,,,胶原蛋白面膜,,23:53.2,
****8,PLUS会员,"<div class=""comment-star star5""></div>",活动期间一下子买了三个，性价比超高，自从用了之后皮肤明显改善，这样子才能更好的吸收水乳精华什么的，大品牌很细心，连面膜纸上都有logo，赞一个,,,【莹润肌肤】胶原蛋白面膜,,23:53.3,
****i,PLUS会员,"<div class=""comment-star star5""></div>",超级超级超级爱的一款面膜，没有之一，补水效果特别棒，京东物流也太给力了，买东西不喜欢等，就喜欢从京东买,,,【弹力紧致】胶原蛋白面膜,,23:53.3,
****2,PLUS会员,"<div class=""comment-star star5""></div>",觉得挺值的，在满减的活动里买的，核算下来价格还是可以接受的，毕竟是大品牌，第一次用这个牌子的，用了几贴后来评价的，这款膜水分很大的，贴了十多分钟后还可以继续从袋中填补，面膜尺寸很大完美贴合，用好了还会再来的，官方自营的东西就是靠谱！期待活动还会继续以后还会继续购买！,,,【弹力紧致】胶原蛋白面膜,,23:53.4,
晴***钟,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：面膜纸挺厚的贴合效果：裁剪合理个人感觉贴合度不错使用感受：只用了茶树那款目前还没用什么感受没有什么特别喜欢的点也没有不喜欢的无功无过,,,胶原蛋白面膜,,23:53.7,
****y,,"<div class=""comment-star star5""></div>",使用感受：觉得挺补水的，第一次用这款胶原蛋白面膜，哈哈哈哈，可能觉得自己老了吧，需要补充营养和胶原蛋白，用着还不错，用过后脸水水嫩嫩的，滑滑的，买了三盒，够自己用一段时间的，到时候做活动继续买，哈哈哈，这款面膜针剂水库面膜回购无数次了，真的真的很不错，用着补水还实话，价格比较平价，性价比比较高的一款，双十一买还是比较划算的，下次再等双十二再囤一些货，实惠用着也不心疼，哈哈哈哈，整体不错的感觉,,,【弹力紧致】胶原蛋白面膜,,23:53.7,
****5,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的面膜是一直使用的，效果很好，补水效果不错哦，包装也很漂亮是我喜欢的颜色，还可以提拉紧致肌肤，用完面膜第二天早上皮肤滑滑的,,,【光滑弹嫩】胶原蛋白面膜,2022/2/4 21:25,23:53.8,
****n,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔胶原蛋白面膜，轻薄透气，紧密裹住脸颊，轻轻拍打至精华吸收，锁住水分，提亮肌肤，温和无刺激。京东自营商城购买，价廉质优，非常喜欢。,,,【光滑弹嫩】胶原蛋白面膜,2022/3/16 19:38,23:53.8,
你***5,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的面膜很不错，有验证方法，是真的。我的皮肤属于稍微易敏感型，用这款没问题，而且补水效果很好，就是店铺一般，买了四款，说好买四送一，结果要同一款买四才送一，挺无语的。,,,【光滑弹嫩】胶原蛋白面膜,2022/2/13 21:41,23:53.9,
粼***9,,"<div class=""comment-star star5""></div>",宝贝已收到，非常满意。面膜真的好好用啊，里面的精华特别丰富，真的特别好用，很多次回购了，一直都很信赖喜欢这款面膜，用完皮肤水水嫩嫩的，用完睡一个晚上早上起来脸还是滑滑的，也没有油腻的感觉，清香好闻，推荐购买。,,,【提亮紧致】胶原蛋白面膜,2020/11/3 18:53,23:53.9,
大***雯,PLUS会员,"<div class=""comment-star star5""></div>",贴合效果：大小刚好胶原蛋白面膜黄色包装，幺九九四盒买的，很是划算，补水效果很好，在家休息敷个面膜很是享受！适合肤质：混合皮肤内膜成分有水，甘油，黄原胶等等，用着相当不错，送货速度还快，挺满意的，够不够一百个字啊，为啥要求这么多字,,,【弹力紧致】胶原蛋白面膜,,23:54.0,
糖***妈,,"<div class=""comment-star star5""></div>",非常好用，以前都是用纯补水的，这次选了一个这个抗紧致的，效果也非常好，又非常补水又嫩嫩的滑滑的，非常好的一次购物体验,,,【莹润肌肤】胶原蛋白面膜,,23:54.0,
T***s,,"<div class=""comment-star star5""></div>",物流快递很快，第二天就送到了，快递小哥不错人很好，没在家放到了代收的的便利店，包装完好无损，没有破损。打开箱子之后，里面的面膜也没有缺少，数量也够数，开箱的体验非常棒，东西都完好无损.产品的使用效果需要等以后用过之后发表,,,【弹力紧致】胶原蛋白面膜,,23:54.1,
M***竹,PLUS会员,"<div class=""comment-star star5""></div>",这个面膜特别好用个人还是最喜欢蓝色的没有试过黄色的买来试试,,,【光滑弹嫩】胶原蛋白面膜,2021/6/25 7:06,23:54.1,
w***1,PLUS会员,"<div class=""comment-star star5""></div>",面膜纸很薄，贴上去很舒服，皮肤混油偏干，贴完后，感觉皮肤补水效果还不错,,,【光滑弹嫩】胶原蛋白面膜,2022/1/20 10:52,23:54.4,
你***文,PLUS会员,"<div class=""comment-star star5""></div>",特别喜欢他家的面膜，每次都买好几盒，补水的，紧致的，维生素的，胶原蛋白的都用了，都不错,,,胶原蛋白面膜,,23:54.5,
****t,,"<div class=""comment-star star5""></div>",产品质感：比较厚，容易上脸使用感受：非常棒，很舒服！适合肤质：我是中性，很适合补水效果：非常棒贴合效果：和我的脸一样，非常服帖其他特色：包装好看！京东速度非常快！这次双十一买的超级划算！,,,【提亮紧致】胶原蛋白面膜,2020/11/3 17:40,23:54.5,
暖***是,,"<div class=""comment-star star5""></div>",用着可以就是精华少了点补水效果：很补水适合肤质：油性皮肤也可以贴合效果：很贴合很合适,,,【弹力紧致】胶原蛋白面膜,,23:54.6,
小***彡,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜真的很棒，效果好，是正品，质量也是杠杠的，第二天早上起来洗完脸之后，肌肤真的很水润，最近皮肤很干，用了这个面膜几片，滋润多了，面膜很贴合，宝贝挺薄的，敷了面膜之后肌肤很水嫩摸着皮肤是润滑了一点，用后效果好。我特别不喜欢黏腻感的面膜，这款完全不会，非常贴合，精华也非常丰富，多余的抹抹脖子手臂，不浪费也不油腻。,,,【盈润光滑弹嫩】胶原蛋白面膜,2021/2/25 19:04,23:54.6,
Z***4,,"<div class=""comment-star star5""></div>",特意用了一段时间才来评论，是正品，效果很好，我本**肤比较干，每天一片。用了快一个月了，皮肤明显白亮了许多，很滋润了。拍了4盒不同款，感觉都很好用，里面精华特别多。用了这款面膜以后感觉自己以前买的面膜都白买了！以后就它了！希望会一如既往的好下去！又放在购物车里了，等着双11下手买好一年的！！！,,,胶原蛋白面膜,,23:54.6,
B***G,PLUS会员,"<div class=""comment-star star5""></div>",一直都在使用美迪惠尔面膜，柔和舒适不刺激，皮肤敏感的我特别喜欢。贴合度和覆盖度都非常好，少有的好！,,,【光滑弹嫩】胶原蛋白面膜,2022/2/10 14:58,23:54.7,
残***言,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：第一次购买。质感很好使用感受：使用之后脸上滑滑嫩嫩的适合肤质：适合各种肤质补水效果：补水效果非常好,,,【提亮紧致】胶原蛋白面膜,2020/12/4 23:50,23:54.7,
t***s,,"<div class=""comment-star star5""></div>",虽然是在这样的特殊时期，宝贝还是比预期的时间提前到了，很开心呀。谢谢辛苦的快递小哥了！之前的面膜刚好用完了，这次买的就续上了。我比较喜欢这款胶原蛋白的，感觉补水保湿效果不错，似乎也有收缩毛孔的效果，总之比较适合我的肤质。有时皮肤比较敏感，但用这款面膜就很舒服，没有不良反应。,,,【弹力紧致】胶原蛋白面膜,,23:54.8,
不***t,PLUS会员,"<div class=""comment-star star5""></div>",等我用了来给你们说哦，蓝色用了，补水补湿很好，第二天起来脸会滑滑嫩嫩的,,,【光滑弹嫩】胶原蛋白面膜,2021/6/4 11:30,23:54.8,
小***头,,"<div class=""comment-star star5""></div>",我是敏感肌且干燥，这款用着毫无压力，真的很水润，晚上用了早上起来看皮肤就好一些，会回购,,,,,23:55.1,
n***洋,PLUS会员,"<div class=""comment-star star5""></div>",终于收到喜欢的宝贝了，快递包装非常精美，没有破损。黄色包装的面膜可以可以淡化皱纹。提亮肤色。我是敏感肌上脸有稍微刺痛的感觉。敏感肌应该慎重考虑一下，应该在耳朵后面轻轻地做一些测试，不要过敏。美迪惠尔家的面膜补水效果都非常非常的好，一次很满意的购物体验，下次不会回购黄色的面膜了。,,,【弹力紧致】胶原蛋白面膜,,23:55.1,
永***0,PLUS会员,"<div class=""comment-star star5""></div>",第一次买是在深圳中英街，用着好，就在京东继续买了，面膜非常的薄，贴在脸上细滑透气，吸收非常快，用完皮肤柔柔嫩嫩的，袋里的精华还能再涂在脸上！价格也不贵，适合每天用！,,,【光滑弹嫩】胶原蛋白面膜,2022/3/6 8:28,23:55.2,
陈***胖,,"<div class=""comment-star star5""></div>",美迪惠尔的面膜真的很好用，很水润已经回购过很多次了，给身边的朋友都推荐了,,,【光滑弹嫩】胶原蛋白面膜,2021/3/29 23:58,23:55.2,
****i,PLUS会员,"<div class=""comment-star star5""></div>",这个面膜总体来说，还是很不错的，用起来十分得好，补水效果十分得好，东西也都是送货上门的服务态度十分得好，下次还会再来购买的。,,,【光滑弹嫩】胶原蛋白面膜,2022/1/7 18:53,23:55.3,
