用户名,会员,星级,评论,类型1,评论时间1,类型2,评论时间2,采集时间,评论时间3
****c,PLUS会员,"<div class=""comment-star star5""></div>",我妈看见我用她说她也用，用完老妈觉得挺好的，于是趁又有活动就赶紧回购买给她，用得很服帖，面膜不是很薄也不是很厚，给老妈买的美白的，效果不错，是感觉有白一点，我喜欢用补水的，性价比挺好的，经常用，都来买吧,,,【紧致肌肤】毛孔紧致黑面膜,2020-07-17 09:11,2022-04-23 20:05:46.341,
r***n,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔女士男士面膜？产品的质感非常的好。对于干性皮肤，使用起来的效果非常好。补水效果非常的充分。对各种脸型，贴合的效果都非常的到位，没有一丝浪费。还有去黑头美白的效果，坚持长期使用，效果一定不会错。京东大促，上午下单，下午就送到了。物流非常的快。,,,【紧致肌肤】毛孔紧致黑面膜,2020-07-02 17:48,2022-04-23 20:05:46.386,
****泪,,"<div class=""comment-star star5""></div>",一直用这款面膜，补水特别好用，也不油腻，好用,,,【清洁收缩毛孔】毛孔紧致黑面膜,2020-12-29 21:02,2022-04-23 20:05:46.441,
****3,PLUS会员,"<div class=""comment-star star5""></div>",首先从包装上看很少女心面膜的功效从包装上看也是一目了然！连续敷了几贴面膜很服帖精华也很多补水效果不错！满意！,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:46.499,
****m,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：质感可以，薄薄的，不过里面的汁液和面膜不能很好的贴合在一起唉，在袋子里都分开了，一上一下的，汁液不粘稠，有些稀使用感受：用起来不错，水水的适合肤质：我是油性皮肤补水效果：挺补水的贴合效果：很贴合，不用过多调整其他特色：活动价格真的很便宜，用完之后以后还买,,,【紧致肌肤】毛孔紧致黑面膜,2020-06-13 12:49,2022-04-23 20:05:46.562,
****0,,"<div class=""comment-star star5""></div>",刚收到货就用了一片，非常好用，也很服帖，好评，很满意，这个价位来说,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:46.615,
u***c,,"<div class=""comment-star star5""></div>",产品质感：产品质感高大上，外包装对比没区别，只是评论一不小心没保存，重新来过，好难过使用感受：用着不粘人，很清爽，非常舒服适合肤质：个人是综合性皮肤，用着不错，滋润型适合所有肤质补水效果：补水，这个就是补水系列啊，用完直接睡觉?，脸都不用洗，完美贴合效果：服帖,,,【紧致肌肤】毛孔紧致黑面膜,2020-06-27 20:47,2022-04-23 20:05:46.670,
x***p,PLUS会员,"<div class=""comment-star star5""></div>",面膜性价比非常高，199，4盒超级划算。补水效果特别好，以前在实体店买都是100多一盒。搞上6月18多囤一点，面膜是消耗品。每天睡觉前敷上一片，补水有又便。希望每一都是6.18，实惠又实在。有了京东生活方便多了，节约了很多去实体店的时间，又能买到物美价廉的东西！,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:46.729,
不***7,PLUS会员,"<div class=""comment-star star5""></div>",一直在用有活动就屯些对我这样的资深女人非常适合有收紧的作用而且敏感肌也可以用,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:46.784,
蘇***信,PLUS会员,"<div class=""comment-star star5""></div>",…超级好用，买了很多款，这几款用的最好，里面的精华液多的敷不完，脖子、胳膊都用上了。喜欢喜欢,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:46.842,
P***O,PLUS会员,"<div class=""comment-star star5""></div>",补水美白保湿效果不错，每次下单都是蓝色和粉色各两盒。质量杠杠滴?,,,【紧致肌肤】毛孔紧致黑面膜,2020-09-17 23:08,2022-04-23 20:05:47.168,
人***态,PLUS会员,"<div class=""comment-star star5""></div>",产品不错，效果也很好，一直在买的产品，价格实惠。,,,【清洁收缩毛孔】毛孔紧致黑面膜,2021-01-01 09:13,2022-04-23 20:05:47.215,
娜***8,,"<div class=""comment-star star5""></div>",收到货了，没用过这个牌子，信赖京东，看着销量挺好，所以就大胆的入手了，今日第一天用，面膜味道很淡，很贴合皮肤，精华挺多，设计也很人性化。我选的是细致毛孔的，希望好用，坚持使用一个月，会回来追评，告诉大家使用效果。,,,【紧致肌肤】毛孔紧致黑面膜,2020-07-26 20:59,2022-04-23 20:05:47.260,
****s,PLUS会员,"<div class=""comment-star star5""></div>",这次一共买了六盒面膜，比比哪个更好用，这款我在金鹰超市买过比这里贵多了！还是很好用的，和老公一人两盒,,,【紧致细腻】毛孔紧致黑炭面膜,,2022-04-23 20:05:47.305,
****w,PLUS会员,"<div class=""comment-star star5""></div>",面膜很好，很贴合，用完之后感觉皮肤变好了，很水润,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:47.353,
G***3,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：面膜很适用，贴合效果很好。使用感受：这款黑色的面膜还是头一次使用，效果也不错，趁着活动期间每个款式都买了一盒，效果不错。适合肤质：我是干性肤质，适用。补水效果：很补水贴合效果：和脸部贴合很好。,,,【清洁收缩毛孔】毛孔紧致黑面膜,2020-12-13 12:13,2022-04-23 20:05:47.404,
g***0,PLUS会员,"<div class=""comment-star star5""></div>",很好，用上不同的颜色，可能对皮肤更有帮助吧，看来我还得屯一些,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:47.447,
巴***6,,"<div class=""comment-star star5""></div>",产品质感：很舒服，贴到脸上凉凉的，柔软使用感受：这款面膜我敷完一下子觉得皮肤好好，不吹不擂，我觉得巨好用适合肤质：皮肤毛孔大的补水效果：补水超棒，脸嫩嫩的贴合效果：挺贴合脸部的，就是面膜纸偏小点，我的大脸盖不住哈哈,,,,,2022-04-23 20:05:47.490,
****p,PLUS会员,"<div class=""comment-star star5""></div>",已经购买很多次这款面膜，用起来一直不错，也确实挺好用的，里边的精华比较丰富，有一点淡淡的香味，用了几片之后，脸也很舒服，不会感觉刺激皮肤，面膜粉大小男女都可适用，至于其他的效果倒也不是很明显，总的来说还可以。好评。,,,【紧致肌肤】毛孔紧致黑面膜,2020-10-10 20:23,2022-04-23 20:05:47.527,
J***B,PLUS会员,"<div class=""comment-star star5""></div>",用起来非常滋润之前一直在用做活动又买几盒非常划算,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-04 12:47,2022-04-23 20:05:47.593,
贾***买,PLUS会员,"<div class=""comment-star star5""></div>",黑膜很服帖，贴的感觉很好，精华液超多，只是觉得比较稀薄，以前用的面膜精华液都比较厚重，敷完脸上黏黏的，不知道哪种比较好,,,,,2022-04-23 20:05:47.988,
胜***3,,"<div class=""comment-star star5""></div>",面膜很好用但这个包装真的一言难尽还好是自己用这要送人得多尴尬,,,,,2022-04-23 20:05:48.037,
j***0,PLUS会员,"<div class=""comment-star star5""></div>",送货上门，速度蛮快，面膜吸收好，能完美贴合脸部，用完还会回购！,,,,,2022-04-23 20:05:48.088,
****b,,"<div class=""comment-star star5""></div>",双12活动买的非常的划算，一下买了4盒，还没开始用，用段时间过来追评，好用的话会再回购。,,,,,2022-04-23 20:05:48.140,
池***i,PLUS会员,"<div class=""comment-star star5""></div>",这个是第一次用。试用之后感觉还是很不错，精华也比较多！！！不是很黏腻！！,,,,,2022-04-23 20:05:48.190,
C***心,,"<div class=""comment-star star5""></div>",不错，贴着很舒服，补水效果也很不错，已经是第二次买了，第一次买一盒试试效果不错，第二次一次性买三盒，快递速度那是没得说了，昨天晚上买的，今天中午就能收到了，必须点赞。,,,,,2022-04-23 20:05:48.239,
*****,,"<div class=""comment-star star5""></div>",一直用这个因为精华量觉得正好服帖度也很好主要是没有珠光纸真心觉得那个麻烦效果就是正常滋润补水其他作用没发现,,,,,2022-04-23 20:05:48.292,
最***4,,"<div class=""comment-star star5""></div>",双11活动给力买的，这下可以用好久了，屯着以后也能用，超级补水啊，哈哈哈,,,,,2022-04-23 20:05:48.346,
风***1,PLUS会员,"<div class=""comment-star star5""></div>",就是就觉得觉得减肥减肥家具家电觉得节假日诶对打电话很喜欢的待机时间苏苏苏无也学觉悟就,,,,,2022-04-23 20:05:48.396,
爱***R,,"<div class=""comment-star star5""></div>",特别喜欢这个牌子的面膜，我脸上有点毛孔粗大，试试这个面膜希望可以有用，双十一买的，价格还可以,,,,,2022-04-23 20:05:48.457,
兴***g,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜薄薄的，敷在脸上很贴合。每隔两三天睡前做一次，然后清水洗净，美美地入睡。第二天起床照镜子，感觉脸部皮肤都细嫩紧致了。与白色的交替使用，感觉效果都很好。,,,【收缩毛孔】毛孔紧致黑面膜,2022-03-14 20:07,2022-04-23 20:05:48.861,
爱***东,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：服帖、补水强、价廉物美使用感受：丝滑、补水效果非常好适合肤质：混合型补水效果：特强,,,,,2022-04-23 20:05:48.908,
t***1,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：好使用感受：用了很久了，喜欢补水效果：很好贴合效果：完美一直在用，补水效果比较合适自己，贴合度很适合我的脸型。价格也很实惠。经常有活动。既补水又清洁，超喜欢。味道很好闻，没有刺激,,,,,2022-04-23 20:05:48.944,
****b,,"<div class=""comment-star star5""></div>",产品质感：很不错，看起来高大上使用感受：柔和湿滑特别滋润适合肤质：敏感性肌肤，混合性皮肤补水效果：特别补水保湿，弹润嫩滑贴合效果：贴合度很好,,,,,2022-04-23 20:05:48.986,
m***7,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：摸起来拿在手上觉得水分、精华很多，冰冰凉凉的。使用感受：精华很多，晚上睡觉之前固定敷上一片，然后洗脸睡觉，最好用清水洗掉，擦点爽肤水，这样脸上会特别的光滑、水润。贴合效果：面膜设计的很好，能完全贴合皮肤，面膜很大，我老公也会和我一起用，他用起来也完全没有问题。其他特色：物流一如既往表现出色，外包装完好。,,,,,2022-04-23 20:05:49.027,
h***p,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：非常适合使用感受：去油效果好适合肤质：干性补水效果：比较好贴合效果：好好,,,,,2022-04-23 20:05:49.067,
天***L,,"<div class=""comment-star star5""></div>",京东618活动大力囤货，很优惠的价格，值得信任的品牌，面膜纸很服帖，很水润，很满意的一次购物,,,,,2022-04-23 20:05:49.131,
风***暴,PLUS会员,"<div class=""comment-star star5""></div>",上午下单的时候还显示星期六到，没想晚上就收到了，京东速度杠杠的！以前用的是茶树的，这个感觉味道很好闻，比茶树面膜要厚点，感觉比茶树的滋润一点！,,,,,2022-04-23 20:05:49.175,
0***0,PLUS会员,"<div class=""comment-star star5""></div>",趁着优惠活动，赶紧囤起来，和老婆一起慢慢用，之前有用过了，效果很不错，黑面膜敷完特别白，美白去黑头效果杠杠的，坚持使用才有效果的，一次半次肯定看不出来的啦，自从用了这个牌子的面膜，就真的爱不释手啊，适用性广，不刺激不过敏，京东买的也放心！,,,,,2022-04-23 20:05:49.217,
****6,PLUS会员,"<div class=""comment-star star5""></div>",趁活动买了三盒，面膜很好用，一样能收缩毛孔，要坚持用一段时间?,,,,,2022-04-23 20:05:49.264,
****u,,"<div class=""comment-star star5""></div>",美迪惠尔面膜特别好用，物美价廉，平价面膜，保湿效果很好！,,,,,2022-04-23 20:05:49.564,
L***东,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜很补水。很收缩毛孔，还能改善黑头，非常的好用。,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:49.624,
砂***8,,"<div class=""comment-star star5""></div>",超级好用的哦，用完后皮肤很清爽紧绷，皮肤易过敏，一直都是用的这个牌子面膜，趁着优惠买了几盒，家里还有没用完的,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:49.675,
h***X,PLUS会员,"<div class=""comment-star star5""></div>",打折真的好便宜啊，用起来完全不心疼，补水OK，买它，效果不错,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:49.734,
y***君,,"<div class=""comment-star star5""></div>",使用感受：用一段时间才来评论的，感觉特别优惠特别好补水效果：用过脸比较光滑！贴合效果：刚刚好适合肤质：我好像用别的都会过敏，用这个倒是没有,,,,,2022-04-23 20:05:49.792,
太***砳,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：这款面膜贴了很舒服，质感棒棒的??。适合肤质：我是干性皮肤，黑头也比较多，这款面膜感觉比较适合自己。补水效果：美迪惠尔面膜的补水效果不用多说，绝对杠杠的，精华很多，每次用完脸上都很舒服。其他特色：双十一买的，划算，而且绝对正品，棒,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:49.853,
刘***号,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：这款是毛孔细致修护款，混合着其他用，效果应该更好一些使用感受：舒舒服服，早一片补水晚一片细致适合肤质：都适合吧补水效果：也是妥妥的补水?一片顶半天尤其办公室临街环境很重要，空气流动大水分散快贴合效果：非常贴切，没有华丽花俏的操作，很方便,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:49.908,
我***卓,PLUS会员,"<div class=""comment-star star5""></div>",回购好几次的面膜，赶上有活动一次性买了四盒，感觉保湿效果还不错，有空晚上就敷一贴，非常滋润，敷面膜就是要坚持才能看出效果，一次两次的看不出面膜的好坏，这几盒功能各不相同，互相补充，换着用，有的补水好一点有的紧致肌肤很喜欢用，服帖效果也特别好,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:49.961,
****2,,"<div class=""comment-star star5""></div>",产品质感：活动时候买的买了两盒超级好用专注补水保湿，爱了爱了精华很多敷15-20分钟即可然后用清水洗掉擦点爽肤水第二天脸还是会特别的光滑水润真的超级棒用完我会在购买放冰箱冰几分钟敷.上去会更爽哦用完会觉得皮肤很滑很透亮，精华刚好够用的感觉，精华呈白@液状，比蓝色保湿款要浓稠，这款味道也很香。精华乳白色，还带着唇部可以一起敷，每次敷完之后都觉得:皮肤超软，补水效果很突出，用一段时间貌似痘痘还少了些。,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:50.019,
****S,PLUS会员,"<div class=""comment-star star5""></div>",老婆慣用的面膜，長期在用，很適合他的肤质，他很喜欢，貭感好补水效果佳，長期用下來感觉很好，效果也很不錯，所以老婆用的安心，我也買的安心。,,,【清洁收缩毛孔】毛孔紧致黑面膜,2021-03-15 07:36,2022-04-23 20:05:50.084,
张***嘟,PLUS会员,"<div class=""comment-star star5""></div>",水润保湿面膜10片水库针剂(紧急补水)效果杠杠的,,,,,2022-04-23 20:05:50.475,
会***鹉,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜不错不错，第一次使用，昨天一到货后，昨天晚上就用了，非常保湿，不黏，有的面膜黏黏糊糊，很难受，但是这款的精华不那么黏，味道很清香，好闻。一周用两三次，应该够我用一阵子的了，一次买了四盒，价格很划算，用完了会再回购。,,,【紧致肌肤】毛孔紧致黑面膜,2020-06-18 11:43,2022-04-23 20:05:50.522,
邓***7,PLUS会员,"<div class=""comment-star star5""></div>",补水效果：非常棒，秋冬季节使用更好。使用感受：数次回购，效果棒棒哒哦,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:50.584,
****a,PLUS会员,"<div class=""comment-star star5""></div>",面膜很贴合脸部皮肤，用完皮肤水水的，很舒服。,,,【紧致肌肤】毛孔紧致黑面膜,2020-07-21 14:05,2022-04-23 20:05:50.629,
红***牌,PLUS会员,"<div class=""comment-star star5""></div>",之前买的是补水的，蓝色那款的，很好用，这次试试这款毛孔紧致的，用着感觉不错，不刺激皮肤，很舒服，期待有效果,,,,,2022-04-23 20:05:50.670,
小***5,PLUS会员,"<div class=""comment-star star5""></div>",刚用了一贴，感觉用的很舒服，精华液虽然不是特别多，但是绝对够皮肤用的，而且用完皮肤也不黏黏的，早上起床也不油腻，很喜欢，坚持用效果不错的,,,毛孔紧致黑炭面膜10片,2018-08-11 14:41,2022-04-23 20:05:50.726,
安***婶,PLUS会员,"<div class=""comment-star star5""></div>",一直用的这个牌子的，非常好用，之前买的是别的牌子的，现在用完了。,,,,,2022-04-23 20:05:50.770,
****a,PLUS会员,"<div class=""comment-star star5""></div>",买过美迪惠尔的好些款面膜，都还挺好的，这次的紧致面膜也很满意，膜纸厚度适中，贴合效果好，精华液充足，连脖子都可以抹上，敷完感觉皮肤润润的，补水效果还可以！6.18活动价钱也很合适，一盒才30多块，超值，下次打算多囤一些！,,,【紧致肌肤】毛孔紧致黑面膜,2020-07-17 13:43,2022-04-23 20:05:50.813,
莫***好,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：质感很好，做工精细，很满意。使用感受：使用感受：非常好，很舒服适合肤质：任何肤质都适用，不会觉得干燥。适合肤质：适合肤质,,,,,2022-04-23 20:05:50.856,
风***风,PLUS会员,"<div class=""comment-star star5""></div>",是这家的老顾客了，前段时间买的都还没用完呢，这次搞活动很划算，就又囤了四盒。家里的面膜已经堆成山了，哈哈。这款面膜是真的好用，朋友用了我买的这款面膜也爱上了。还说下次有活动的时候帮她也买点。真心不错，很服帖，强烈推荐。比心,,,【紧致细腻】毛孔紧致黑炭面膜,,2022-04-23 20:05:50.906,
超***多,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：用了三天才来评价的，是正品，肤质改善情况：之前经常有痘痘，红血丝，看上去肉肉很松弛，用这个2星期后，都会有很微妙的变化脸看着好有弹性喜欢吸收效果：我用了25分钟才能看出明显的效果，非常喜欢，整体评价：这款面膜我用了三年，也不是坚持天天用，一个学生也没有那么多，自己在脸上花这么多，但是真的可好用喜欢,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:51.263,
c***4,PLUS会员,"<div class=""comment-star star5""></div>",很水润，让皮肤滋润，美白，补水能力很强，而且皮肤变得滋润了细致了，原来的小黑头也慢慢的缩小痘印也开始变干，很满意,毛孔紧致黑炭面膜,,,,2022-04-23 20:05:51.317,2019-10-22 18:24
g***0,,"<div class=""comment-star star5""></div>",同事推荐的，说特别好用，之前在超市看到了想买，后来想着在京东上买吧，也许有活动，结果上来一看确实是有活动，跟别的东西一起拼单，满三件打五折的活动，有合适的，这个产品同事都说好用，所以说这次也就买了。不错不错,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:51.393,
卡***2,PLUS会员,"<div class=""comment-star star5""></div>",以前一直用蓝色补水的经典款，这次一起买了五盒不同的！这款是黑膜，黑膜要比其他款膜纸厚，不过敷上以后很贴合，裁剪很好！精华也很多，袋子里还剩不少，我又都挤出来涂脸上了！效果也不错，精华吸收很好，补水效果不错，至于紧致什么的还得坚持使用！我用面膜就是为了日常补水，至于提拉紧致什么的我觉得面膜达不到那种效果！补水用这款没问题！,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:51.463,
u***s,PLUS会员,"<div class=""comment-star star5""></div>",敷了挺舒服的，也挺滋润，没有过敏反应，紧致没有太大的的感觉，感觉面膜精华挺粘稠的，全都锁着在面膜上了，敷了不会往下流！这个很好，适合躺着敷面膜的人儿！,,,,,2022-04-23 20:05:51.518,
u***o,PLUS会员,"<div class=""comment-star star5""></div>",买了它家三款面膜，最喜欢这个黑色的面膜了。本人是混合型皮肤，t字区比较油。敷完之后，感觉特别清爽。,,,【紧致肌肤】毛孔紧致黑面膜,2020-08-22 19:29,2022-04-23 20:05:51.572,
u***8,,"<div class=""comment-star star5""></div>",用着超级棒，这个改善黑头的效果特别明显，头天搭配去角质的洗面奶使用，第二天看着皮肤水嫩而且不见黑头。产品质感：水润保湿使用感受：比较贴合不会紧绷适合肤质：中性偏干补水效果：效果明显,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:51.653,
s***乱,PLUS会员,"<div class=""comment-star star5""></div>",一直是这品牌面膜的忠实粉丝，性价比超高的面膜，每次搞活动都囤面膜，每晚敷一张，皮肤又白又嫩,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:51.705,
w***7,,"<div class=""comment-star star5""></div>",说实话，这个面膜我是听朋友介绍才用的！精华没有像评论上说的那么多，但是也足够了！这个精华更偏向水类的，确实很好吸收，用完之后，也没有别的面膜的那种黏黏的感觉，用之后皮肤感觉还是挺不错的,,,毛孔紧致黑炭面膜10片,2017-09-16 20:40,2022-04-23 20:05:51.759,
来***下,PLUS会员,"<div class=""comment-star star5""></div>",保湿效果特别好，用完感觉很滋润，跟香港买的一样效果，特意用了一段时间再来评价，活动价入手真的超级划算，值得购买！,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:51.825,
****h,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：用着很贴服，细腻感很强使用感受：用着感觉皮肤很舒服，无排斥感适合肤质：任何肤质的人都可以用补水效果：补水效果很棒，一贴就可以改变原有干涉皮肤贴合效果：可以很好的贴合面部，设计很科学其他特色：包装精致，而且日期很新，快递很快，本来买的就是应急产品，家里面膜不够了，到货很快！,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:52.184,
爱***儿,PLUS会员,"<div class=""comment-star star5""></div>",补水特别好，每天一片，冬天的天气干，对皮肤有好处。,,,,,2022-04-23 20:05:52.227,
翩***1,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：很好用，偶然一次机会用到的，从此念念不忘(?ˆ³(ˆ?ˆc)使用感受：以前用的面膜，就不说哪家的了哈，虽说也写着免洗，但是用完撕下来脸上黏糊糊的，不洗就难受死了，这个真的不用洗，拍一拍，很清爽，一点都不沾。适合肤质：我是中性偏油，用着没问题补水效果：很可以。贴合效果：好其他特色：推荐大家使用,,,,,2022-04-23 20:05:52.268,
w***4,PLUS会员,"<div class=""comment-star star5""></div>",收到货有几天了，然后嗯这几天一直连续的在用。非常好用，然后一股淡淡的清香味儿，然后面膜效果也不错。嗯，比较好吸收，面膜超薄超服帖。补水效果特别好，用了之后皮肤滑滑嫩嫩的。之前皮肤一直比较干，然后用了几天之后现在皮肤好好，会一直用下去。,,,【紧致细腻】毛孔紧致黑炭面膜,,2022-04-23 20:05:52.309,
y***呀,,"<div class=""comment-star star5""></div>",个人比较喜欢用黑面膜，我倒是不觉得厚，刚刚好，用着很不错。宝贝收到了，包装很结实，应该是个好东西，先给好评了真的很好用，对商品非常满意，属于无限回购款，推荐！,,,,,2022-04-23 20:05:52.351,
w***1,PLUS会员,"<div class=""comment-star star5""></div>",物流依然很快，不知道用什么，反正活动期间，这些好像都还不错吧，一下子买了7盒，有去黑的，维生素美白的，蜂蜜补水的……够用很久了。,,,【收缩毛孔】毛孔紧致黑面膜,2021-07-22 22:03,2022-04-23 20:05:52.398,
z***2,PLUS会员,"<div class=""comment-star star5""></div>",保湿补水效果还是挺明显的，面膜纸比较薄也很软，精华蛮多的，用了之后脸上很舒服，很满意,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:52.452,
****1,PLUS会员,"<div class=""comment-star star5""></div>",首先不得不夸奖一下京东的物流就一个字快前一天拍转天到虽然是疫情期间但是并没有因为疫情而减慢速度能做到这一点着实不容易其次要说一说这款面膜面膜纸够大贴合皮肤精华液很多吸收好下夜班觉得皮肤缺水粗糙时就贴一个吸收好补水效果也很好用完皮肤滑滑的很舒服,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:52.499,
y***6,,"<div class=""comment-star star5""></div>",一直使用这个牌子的面膜，这款竹炭的具有去黑头的效果，补水效果也很不错，有时候皮肤状态不好，用一贴，用过之后皮肤水水嫩嫩的，感觉可以掐出水来，也有美白的效果，用过之后明显感觉皮肤状态要白了，好物值得推荐和购买。,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:52.548,
A***雅,PLUS会员,"<div class=""comment-star star5""></div>",粉粉的黑膜，香味也很喜欢，已经回购无数次了，超级好用的一款，我已经是他家的忠实粉丝了，每过一阶段我都要囤点，以上活动实在太划算了！,,,【收缩毛孔】毛孔紧致黑面膜,2021-06-07 09:06,2022-04-23 20:05:52.593,
s***g,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜第一次买，抱着试试的心态，因为便宜……收到后体验了一个，膜布很细密柔软，精华液很多，而且有股淡淡的香味，就当作正品吧！以前在京东买过蓝色，绿色，和黄色的那款，真的不是正品，尤其绿色的还有股难闻的化学味道……,,,【清洁收缩毛孔】毛孔紧致黑面膜,2020-12-18 11:24,2022-04-23 20:05:52.934,
u***j,,"<div class=""comment-star star5""></div>",使用感受：重要的事情说三遍，真的很好用，这是第二次回购，两个黑色的比那个白色的好用,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:52.974,
提***羊,PLUS会员,"<div class=""comment-star star5""></div>",适合肤质：嗯，不知道，用了挺好贴合效果：凉爽使用感受：凉爽，痛快，开心，很快乐。产品质感：盒子很精致，闪闪发光，颜色也好看，老婆很喜欢。面膜贴上感觉整个脸都像是在呼吸?，开心的很补水效果：很好，感觉像是把一个池塘贴脸上了，凉快，脸嫩了很多。,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:53.026,
p***2,,"<div class=""comment-star star5""></div>",这款面膜质地柔软，精华液丰富。适合亚洲人的面部设计，非常服帖。做活动后性价比很高，精华液成分里面含有大量的保湿营养和植物提取物，坚持使用就会有好的效果。,,,【收缩毛孔】毛孔紧致黑面膜,2021-03-20 14:14,2022-04-23 20:05:53.079,
****b,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：好久没有说面膜了，今天面膜时间来讲讲来自美迪惠尔的补水面膜。这款面膜呢，是我最常用的面膜了，我个人觉得补水保湿还是可以的。展开面膜纸后，纸质既柔软又轻薄。将面膜敷于面部，轻轻地用手指按压，把面膜与皮肤之间的气泡给排掉，使面膜与皮肤紧贴。太爱他们家的面膜布了！,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-02 16:21,2022-04-23 20:05:53.138,
c***y,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：黑色款的都很好用，补水效果非常好，也很适合我的皮肤。一直在回购,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:53.194,
w***y,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：很服帖，一直用这个牌子的，美迪惠尔，179元4件,【紧致细腻】毛孔紧致黑面膜,,,,2022-04-23 20:05:53.254,2019-11-09 21:53
傲***鱼,PLUS会员,"<div class=""comment-star star5""></div>",双十一合适囤了好多面膜买了能有20多盒！这些是一部份再也不用担心冬天皮肤干燥了！大爱面膜！水水的精华特别多！京东的物流特别给力！坐等双十二！,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:53.316,
杀***1,PLUS会员,"<div class=""comment-star star5""></div>",一共买了三款，三款保湿效果都不错，北京秋天没有面膜不行，就用这款补水效果：很好,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:53.374,
****3,,"<div class=""comment-star star5""></div>",可以很不错觉得补水也可以很不错我老婆喜欢我也喜欢喜欢我和我老婆抢着用就是价格稍微有一点点高但保证正品了京东我一直是喜欢的不会有假的真是不错全无限好评,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:53.438,
小***o,,"<div class=""comment-star star5""></div>",东西好用，补水效果很好，贴合，活动时无限囤货,,,【紧致肌肤】毛孔紧致黑面膜,2020-06-21 00:07,2022-04-23 20:05:53.774,
a***g,PLUS会员,"<div class=""comment-star star5""></div>",隔壁邻居推荐的，一次买了4盒，每个产品买一个试试效果，效果很好。,,,【紧致肌肤】毛孔紧致黑面膜,2020-06-30 17:06,2022-04-23 20:05:53.826,
z***b,PLUS会员,"<div class=""comment-star star5""></div>",一次买了4盒，很好，夏天补水又美白，有空没空来一片,,,【紧致肌肤】毛孔紧致黑面膜,2020-07-18 21:05,2022-04-23 20:05:53.865,
木***南,PLUS会员,"<div class=""comment-star star5""></div>",一下子买了超级多面膜，用了一段时间了，感觉不错，补水效果很好。,,,【紧致肌肤】毛孔紧致黑面膜,2020-12-03 18:20,2022-04-23 20:05:53.909,
****e,PLUS会员,"<div class=""comment-star star5""></div>",面膜品牌太多了，直接看中排名前三的出手，刚好做活动价格很实惠,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-04 08:33,2022-04-23 20:05:53.946,
